period,period_date,year,bimester,uf,state_abbrev,state_name,macroregion,total_revenue_nominal,total_revenue_real,state_tax_revenue_nominal,state_tax_revenue_real,federal_current_transfers_nominal,federal_capital_transfers_nominal,federal_transfers_nominal,federal_transfers_real,transfer_dependency_ratio,own_revenue_ratio,liquidated_expenditure_total_nominal,liquidated_expenditure_total_real,liquidated_expenditure_health_nominal,liquidated_expenditure_health_real,liquidated_expenditure_education_nominal,liquidated_expenditure_education_real,liquidated_expenditure_public_security_nominal,liquidated_expenditure_public_security_real,public_investment_liquidated_cumulative_nominal,public_investment_liquidated_nominal,public_investment_liquidated_real,public_investment_flow_is_derived,public_investment_negative_flow_flag,ipca_month_code,deflator_base_month,source_system,source_frequency,fiscal_series_version,social_expenditure_share_real,pilot_id,treated_unit,donor_pool_main,excluded_from_main_donor_pool,transition_period,analysis_period,post_treatment,treated_post,fiscal_main_window
2018B3,2018-06-01,2018,3,53,DF,Distrito Federal,Center-West,3821562505.72,5754616496.924275,2725921656.73,4104769635.891688,,14067430,14067430,21183132.455941767,0.00368106762062488,0.7133002934401629,3664832490.91,5518608024.620384,515852494.88,776785221.3781097,698143269.42,1051283805.87983,137017287.76,206324492.48895985,202908845.64,134354278.38,202314457.9319757,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3686425110590894,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,32,ES,Espirito Santo,Southeast,2252158700.85,3391364028.2487473,1245642781.44,1875723997.349284,874794397.84,1159319.09,875953716.9300001,1319035787.7027085,0.3889396056323214,0.5530883684928043,2182365497.56,3286267456.2511234,403587985.63,607734160.2003359,259327047.33,390501974.6321588,230272465.2,346750766.22295904,208529877.56,110200546.98,165943088.63769525,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4092749354581672,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,52,GO,Goias,Center-West,3737649990.16,5628258666.686716,2214828876.06,3335151726.280039,471686132.75,999353.37,472685486.12,711783123.3196955,0.12646595785170495,0.5925725741818828,4204533120.19,6331304438.719716,789022838.63,1188132821.80629,840148789.22,1265119718.7223508,424511377.57,639241193.3181552,458013874.76,189444754.7,285271249.3961936,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4884449585040242,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,21,MA,Maranhao,Northeast,2862345942.99,4310201170.01362,1224488513.61,1843869304.811176,1243971507.14,9570434.1,1253541941.24,1887618774.741747,0.4379421517199815,0.427791936404061,2980311405.94,4487836887.90213,312347822.69,470342152.0752037,503457893.66,758121081.6324819,333552443.96,502272668.2420152,410091524.09,224366615.89,337857571.9295762,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.38565035788516483,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,31,MG,Minas Gerais,Southeast,10746798007.78,16182831240.393936,8178238536.61,12315022017.33344,880648243.5,1431542.03,882079785.53,1328260594.407841,0.08207838138312734,0.7609930446900997,13062800174.54,19670332558.454536,976724306.25,1470778980.3988063,1491952821.69,2246624595.9550066,2249741412.07,3387724006.694633,312951240.89,186229399.40999997,280429476.8051103,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3612103436448806,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,50,MS,Mato Grosso do Sul,Center-West,2044576872.8,3078781462.7744794,1069431857.12,1610380622.61385,222423307.48,30868589.35,253291896.83,381414074.96370167,0.12388475102093996,0.5230577883116903,2008257092.03,3024090113.5499463,206038635.47,310258782.60652524,262230225.12,394873661.5478725,189257634.88,284989479.0989757,437480101.95,173242538.39999998,260873495.58027145,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.32741151423264964,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,51,MT,Mato Grosso,Center-West,2506422570.7,3774241727.572141,1195666849.76,1800468831.3106737,404590612.14,570781.14,405161393.28,610103441.77182,0.16164927575115376,0.477041207551076,2645781181.17,3984091849.7666,271875686.06,409398068.400484,502919936.99,757311011.3214039,332498781.08,500686032.9894532,91759080.93,59173821.44000001,89105607.5976754,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4185132209763241,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,15,PA,Para,North,3675190377.38,5534205221.909272,1826953323.87,2751077791.064984,1072155653.87,6718358.68,1078874012.55,1624598886.3011956,0.2935559526902975,0.497104404472351,3775937185.25,5685912603.827897,468865005.05,706030135.2791488,579596212.75,872772307.7808422,421657722.97,634944079.817302,750809982.84,344075309.82000005,518118296.1448013,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.38933882335562875,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,25,PB,Paraiba,Northeast,1723032361.71,2594590678.181949,655797655.97,987518588.0227332,698859145.54,12726814,711585959.54,1071526187.4218844,0.412984674782194,0.38060669697414307,1643182647.4,2474350728.5395594,229306544.55,345296255.6925438,362768175.66,546266540.2142488,193055283.86,290708085.93508667,241819763.12,86538514.37,130312133.2354332,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.47781054973548287,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,26,PE,Pernambuco,Northeast,4851526180.58,7305564818.64103,2504996230.02,3772093903.5878215,1228847757.5,26929888.7,1255777646.2,1890985362.2634256,0.25884177462067653,0.5163315906749426,4758806779.66,7165945332.286812,817982554.62,1231741178.1089425,471632008.67,710196767.292852,465555767.36,701046991.9249281,381679355.55,159686564.56,240460528.22077495,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3688257186973666,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,22,PI,Piaui,Northeast,1902363536.72,2864632614.3221326,562931862.77,847678660.048562,655803076.46,23587416.42,679390492.88,1023045346.590287,0.35712968618573576,0.29591182332089416,1604627218.12,2416292876.797348,249165565.62,375200529.1647522,281395442.56,423733185.9655127,113039505.44,170218072.2768601,270738018.44,84165618.13999999,126738959.2339066,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4010903631399509,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,41,PR,Parana,South,7547573880.83,11365349409.14071,4889430623.56,7362642396.870604,802227226.8,9551698.92,811778925.7199999,1222399578.9187417,0.1075549492508882,0.6478148741251294,7355849426.46,11076645323.748932,897554944.28,1351563524.4795012,1510087854.26,2273932838.9690557,548642959.06,826162026.23989,581717078.8,295098889.8899999,444368223.0614436,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.40189590436229355,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,33,RJ,Rio de Janeiro,Southeast,9486974463.42,14285753450.68452,5387080473,8112017561.8699665,533419423,556323,533975746,804075723.5527966,0.05628514634027009,0.5678396725712265,8536010671,12853765377.835564,840834765,1266152680.3798327,853064875,1284569124.611703,1392608352,2097028894.3799095,224261230,102092264,153733407.66856313,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3615867072994665,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,24,RN,Rio Grande do Norte,Northeast,1569247580.76,2363017222.008942,670675172.53,1009921571.6456088,628336067.78,11727397.62,640063465.4,963825600.5380728,0.4078792111885951,0.4273864626289156,1460958923.68,2199953111.05181,209016557.93,314743022.1523203,237726836.77,357975768.9663967,157357890.21,236953944.77214193,144046150.19,65114119.94,98050676.45199578,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.41349642013776344,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,11,RO,Rondonia,North,1223576238.78,1842495575.668034,468024470.08,704764434.0385269,460162861.11,5587140.25,465750001.36,701339474.9548382,0.3806464906709767,0.3825053603089388,1202237215.23,1810362672.7610984,172629520.44,259950395.86379504,194099775.59,292280911.01157373,151558862.35,228221605.2279553,168564054.78,97343567.31,146582686.39414683,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4311030733488369,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,14,RR,Roraima,North,591672812.29,890957591.6367552,107663775.15,162123146.1403527,371744093.15,9986071.7,381730164.85,574820037.8069082,0.6451710420368283,0.181965053850117,527090066.26,793707072.9903544,105985560.11,159596042.64796826,135355367.84,203821926.64740044,58025918.07,87377062.35996446,31059211.99,17043128.119999997,25664022.52789214,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.5679614646206025,rr_2018_01,TRUE,FALSE,TRUE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,43,RS,Rio Grande do Sul,South,7768912398.9,11698647186.05367,5284220486.08,7957128095.397214,1334099002.11,11971201.68,1346070203.79,2026950439.5529315,0.17326366094443155,0.6801750637358445,8735290344.53,13153846325.113272,924055993.5,1391469551.0848367,700478633.66,1054800463.1533186,702803056.64,1058300644.7692196,,,,,,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.266429344876598,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,42,SC,Santa Catarina,South,3682700318.6,5545513902.997402,2440054959.21,3674303508.2259526,344249664.36,4564421.87,348814086.23,525254079.1820811,0.09471693487201906,0.6625722291021501,4271813302.64,6432616833.129944,568683892.04,856340227.7917008,577121362.53,869045608.5885322,386481727.62,581975074.9053428,524388733.13,262250928.76,394904837.67232734,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.35869708567156705,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,28,SE,Sergipe,Northeast,1311428272.51,1974785643.365293,389578510.79,586638298.2572588,635264268.36,3135344.9,638399613.26,961320125.1051952,0.4867972016785478,0.2970642916248623,1249795052.89,1881976604.6925144,165437009.28,249119709.9038778,155600964.62,234308316.71583003,138325140.74,208293894.35612667,175379471.66,58326195.86999999,87829229.13178977,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3675507544839278,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,35,SP,Sao Paulo,Southeast,33118807741.21,49871233847.6126,24336276400.42,36646250699.275314,3525600027.04,46137221.82,3571737248.86,5378422586.102963,0.10784619050207107,0.7348174061875474,31967865303.21,48138112295.67891,4011719949.37,6040960933.422005,4583964127.51,6902662340.337209,1795672406.49,2703974104.3074236,2136653290,990490563.12,1491508597.869782,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.32505631467130114,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B3,2018-06-01,2018,3,17,TO,Tocantins,North,1456294852.2,2192929820.8029995,472795187.28,711948314.4173479,641296539.6,307097.35,641603636.95,966144834.2537212,0.4405726189176184,0.3246562236800853,1511417589.32,2275935191.488833,367637455.83,553598839.4903923,233102961.14,351013006.7610691,207259015.5,312096465.2409564,86834001.3,35758380.33,53845976.62404097,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.5345970816930389,rr_2018_01,FALSE,FALSE,TRUE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,12,AC,Acre,North,926019017.04,1391088762.9430623,260333183.78,391078973.44823754,403269545.35,6334073.96,409603619.31,615316728.4882406,0.4423274379604959,0.2811315739628647,1007856295.19,1514026754.419963,150423640.48,225970128.153077,212179020.92,318740594.2024227,97721227.5,146799254.63170117,172413612.88,72256961.00999999,108546201.16412164,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.45673563889703167,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,27,AL,Alagoas,Northeast,1286108775.71,1932024540.4154155,574034191.52,862328417.3159533,484205274.9,,484205274.9,727385188.0755179,0.37648858638157806,0.44633409114489775,1374637570.87,2065014694.9131224,235670087.11,354029457.1794659,121201305.79,182071611.31250516,197042241.68,296001748.5411092,473432732.06,151396389.32999998,227431415.63152012,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.40295249185531234,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,13,AM,Amazonas,North,2661753285.83,3998551884.4749007,1459246518.02,2192116356.3898263,465761077.98,10500855.2,476261933.18,715452502.8891709,0.17892790279076892,0.5482275633088853,3004627679.96,4513626313.831409,489400021.71,735188865.7330505,496829754.28,746349994.4999694,322651197.47,484694641.13743186,429951241.71,255519984.84999996,383848466.4909021,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.43562168523902606,rr_2018_01,FALSE,FALSE,TRUE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,16,AP,Amapa,North,712555893.91,1070419158.5130624,229053786.01,344090285.36647457,378623264.47,,378623264.47,568777270.1219648,0.5313593890752694,0.3214537806334261,711021970.6,1068114860.8253344,100791408.39,151411356.6055174,222355814.08,334028425.6045507,60577512.37,91001043.38495605,49282355.33,23420477.51,35182822.90904011,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.5396805594012681,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,29,BA,Bahia,Northeast,6852144401.4,10293461476.978523,4208587067.85,6322244003.873128,1802376385.47,44693607.15,1847069992.62,2774714410.6350675,0.2695608680171152,0.6141999965718936,7211070502.55,10832649179.227585,1223288709.36,1837654676.75305,849046544.53,1275458803.3047936,678671675.76,1019517444.5717598,1292416685.09,442405030.92999995,664591823.5711755,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3814977164177192,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,23,CE,Ceara,Northeast,3774570979.35,5670254257.940327,2114461282.55,3176396246.4136147,1148273080.1,56236681.23,1204509761.33,1809444474.6905403,0.31911169982486925,0.5601858579737506,4484504558.13,6736734109.5459585,605174863.72,909108708.4015328,583256844.26,876182915.2852815,503215162.73,755942313.6404444,1306203516.89,494635449.8900001,743053655.9548252,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.37722045964769896,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,53,DF,Distrito Federal,Center-West,3970427893.54,5964475378.0910845,2638847578.62,3964142362.293653,329488108.27,190000,329678108.27,495250641.0383074,0.08303339516791017,0.6646254885810874,4113279693.01,6179070898.64974,698704655.98,1049611484.9310832,708036932.95,1063630663.1409824,139933503.2,210211583.43270677,413038438.41,210129592.77000004,315661892.34267354,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.37601991781846955,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,32,ES,Espirito Santo,Southeast,2512434534.08,3774241547.609392,1330832122.37,1999209062.3691864,963864927.01,770361.1,964635288.11,1449099084.2904048,0.3839444471189889,0.5296982286773583,2213305366.64,3324882284.0983667,443109355.91,665649878.0464172,231582832.45,347889481.7316753,213884621.42,321302789.6281756,321838123.82,113308246.26,170214461.28061828,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.40147049890767705,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,52,GO,Goias,Center-West,3905101801.61,5866340900.571081,2347960500.01,3527164569.296313,407752624.45,109853563.25,517606187.7,777560868.7182773,0.13254614450424845,0.6012546200567627,4242783665.96,6373614982.747579,594354619.16,892854268.3276938,776944827.73,1167145813.848066,572863808.78,860570239.3001704,727498221.55,269484346.78999996,404826077.76987725,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.45822823144816194,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,21,MA,Maranhao,Northeast,2536384223.65,3810219366.0167246,1272250335.68,1911206047.6599689,1073692561.53,300000,1073992561.53,1613378296.0574813,0.42343449053017057,0.5016000035866648,3080327124.25,4627343898.864877,417925284.81,627817741.0517017,483934081.48,726977794.5855311,298479901.84,448383920.6036921,664133521.16,254041997.07,381628196.54537,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.38967915410031634,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,31,MG,Minas Gerais,Southeast,11641167471.67,17487650857.475784,8793122823.71,13209247462.693071,1164508543.29,22208862.53,1186717405.82,1782716356.4113238,0.10194144261801928,0.7553471629979539,12839696721.34,19288111259.038467,1258109507.56,1889963344.5032668,1186315557.15,1782112689.3602655,2236060499.2,3359065609.30121,680521317.75,367570076.86,552172897.2138128,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.36453240800702696,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,50,MS,Mato Grosso do Sul,Center-West,2121847985.6,3187492735.167051,1157389545.72,1738659316.67937,196234301.25,26655174.9,222889476.15,334830106.01837087,0.105044978557676,0.5454629896084296,2170975583.3,3261293432.402522,240563218.91,361380041.2790636,370447757.61,556495820.6970242,197545410.36,296757621.02723837,640688124.38,203208022.43,305264137.4966971,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3724391895974024,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,51,MT,Mato Grosso,Center-West,2752122940.06,4134307423.181049,1466119645.69,2202441339.453967,342854799.78,3080840.95,345935640.72999996,519673110.0180251,0.12569774252979343,0.5327231659418662,2645781181.17,3974558192.224284,271875686.06,408418407.0046643,502919936.99,755498818.2025664,332498781.08,499487925.7783902,202329771.35,110570690.42,166102036.9168877,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.41851322097632404,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,15,PA,Para,North,4027326015.05,6049949149.156967,2044994155.43,3072041002.998139,822662593.57,10600376.05,833262969.62,1251748325.126328,0.20690228864167456,0.5077796403340371,4014440007.74,6030591468.9816265,516176971.51,775413864.6663731,556992178.88,836727482.7290844,475939674.59,714968398.0327244,1189146260.59,438336277.7499999,658479641.5060824,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3858841636674745,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,25,PB,Paraiba,Northeast,1563407402.92,2348589424.2818403,700593757.1,1052449339.5450146,523863012.48,,523863012.48,786960026.2765998,0.33507773565711213,0.4481197644270395,1689623040.62,2538193689.50891,238256059.98,357914169.84144914,369755743.07,555456259.2704518,226924911.38,340892237.03159934,375701855.09,133882091.96999995,201121003.210166,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4941556159909038,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,26,PE,Pernambuco,Northeast,4426971410.63,6650306386.668493,2648158795.67,3978129903.7687535,1032904309.65,14186989.59,1047091299.24,1572966551.8146667,0.23652542610185703,0.5981874627225438,4711849049.58,7078256650.178014,836441762.62,1256523586.9089174,501804171.29,753822687.2605598,423741626.98,636555194.6949128,550094775.31,168415419.75999993,252997825.77181676,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.37394821912791504,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,22,PI,Piaui,Northeast,1555450632.84,2336636566.679639,677795908.65,1018201845.4714624,523459599.43,1856185.24,525315784.67,789142416.7366629,0.337725784141962,0.435755333110415,1654422379.27,2485314381.901738,278548157.76,418441959.6878428,244711140.59,367611152.2308235,118827140.01,178505080.5208602,470197173.16,199459154.72000003,299632495.3282558,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3881030904836498,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,41,PR,Parana,South,7613365864.77,11436987262.431524,4956855710.31,7446311740.101708,722208121.63,8697864.48,730905986.11,1097985122.698101,0.09600300302027856,0.6510728366867664,7955925462.55,11951588796.893822,915093259.9,1374675819.2513864,1563696753.86,2349024094.4492707,630181832.21,946674797.4575716,888114816.55,306397737.75,460278290.3288792,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3907743807561421,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,33,RJ,Rio de Janeiro,Southeast,11819630234,17755742050.758827,6160009964,9253719937.554531,482172200,2852526,485024726,728616187.8671151,0.041035524495918,0.5211677389264088,8766136101,13168707337.685123,568480512,853985542.028193,882054597,1325044319.4040475,1391470384,2090301364.801082,424490158,200228928,300788867.8650149,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3242027570933786,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,24,RN,Rio Grande do Norte,Northeast,1731128893.43,2600544812.3021755,992609113.44,1491122059.3665357,483937628,8418684.92,492356312.92,739629879.8013833,0.2844134337937494,0.5733883347491694,1934443930.65,2905969710.073876,338635399.5,508706506.357673,247343033.51,371564847.1322353,160376458.18,240921498.05727932,306711037.43,162664887.24,244359233.01906663,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.38582399797920963,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,11,RO,Rondonia,North,1268601339.17,1905724434.488238,497477987.83,747323787.0361638,375687092.16,47142519.35,422829611.5100001,635185142.408079,0.3333037720003056,0.3921468253813147,1182007479.73,1775640988.478779,185058042.68,277998787.20337963,184756753.58,277546183.23554003,123849059.52,186049132.71656555,317949923.11,149385868.33,224411161.05867028,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4176486733339159,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,14,RR,Roraima,North,497152366.11,746834630.0023158,104344553.6,156748979.57414207,274970241.14,13852608.81,288822849.95,433876857.4439333,0.5809543907231349,0.20988445537622705,643435548.44,966584859.1037384,133836347.84,201052285.24213013,99938573.83,150130207.35130697,83575484.11,125549167.63434625,53629311.43,22570099.44,33905363.855108924,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4932124228283802,rr_2018_01,TRUE,FALSE,TRUE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,43,RS,Rio Grande do Sul,South,8177183715.61,12283968439.078732,5636595959.18,8467434421.734857,1258879668.11,22798.02,1258902466.13,1891154546.558417,0.15395306133660577,0.6893077317585401,8454634467.5,12700761848.41712,928419643.75,1394695044.0008495,655469006,984661817.8735226,727361035.28,1092659809.5306008,,,,,,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.27337074049913673,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,42,SC,Santa Catarina,South,3990314730.19,5994349877.950416,2761445127.56,4148311444.7385654,292941526.67,2510576.97,295452103.64000005,443835486.9592703,0.07404230583734732,0.69203692296936,4065254395.04,6106926103.441746,540889066.23,812536987.0226084,587128888.98,881999597.0169618,375900935.74,564687720.3010063,747843635.48,223454902.35,335679503.2970659,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3699445950504168,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,28,SE,Sergipe,Northeast,1214312161.42,1824169883.5257263,433221193.52,650795634.9544624,486820171.13,9229405.41,496049576.54,745177992.1250274,0.4085025187921419,0.3567626243760888,1338047118.94,2010047609.3844323,224985289.2,337978488.42676204,152831518.17,229587301.81308147,146810391.33,220542215.5532417,229915797.57,54536325.91,81925823.06581785,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.392084248210638,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2018B4,2018-08-01,2018,4,35,SP,Sao Paulo,Southeast,33431498056.36,50221626574.37777,25536718488.52,38361892658.93451,3548347137.75,67963366.54,3616310504.29,5432511442.27147,0.10817075855211442,0.7638520548935408,33744418758.17,50691703823.30033,3897214911.52,5854493018.425165,4982217497.85,7484410847.145768,1793652152.16,2694468804.1872444,3340679583.63,1204026293.63,1808718197.505796,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3162918477872995,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
