state_abbrev,period_date,icms_siconfi,tax_siconfi,investment_siconfi,totalexp_siconfi,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason,year,month,bimester,bim_event_time,icms_level,icms_2bim,icms_2bim_log
PA,2018-12-01,5.596336011625235,5.865662329062927,4.1510100049790974,6.581599945788161,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2018,12,6,0,269.4373812098504,541.5838290333029,6.294497863385147
PA,2019-02-01,5.652109716526646,5.932496819854165,1.4117996965803608,6.491863851528593,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,2,1,1,284.8918733498979,554.3292545597483,6.317758832517739
PA,2019-04-01,5.656764179323692,5.940371561329382,2.787347686031071,6.4913054954054505,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,4,2,2,286.2209827211592,571.1128560710571,6.347586836485661
PA,2019-06-01,5.668223579398958,5.941729158341674,3.211960587069476,6.509041311057969,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,6,3,3,289.51976842563045,575.7407511467896,6.355657474562717
PA,2019-08-01,5.684492236561447,5.956527414797102,3.538505585076801,6.5838289000407375,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,8,4,4,294.26838838094017,583.7881568065707,6.369538171826046
PA,2019-10-01,5.677827349882642,5.949894583804224,3.74661927189651,6.568055177359391,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,10,5,5,292.31364422927714,586.5820326102173,6.374312526361018
PA,2019-12-01,5.70956243374934,5.962222849440143,3.8176003788503774,6.540590080120639,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,12,6,6,301.7390085857992,594.0526528150763,6.3869679565370765
PA,2020-02-01,5.741089325967136,5.986080341055517,3.746124839554719,6.606707853622512,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,2,1,7,311.4034461481063,613.1424547339054,6.418597298389687
PA,2020-04-01,5.680873371599266,5.920022147048507,3.990981829085556,6.59899522791363,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,4,2,8,293.2053953948826,604.6088415429889,6.404581706027695
PA,2020-06-01,5.554915329948091,5.865372633312773,3.9794110954913338,6.641902744568404,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,6,3,9,258.5050759557341,551.7104713506167,6.313023400251638
PA,2020-08-01,5.812642919651655,6.06978442065915,3.9360641952944535,6.661813470043446,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,8,4,10,334.5020204139895,593.0070963697236,6.38520636582279
PA,2020-10-01,5.846358498476343,6.084133087715257,4.031322195699258,6.624698700713163,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,10,5,11,345.97222541768133,680.4742458316708,6.522789975426294
PB,2015-02-01,5.349831456765782,5.570287051595503,3.7347377775497783,6.4370608320648,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,2,1,-23,210.5728042541869,,
PB,2015-04-01,5.320836270642619,5.5710820754154495,4.107766934123851,6.518423149402988,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,4,2,-22,204.55487372101922,415.1276779752061,6.028586130685332
PB,2015-06-01,5.3139921065647915,5.557291007683731,3.9818324969568737,6.521421485343254,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,6,3,-21,203.1596466302531,407.7145203512723,6.010567224474963
PB,2015-08-01,5.263826520677511,5.519534092064089,3.8555680104677954,6.441592356502756,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,8,4,-20,193.21943668494296,396.37908331519606,5.982371034452113
PB,2015-10-01,5.274330783775562,5.506785311665469,3.79679690254134,6.424750185454487,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,10,5,-19,195.2597617786567,388.4791984635997,5.962239625165976
PB,2015-12-01,5.217886987232928,5.4822282920521905,3.7253927099953312,6.435543131184222,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,12,6,-18,184.54382833723741,379.8035901158941,5.939654250981993
PB,2016-02-01,5.260626662162151,5.505030712383854,4.084142619483864,6.442061232744246,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,2,1,-17,192.60214996691886,377.1459783041563,5.9326323228572795
PB,2016-04-01,5.250274490676328,5.512784851809845,3.6398658106500497,6.387987870982006,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,4,2,-16,190.61858430232172,383.22073426924055,5.948611152851178
PB,2016-06-01,5.260517754864351,5.519836447941459,3.431719163730947,6.388117538822784,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,6,3,-15,192.5811753293817,383.1997596317034,5.948556418830599
PB,2016-08-01,5.257132820900369,5.516785891046109,3.543436990469142,6.3686376331417796,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,8,4,-14,191.93040280057076,384.51157812995245,5.951973900663864
PB,2016-10-01,5.2662636063386215,5.5118690471677185,3.6945816953699144,6.391989158656542,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,10,5,-13,193.6909032724139,385.6213060729847,5.954855815548579
PB,2016-12-01,5.23576982905774,5.497498797329106,3.615404789237968,6.409911555099665,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,12,6,-12,187.87368130711,381.56458457952385,5.94428012756158
PB,2017-02-01,5.280374543993294,5.514185599311085,3.522275325701111,6.3466820057195985,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,2,1,-11,196.4434382844926,384.3171195916026,5.951468044045679
PB,2017-04-01,5.300089827170453,5.537345520086393,3.4578745207521457,6.359915711583704,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,4,2,-10,200.35480647184437,396.798244756337,5.983427951903799
PB,2017-06-01,5.267382545459457,5.5270936996893205,3.637775671925878,6.415287776209161,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,6,3,-9,193.9077528995758,394.26255937142014,5.9770170816995245
PB,2017-08-01,5.251613538573537,5.51650128258233,3.34946785450742,6.379593510265508,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,8,4,-8,190.8740026873615,384.78175558693727,5.952676304951674
PB,2017-10-01,5.321232914913302,5.557611869927208,3.3656265248033046,6.371118591946874,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,10,5,-7,204.63602533281784,395.51002802017933,5.980176142183814
PB,2017-12-01,5.3040450646266795,5.557764462123087,3.5202179478660964,6.426007075797918,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,12,6,-6,201.14882654076482,405.7848518735826,6.005823097650076
PB,2018-02-01,5.311451244262621,5.5440647151868205,3.735907811255176,6.3521498949714115,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,2,1,-5,202.6441011851638,403.7929277259286,6.000902191426025
PB,2018-04-01,5.313339520688811,5.55956935338102,3.776848767036773,6.494733621598329,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,4,2,-4,203.02711076451362,405.6712119496774,6.005543008734078
PB,2018-06-01,5.267580545818562,5.529551937380061,3.3973772126214365,6.405156378790224,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,6,3,-3,193.94615050552758,396.97326127004123,5.9838689264543135
PB,2018-08-01,5.324058359425219,5.577338094570815,3.8082491440890465,6.449848979571126,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,8,4,-2,205.21503065605168,399.1611811615793,5.9893652981298295
PB,2018-10-01,5.4221409878428775,5.637725805711558,3.3807454911949915,6.375547833466945,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,10,5,-1,226.36324502255752,431.5782756786092,6.067448897730251
PB,2018-12-01,5.362346252127307,5.61989004038199,3.508874137317334,6.436283592569249,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2018,12,6,0,213.22463878055297,439.58788380311046,6.085837660282276
PB,2019-02-01,5.366347156458948,5.615452940902651,3.65118114609242,6.441104603379137,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,2,1,1,214.07943900818066,427.3040777887336,6.057495885756172
PB,2019-04-01,5.365859672035246,5.60424696875019,3.2760411627967425,6.369964092383432,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,4,2,2,213.97510404912907,428.05454305730973,6.059250624512175
PB,2019-06-01,5.388202952770497,5.58681062544803,2.775265305633514,6.464297392980214,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,6,3,3,218.80982045070053,432.7849244998296,6.070240894439076
PB,2019-08-01,5.372112900572102,5.574303672238115,3.162040028420415,6.380292720907639,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,8,4,4,215.31733152979598,434.1271519804965,6.073337468104636
PB,2019-10-01,5.370303069835757,5.576801645058851,3.2963419781039285,6.419379085907027,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,10,5,5,214.92799602707726,430.24532755687324,6.0643555751997305
PB,2019-12-01,5.400528271091878,5.777450138506184,3.18814430891834,6.2921845231984195,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,12,6,6,221.52340971284764,436.4514057399249,6.078677042026039
PB,2020-02-01,5.394973667539486,5.645626963167913,2.7525992755556388,6.4117221764752506,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,2,1,7,220.29634607528345,441.8197557881311,6.0909020065732475
PB,2020-04-01,5.311694006300683,5.515501635311139,2.7394605365262232,6.350192525492652,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,4,2,8,202.69330145190565,422.9896475271891,6.047347704815792
PB,2020-06-01,5.169287803368152,5.448185934815076,2.796792570080053,6.374924058457903,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,6,3,9,175.78959613284513,378.4828975847508,5.936170887140001
PB,2020-08-01,5.357345345795258,5.654274747219859,3.0150720427994515,6.375356774540502,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,8,4,10,212.16098416961546,387.9505803024606,5.960877961156498
PB,2020-10-01,5.468497370902965,5.720982476908196,2.786227541449624,6.367122758947717,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,10,5,11,237.10364611190826,449.26463028152375,6.107612091146816
PE,2015-02-01,5.912257148577349,5.970902647339747,4.155819607153573,6.692824123694282,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,2,1,-23,369.5393199178132,,
PE,2015-04-01,5.870467384764222,6.15162877618684,3.2964063905495022,6.685706258716133,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,4,2,-22,354.41458954249487,723.9539094603081,6.584727729392846
PE,2015-06-01,5.806854814916729,6.0128390257016235,3.258714251167045,6.643365862267723,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,6,3,-21,332.57148016015003,686.986069702645,6.532314015019162
PE,2015-08-01,5.800605892420168,5.988182277498873,3.2019139307406803,6.79150120343793,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,8,4,-20,330.4997465490423,663.0712267091924,6.496882415349498
PE,2015-10-01,5.786580851956392,5.972349681373771,3.07945540951325,6.623517868772414,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,10,5,-19,325.8968277416257,656.396574290668,6.486765140266711
PE,2015-12-01,5.752072872431349,5.9560734259218595,3.4411731115523168,6.556813020199124,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,12,6,-18,314.8426129174636,640.7394406590893,6.462622885450315
PE,2016-02-01,5.76393332421579,5.8483128234069826,3.749736837652068,6.56986605239144,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,2,1,-17,318.5990208608182,633.4416337782818,6.451167862570019
PE,2016-04-01,5.781231365700972,6.1553656348662695,3.5450065080101583,6.6653393770294,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,4,2,-16,324.15810193227105,642.7571227930893,6.465766927831916
PE,2016-06-01,5.784453359237871,6.01737371206196,3.5081400722253098,6.620099262551207,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,6,3,-15,325.2042216320844,649.3623235643554,6.475990840684099
PE,2016-08-01,5.746794917593089,5.967190325373644,3.2895275862394704,6.629906237904291,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,8,4,-14,313.18526537543045,638.3894870075148,6.458948578279946
PE,2016-10-01,5.796241668370019,5.983867842846023,3.374684985695832,6.628808505859757,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,10,5,-13,329.0605144565953,642.2457798320257,6.4649710650568055
PE,2016-12-01,5.813281530141676,6.026198470598678,3.009601590299324,6.560762968009328,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,12,6,-12,334.71570513654984,663.7762195931451,6.497945073987852
PE,2017-02-01,5.781881516553327,6.024216720031866,3.1714330026134965,6.651719229377797,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,2,1,-11,324.36892212357753,659.0846272601274,6.49085194395133
PE,2017-04-01,5.800177164584904,6.038626548910326,3.2139272236239536,6.649387279288107,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,4,2,-10,330.3580824779841,654.7270046015617,6.48421836188762
PE,2017-06-01,5.825186894795366,6.027076409049455,3.347732418925123,6.6622397336297965,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,6,3,-9,338.7244329961207,669.0825154741049,6.505907394038141
PE,2017-08-01,5.767862766653222,5.992578864774155,3.2456940922834883,6.667752304245239,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,8,4,-8,319.8534002657242,658.577833261845,6.490082712014538
PE,2017-10-01,5.802531318371146,5.99990095421573,3.4142430769452665,6.668052944939204,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,10,5,-7,331.1367123563038,650.9901126220279,6.478494454108635
PE,2017-12-01,5.838300370854494,6.109976710444896,3.283833356390076,6.665166902133067,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,12,6,-6,343.19553954118953,674.3322518974933,6.5137229447872675
PE,2018-02-01,5.826560990456214,6.042495701957099,3.2368397574525387,6.649264841824673,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,2,1,-5,339.1901926956298,682.3857322368193,6.525595087747898
PE,2018-04-01,5.962074240077781,6.208997553132133,3.444695554729275,6.704347222561078,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,4,2,-4,388.4149551096928,727.6051478053225,6.589758521667486
PE,2018-06-01,5.816733049072939,6.038158370103682,3.0258556231783817,6.632508618720352,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,6,3,-3,335.87297875644185,724.2879338661346,6.585189012034676
PE,2018-08-01,5.844276023071682,6.0748174952549245,3.156574181393993,6.68866883135719,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,8,4,-2,345.252496436608,681.1254751930499,6.5237465405621125
PE,2018-10-01,5.915547937497873,6.118608978095799,2.8269255028745413,6.681083582450532,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,10,5,-1,370.75739893872577,716.0098953753338,6.573693987221757
PE,2018-12-01,5.836301553431358,6.107277350128828,2.614023964927286,6.635024463914352,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2018,12,6,0,342.51023944026633,713.2676383789922,6.569856719376331
PE,2019-02-01,5.8862461542060185,6.116321815764187,2.5086465745167668,6.705084502907195,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,2,1,1,360.05116782808085,702.5614072683472,6.554732809869286
PE,2019-04-01,5.926502923965061,6.1685157383596065,2.706989764721741,6.639268704884276,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,4,2,2,374.84137030863053,734.8925381367114,6.599724281906888
PE,2019-06-01,5.90370978231657,6.1108759024328,2.688305479541669,6.677897000795962,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,6,3,3,366.3941924289068,741.2355627375373,6.608318473208311
PE,2019-08-01,5.916614390860125,6.140773849191214,2.579726708713906,6.691163837780965,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,8,4,4,371.153005323789,737.5471977526959,6.603330083119065
PE,2019-10-01,5.89190033057075,6.1142483780366925,2.623147501122595,6.672048640908646,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,10,5,5,362.092726859719,733.2457321835079,6.597480887429449
PE,2019-12-01,6.009259650156445,6.246709168654905,2.656418998347937,6.691120565120153,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,12,6,6,407.18175170838026,769.2744785680993,6.645447835038858
PE,2020-02-01,5.905080250269259,6.153893151923542,3.204303438974269,6.729566761712709,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,2,1,7,366.89666816248206,774.0784198708623,6.651673186120052
PE,2020-04-01,5.860875308776729,6.088486447261764,3.3550633652504183,6.654267525049303,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,4,2,8,351.031270336956,717.9279384994381,6.576369199804489
PE,2020-06-01,5.58856882746906,5.8284018303201295,2.1574629426575465,6.675441665665397,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,6,3,9,267.3527179137845,618.3839882507405,6.427109604717337
PE,2020-08-01,5.977128029928908,6.196813735134293,2.173436337122058,6.652477618214933,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,8,4,10,394.30630453097376,661.6590224447582,6.494750351406231
PE,2020-10-01,5.951025548239941,6.179934842672988,2.5212937246243685,6.6372263465549155,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,10,5,11,384.1470984976947,778.4534030286684,6.657309134670439
PI,2015-02-01,5.246078790751281,5.360098300789638,3.400054943099217,6.296451367594376,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,2,1,-23,189.82048139341927,,
PI,2015-04-01,5.1920154345695275,5.416832829962464,3.5658669760140413,6.574938521072119,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,4,2,-22,179.83062480107466,369.65110619449393,5.912559604544266
PI,2015-06-01,5.190012865200256,5.436149421825904,3.622613312115858,6.507817237941383,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,6,3,-21,179.47086184555778,359.30148664663244,5.884161831730263
PI,2015-08-01,5.120001045358179,5.394588253067217,3.3535313936900195,6.455624072515861,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,8,4,-20,167.33554454659276,346.8064063921505,5.8487667176081715
PI,2015-10-01,5.1938135071027345,5.518151644003576,3.787684010145676,6.535075545082815,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,10,5,-19,180.15426418450633,347.48980873109906,5.85073533718227
PI,2015-12-01,5.0627210870608055,5.4204536435301796,3.7220608540556785,6.430590195741338,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,12,6,-18,158.0199177926792,338.1741819771855,5.823561094038896
PI,2016-02-01,5.200627780702105,5.3963833247879585,4.2301267429954414,6.7012612697542675,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,2,1,-17,181.38607681837934,339.40599461105853,5.827197015022046
PI,2016-04-01,5.202566017002681,5.465342839649002,3.952623605837216,6.559970042613808,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,4,2,-16,181.7379868290964,363.12406364747574,5.894744549007259
PI,2016-06-01,5.130535637209762,5.405461149555828,4.051298503680076,6.573098975481359,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,6,3,-15,169.10767415284423,350.8456609819406,5.860346414461899
PI,2016-08-01,5.131377001140799,5.426659744841112,3.953850430096436,6.500146866421984,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,8,4,-14,169.25001512221988,338.3576892750641,5.824103588221882
PI,2016-10-01,5.131171878706041,5.4393557431365736,4.15826986600027,6.5191047017822505,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,10,5,-13,169.215301707407,338.4653168296269,5.824421625742767
PI,2016-12-01,5.123451867532589,5.451885857673492,4.142242729020451,6.480723788828825,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,12,6,-12,167.91398723168712,337.1292889390941,5.820466503482326
PI,2017-02-01,5.2462275691223725,5.443273256728125,3.6283062195476847,6.532397522952541,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,2,1,-11,189.84872467638348,357.7627119080706,5.879869950741886
PI,2017-04-01,5.222057962751291,5.47764865460395,4.124250082699348,6.784907825464332,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,4,2,-10,185.31516361934058,375.16388829572406,5.927362965953496
PI,2017-06-01,5.220085786041599,5.5211286615705735,4.047449367987914,6.548661141698377,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,6,3,-9,184.95004952279862,370.2652131421392,5.914219541141433
PI,2017-08-01,5.180658566967645,5.535056074309473,3.910182482125931,6.54683054915052,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,8,4,-8,177.79986556330886,362.7499150861075,5.893713657680486
PI,2017-10-01,5.214449376613904,5.5372644518817475,3.8375371757071903,6.350660060457547,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,10,5,-7,183.91052765749228,361.71039322080117,5.8908438729129395
PI,2017-12-01,5.328283367271396,5.617980788743992,3.4945335446747627,6.506578561955431,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,12,6,-6,206.08389996806446,389.99442762555674,5.966132450882018
PI,2018-02-01,5.236430457532429,5.487262033892937,3.88238912360705,6.585648592532076,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,2,1,-5,187.99783701650915,394.0817369845736,5.976558342057839
PI,2018-04-01,5.361152217899329,5.585587374602969,4.272241337323939,6.83575920498383,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,4,2,-4,212.9701932021963,400.96803021870545,5.993881698987966
PI,2018-06-01,5.311018744101853,5.590096726752372,3.647358310269875,6.5989314716476075,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,6,3,-3,202.55647652902738,415.5266697312237,6.029546799314358
PI,2018-08-01,5.481797497789083,5.747593859938229,4.214812217615126,6.571954920207394,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,8,4,-2,240.27821900489593,442.8346955339233,6.093196552629225
PI,2018-10-01,5.425449641533113,5.75176529018823,3.990565669491703,6.404692608332679,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,10,5,-1,227.11344299680331,467.3916620016993,6.147167582839304
PI,2018-12-01,5.402519373500444,5.65403670000152,3.588028458265075,6.46332198008966,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2018,12,6,0,221.96492491260418,449.07836790940746,6.1071974112858705
PI,2019-02-01,5.322265113176899,5.603551995381414,3.5596239007181896,6.681078399892797,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,2,1,1,204.84735933336643,426.8122842459706,6.056344301220452
PI,2019-04-01,5.403334318124492,5.632548345304943,3.3018874863664553,6.57610079449012,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,4,2,2,222.14588776222442,426.99324709559085,6.056768198339146
PI,2019-06-01,5.1981290164097675,5.501548474673275,3.399046035681623,6.523706608921298,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,6,3,3,180.9334015664116,403.07928932863604,5.9991332903081265
PI,2019-08-01,5.377443092794479,5.67569430191669,3.930732536943478,6.50767246119987,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,8,4,4,216.4680784222442,397.40147998865575,5.9849470542895835
PI,2019-10-01,5.371412196883135,5.745422421941721,3.467349130403538,7.142674318793545,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,10,5,5,215.16651072781164,431.63458915005583,6.067579371855049
PI,2019-12-01,5.242530952267805,5.6671820826132775,3.5687723483499516,6.811653015231998,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,12,6,6,189.1482222232098,404.3147329510215,6.0021936166234475
PI,2020-02-01,5.369152221499787,5.708918861629704,3.4155178669622717,6.618680408822341,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,2,1,7,214.68078877680708,403.82901100001686,6.000991548270811
PI,2020-04-01,5.25311424741037,5.510872013388953,3.4990215278474386,6.519692576170796,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,4,2,8,191.16066403372412,405.8414528105312,6.005962573013833
PI,2020-06-01,5.1186641478776025,5.396182987761703,3.3848265081281745,6.579122123105081,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,6,3,9,167.11198355104085,358.27264758476497,5.881294281973978
PI,2020-08-01,5.277132432599098,5.571809296006832,3.6583484702903,6.667815357045484,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,8,4,10,195.80757809667097,362.9195616477118,5.894181216452445
PI,2020-10-01,5.424569073843477,5.706795476242083,4.045803435258057,6.704354267608839,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,10,5,11,226.91354226299887,422.72112035966984,6.046712671689243
PR,2015-02-01,6.262440124107561,6.250790159237598,1.3645353896405723,7.070013974826389,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,2,1,-23,524.4972182016263,,
PR,2015-04-01,6.301174136331701,6.682612649554247,0.7736839289234342,6.973243848986303,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,4,2,-22,545.2116873101503,1069.7089055117767,6.9751418395198135
PR,2015-06-01,6.347202087364118,6.666172337751212,2.7370985295707477,7.110476093344156,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,6,3,-21,570.8931631674177,1116.104850477568,7.017600090568871
PR,2015-08-01,6.305771446908716,6.537415180527631,2.9137905672558992,6.8676694882845,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,8,4,-20,547.7239652029949,1118.6171283704125,7.019848494598533
