period_date,analysis_period,treated_value,synthetic_value,gap,outcome,treated_state,omitted_donor
2016-11-01,pre,-23,-1675.0498235341813,1652.0498235341813,formal_hiring_balance,RR,SC
2016-12-01,pre,-490,-7184.284538431987,6694.284538431987,formal_hiring_balance,RR,SC
2017-01-01,pre,258,-33.44365065806404,291.44365065806403,formal_hiring_balance,RR,SC
2017-02-01,pre,164,851.0073780222889,-687.0073780222889,formal_hiring_balance,RR,SC
2017-03-01,pre,-86,-41.73564209667984,-44.26435790332016,formal_hiring_balance,RR,SC
2017-04-01,pre,244,477.1507323890084,-233.1507323890084,formal_hiring_balance,RR,SC
2017-05-01,pre,267,-640.9245413548219,907.9245413548219,formal_hiring_balance,RR,SC
2017-06-01,pre,23,247.41493072916353,-224.41493072916353,formal_hiring_balance,RR,SC
2017-07-01,pre,15,-822.3382956334577,837.3382956334577,formal_hiring_balance,RR,SC
2017-08-01,pre,415,-465.21252662501735,880.2125266250173,formal_hiring_balance,RR,SC
2017-09-01,pre,535,363.6127378901039,171.38726210989608,formal_hiring_balance,RR,SC
2017-10-01,pre,48,725.3648598494448,-677.3648598494448,formal_hiring_balance,RR,SC
2017-11-01,pre,143,-1368.819408333933,1511.819408333933,formal_hiring_balance,RR,SC
2017-12-01,pre,-229,-5524.546576550535,5295.546576550535,formal_hiring_balance,RR,SC
2018-01-01,pre,92,605.8158395781576,-513.8158395781576,formal_hiring_balance,RR,SC
2018-02-01,pre,-49,1990.9716686295212,-2039.9716686295212,formal_hiring_balance,RR,SC
2018-03-01,pre,-2,-278.1254953642578,276.1254953642578,formal_hiring_balance,RR,SC
2018-04-01,pre,109,1723.302713786429,-1614.302713786429,formal_hiring_balance,RR,SC
2018-05-01,pre,-358,708.6526211580035,-1066.6526211580035,formal_hiring_balance,RR,SC
2018-06-01,pre,-270,325.65718842249476,-595.6571884224948,formal_hiring_balance,RR,SC
2018-07-01,pre,-115,1117.2255401326265,-1232.2255401326265,formal_hiring_balance,RR,SC
2018-08-01,pre,135,1630.3193064704371,-1495.3193064704371,formal_hiring_balance,RR,SC
2018-09-01,pre,625,-277.864032109451,902.864032109451,formal_hiring_balance,RR,SC
2018-10-01,pre,145,883.7401188749496,-738.7401188749496,formal_hiring_balance,RR,SC
2018-11-01,pre,224,772.6861363725287,-548.6861363725287,formal_hiring_balance,RR,SC
2019-01-01,post,-300,3238.559194981793,-3538.559194981793,formal_hiring_balance,RR,SC
2019-02-01,post,-246,2398.2919493142904,-2644.2919493142904,formal_hiring_balance,RR,SC
2019-03-01,post,76,-420.357043293068,496.357043293068,formal_hiring_balance,RR,SC
2019-04-01,post,152,2362.499808500518,-2210.499808500518,formal_hiring_balance,RR,SC
2019-05-01,post,124,1793.7414132535334,-1669.7414132535334,formal_hiring_balance,RR,SC
2019-06-01,post,194,734.4517835571887,-540.4517835571887,formal_hiring_balance,RR,SC
2019-07-01,post,253,791.2226947219144,-538.2226947219144,formal_hiring_balance,RR,SC
2019-08-01,post,276,1721.6730124980872,-1445.6730124980872,formal_hiring_balance,RR,SC
2019-09-01,post,605,1718.9332078389302,-1113.9332078389302,formal_hiring_balance,RR,SC
2019-10-01,post,242,1263.0984221784815,-1021.0984221784815,formal_hiring_balance,RR,SC
2019-11-01,post,628,305.92336837749144,322.07663162250856,formal_hiring_balance,RR,SC
2019-12-01,post,-171,-5284.653381316234,5113.653381316234,formal_hiring_balance,RR,SC
2020-01-01,post,381,1283.9505139132248,-902.9505139132248,formal_hiring_balance,RR,SC
2020-02-01,post,757,4634.568999141438,-3877.5689991414383,formal_hiring_balance,RR,SC
2020-03-01,post,407,-1378.9608872849567,1785.9608872849567,formal_hiring_balance,RR,SC
2020-04-01,post,-1404,-8984.731897980906,7580.731897980906,formal_hiring_balance,RR,SC
2020-05-01,post,-440,-3369.4815087267652,2929.4815087267652,formal_hiring_balance,RR,SC
2020-06-01,post,-25,1102.966852950941,-1127.966852950941,formal_hiring_balance,RR,SC
2020-07-01,post,175,3282.34414393158,-3107.34414393158,formal_hiring_balance,RR,SC
2020-08-01,post,639,3481.9294578499102,-2842.9294578499102,formal_hiring_balance,RR,SC
2020-09-01,post,1181,4009.8502082078276,-2828.8502082078276,formal_hiring_balance,RR,SC
2020-10-01,post,632,5091.060115359045,-4459.060115359045,formal_hiring_balance,RR,SC
2020-11-01,post,1010,4810.562654704824,-3800.562654704824,formal_hiring_balance,RR,SC
2020-12-01,post,146,-4123.584398304541,4269.584398304541,formal_hiring_balance,RR,SC
