year,bimester,uf,annex_name,no_anexo,rows,status,error_message,downloaded_at
2021,3,41,annex01,RREO-Anexo 01,603,downloaded,,2026-05-28
2021,3,41,annex02,RREO-Anexo 02,1631,downloaded,,2026-05-28
2021,3,41,annex06,RREO-Anexo 06,214,downloaded,,2026-05-28
2021,3,42,annex01,RREO-Anexo 01,610,downloaded,,2026-05-28
2021,3,42,annex02,RREO-Anexo 02,1784,downloaded,,2026-05-28
2021,3,42,annex06,RREO-Anexo 06,182,downloaded,,2026-05-28
2021,3,43,annex01,RREO-Anexo 01,574,downloaded,,2026-05-28
2021,3,43,annex02,RREO-Anexo 02,1458,downloaded,,2026-05-28
2021,3,43,annex06,RREO-Anexo 06,204,downloaded,,2026-05-28
2021,3,50,annex01,RREO-Anexo 01,526,downloaded,,2026-05-28
2021,3,50,annex02,RREO-Anexo 02,1551,downloaded,,2026-05-28
2021,3,50,annex06,RREO-Anexo 06,209,downloaded,,2026-05-28
2021,3,51,annex01,RREO-Anexo 01,540,downloaded,,2026-05-28
2021,3,51,annex02,RREO-Anexo 02,1708,downloaded,,2026-05-28
2021,3,51,annex06,RREO-Anexo 06,221,downloaded,,2026-05-28
2021,3,52,annex01,RREO-Anexo 01,580,downloaded,,2026-05-28
2021,3,52,annex02,RREO-Anexo 02,1346,downloaded,,2026-05-28
2021,3,52,annex06,RREO-Anexo 06,204,downloaded,,2026-05-28
2021,3,53,annex01,RREO-Anexo 01,588,downloaded,,2026-05-28
2021,3,53,annex02,RREO-Anexo 02,1840,downloaded,,2026-05-28
2021,3,53,annex06,RREO-Anexo 06,183,downloaded,,2026-05-28
2021,4,11,annex01,RREO-Anexo 01,482,downloaded,,2026-05-28
2021,4,11,annex02,RREO-Anexo 02,1547,downloaded,,2026-05-28
2021,4,11,annex06,RREO-Anexo 06,171,downloaded,,2026-05-28
2021,4,12,annex01,RREO-Anexo 01,537,downloaded,,2026-05-28
2021,4,12,annex02,RREO-Anexo 02,1586,downloaded,,2026-05-28
2021,4,12,annex06,RREO-Anexo 06,199,downloaded,,2026-05-28
2021,4,13,annex01,RREO-Anexo 01,532,downloaded,,2026-05-28
2021,4,13,annex02,RREO-Anexo 02,1813,downloaded,,2026-05-28
2021,4,13,annex06,RREO-Anexo 06,171,downloaded,,2026-05-28
2021,4,14,annex01,RREO-Anexo 01,449,downloaded,,2026-05-28
2021,4,14,annex02,RREO-Anexo 02,1401,downloaded,,2026-05-28
2021,4,14,annex06,RREO-Anexo 06,198,downloaded,,2026-05-28
2021,4,15,annex01,RREO-Anexo 01,523,downloaded,,2026-05-28
2021,4,15,annex02,RREO-Anexo 02,1984,downloaded,,2026-05-28
2021,4,15,annex06,RREO-Anexo 06,211,downloaded,,2026-05-28
2021,4,16,annex01,RREO-Anexo 01,448,downloaded,,2026-05-28
2021,4,16,annex02,RREO-Anexo 02,1294,downloaded,,2026-05-28
2021,4,16,annex06,RREO-Anexo 06,193,downloaded,,2026-05-28
2021,4,17,annex01,RREO-Anexo 01,524,downloaded,,2026-05-28
2021,4,17,annex02,RREO-Anexo 02,1586,downloaded,,2026-05-28
2021,4,17,annex06,RREO-Anexo 06,175,downloaded,,2026-05-28
2021,4,21,annex01,RREO-Anexo 01,482,downloaded,,2026-05-28
2021,4,21,annex02,RREO-Anexo 02,1674,downloaded,,2026-05-28
2021,4,21,annex06,RREO-Anexo 06,184,downloaded,,2026-05-28
2021,4,22,annex01,RREO-Anexo 01,491,downloaded,,2026-05-28
2021,4,22,annex02,RREO-Anexo 02,1325,downloaded,,2026-05-28
2021,4,22,annex06,RREO-Anexo 06,187,downloaded,,2026-05-28
2021,4,23,annex01,RREO-Anexo 01,564,downloaded,,2026-05-28
2021,4,23,annex02,RREO-Anexo 02,2139,downloaded,,2026-05-28
2021,4,23,annex06,RREO-Anexo 06,180,downloaded,,2026-05-28
2021,4,24,annex01,RREO-Anexo 01,505,downloaded,,2026-05-28
2021,4,24,annex02,RREO-Anexo 02,1483,downloaded,,2026-05-28
2021,4,24,annex06,RREO-Anexo 06,173,downloaded,,2026-05-28
2021,4,25,annex01,RREO-Anexo 01,564,downloaded,,2026-05-28
2021,4,25,annex02,RREO-Anexo 02,1911,downloaded,,2026-05-28
2021,4,25,annex06,RREO-Anexo 06,206,downloaded,,2026-05-28
2021,4,26,annex01,RREO-Anexo 01,646,downloaded,,2026-05-28
2021,4,26,annex02,RREO-Anexo 02,1800,downloaded,,2026-05-28
2021,4,26,annex06,RREO-Anexo 06,161,downloaded,,2026-05-28
2021,4,27,annex01,RREO-Anexo 01,536,downloaded,,2026-05-28
2021,4,27,annex02,RREO-Anexo 02,1645,downloaded,,2026-05-28
2021,4,27,annex06,RREO-Anexo 06,166,downloaded,,2026-05-28
2021,4,28,annex01,RREO-Anexo 01,508,downloaded,,2026-05-28
2021,4,28,annex02,RREO-Anexo 02,1701,downloaded,,2026-05-28
2021,4,28,annex06,RREO-Anexo 06,162,downloaded,,2026-05-28
2021,4,29,annex01,RREO-Anexo 01,567,downloaded,,2026-05-28
2021,4,29,annex02,RREO-Anexo 02,2169,downloaded,,2026-05-28
2021,4,29,annex06,RREO-Anexo 06,190,downloaded,,2026-05-28
2021,4,31,annex01,RREO-Anexo 01,665,downloaded,,2026-05-28
2021,4,31,annex02,RREO-Anexo 02,2245,downloaded,,2026-05-28
2021,4,31,annex06,RREO-Anexo 06,198,downloaded,,2026-05-28
2021,4,32,annex01,RREO-Anexo 01,559,downloaded,,2026-05-28
2021,4,32,annex02,RREO-Anexo 02,1945,downloaded,,2026-05-28
2021,4,32,annex06,RREO-Anexo 06,176,downloaded,,2026-05-28
2021,4,33,annex01,RREO-Anexo 01,644,downloaded,,2026-05-28
2021,4,33,annex02,RREO-Anexo 02,1847,downloaded,,2026-05-28
2021,4,33,annex06,RREO-Anexo 06,175,downloaded,,2026-05-28
2021,4,35,annex01,RREO-Anexo 01,704,downloaded,,2026-05-28
2021,4,35,annex02,RREO-Anexo 02,2067,downloaded,,2026-05-28
2021,4,35,annex06,RREO-Anexo 06,214,downloaded,,2026-05-28
2021,4,41,annex01,RREO-Anexo 01,623,downloaded,,2026-05-28
2021,4,41,annex02,RREO-Anexo 02,1659,downloaded,,2026-05-28
2021,4,41,annex06,RREO-Anexo 06,214,downloaded,,2026-05-28
2021,4,42,annex01,RREO-Anexo 01,627,downloaded,,2026-05-28
2021,4,42,annex02,RREO-Anexo 02,1809,downloaded,,2026-05-28
2021,4,42,annex06,RREO-Anexo 06,180,downloaded,,2026-05-28
2021,4,43,annex01,RREO-Anexo 01,568,downloaded,,2026-05-28
2021,4,43,annex02,RREO-Anexo 02,1454,downloaded,,2026-05-28
2021,4,43,annex06,RREO-Anexo 06,183,downloaded,,2026-05-28
2021,4,50,annex01,RREO-Anexo 01,540,downloaded,,2026-05-28
2021,4,50,annex02,RREO-Anexo 02,1549,downloaded,,2026-05-28
2021,4,50,annex06,RREO-Anexo 06,210,downloaded,,2026-05-28
2021,4,51,annex01,RREO-Anexo 01,616,downloaded,,2026-05-28
2021,4,51,annex02,RREO-Anexo 02,1746,downloaded,,2026-05-28
2021,4,51,annex06,RREO-Anexo 06,211,downloaded,,2026-05-28
2021,4,52,annex01,RREO-Anexo 01,575,downloaded,,2026-05-28
2021,4,52,annex02,RREO-Anexo 02,1360,downloaded,,2026-05-28
2021,4,52,annex06,RREO-Anexo 06,171,downloaded,,2026-05-28
2021,4,53,annex01,RREO-Anexo 01,583,downloaded,,2026-05-28
2021,4,53,annex02,RREO-Anexo 02,1832,downloaded,,2026-05-28
2021,4,53,annex06,RREO-Anexo 06,185,downloaded,,2026-05-28
2021,5,11,annex01,RREO-Anexo 01,501,downloaded,,2026-05-28
2021,5,11,annex02,RREO-Anexo 02,1553,downloaded,,2026-05-28
2021,5,11,annex06,RREO-Anexo 06,171,downloaded,,2026-05-28
2021,5,12,annex01,RREO-Anexo 01,552,downloaded,,2026-05-28
2021,5,12,annex02,RREO-Anexo 02,1589,downloaded,,2026-05-28
2021,5,12,annex06,RREO-Anexo 06,200,downloaded,,2026-05-28
2021,5,13,annex01,RREO-Anexo 01,531,downloaded,,2026-05-28
2021,5,13,annex02,RREO-Anexo 02,1823,downloaded,,2026-05-28
2021,5,13,annex06,RREO-Anexo 06,171,downloaded,,2026-05-28
2021,5,14,annex01,RREO-Anexo 01,447,downloaded,,2026-05-28
2021,5,14,annex02,RREO-Anexo 02,1428,downloaded,,2026-05-28
2021,5,14,annex06,RREO-Anexo 06,170,downloaded,,2026-05-28
2021,5,15,annex01,RREO-Anexo 01,523,downloaded,,2026-05-28
2021,5,15,annex02,RREO-Anexo 02,1985,downloaded,,2026-05-28
2021,5,15,annex06,RREO-Anexo 06,211,downloaded,,2026-05-28
2021,5,16,annex01,RREO-Anexo 01,449,downloaded,,2026-05-28
2021,5,16,annex02,RREO-Anexo 02,1237,downloaded,,2026-05-28
2021,5,16,annex06,RREO-Anexo 06,193,downloaded,,2026-05-28
2021,5,17,annex01,RREO-Anexo 01,530,downloaded,,2026-05-28
2021,5,17,annex02,RREO-Anexo 02,1625,downloaded,,2026-05-28
2021,5,17,annex06,RREO-Anexo 06,177,downloaded,,2026-05-28
2021,5,21,annex01,RREO-Anexo 01,485,downloaded,,2026-05-28
2021,5,21,annex02,RREO-Anexo 02,1701,downloaded,,2026-05-28
2021,5,21,annex06,RREO-Anexo 06,183,downloaded,,2026-05-28
2021,5,22,annex01,RREO-Anexo 01,493,downloaded,,2026-05-28
2021,5,22,annex02,RREO-Anexo 02,1319,downloaded,,2026-05-28
2021,5,22,annex06,RREO-Anexo 06,175,downloaded,,2026-05-28
2021,5,23,annex01,RREO-Anexo 01,569,downloaded,,2026-05-28
2021,5,23,annex02,RREO-Anexo 02,2148,downloaded,,2026-05-28
2021,5,23,annex06,RREO-Anexo 06,180,downloaded,,2026-05-28
2021,5,24,annex01,RREO-Anexo 01,512,downloaded,,2026-05-28
2021,5,24,annex02,RREO-Anexo 02,1498,downloaded,,2026-05-28
2021,5,24,annex06,RREO-Anexo 06,173,downloaded,,2026-05-28
2021,5,25,annex01,RREO-Anexo 01,575,downloaded,,2026-05-28
2021,5,25,annex02,RREO-Anexo 02,1926,downloaded,,2026-05-28
2021,5,25,annex06,RREO-Anexo 06,206,downloaded,,2026-05-28
2021,5,26,annex01,RREO-Anexo 01,661,downloaded,,2026-05-28
2021,5,26,annex02,RREO-Anexo 02,1813,downloaded,,2026-05-28
2021,5,26,annex06,RREO-Anexo 06,163,downloaded,,2026-05-28
2021,5,27,annex01,RREO-Anexo 01,528,downloaded,,2026-05-28
2021,5,27,annex02,RREO-Anexo 02,1655,downloaded,,2026-05-28
2021,5,27,annex06,RREO-Anexo 06,166,downloaded,,2026-05-28
2021,5,28,annex01,RREO-Anexo 01,507,downloaded,,2026-05-28
2021,5,28,annex02,RREO-Anexo 02,1711,downloaded,,2026-05-28
2021,5,28,annex06,RREO-Anexo 06,165,downloaded,,2026-05-28
2021,5,29,annex01,RREO-Anexo 01,579,downloaded,,2026-05-28
2021,5,29,annex02,RREO-Anexo 02,2184,downloaded,,2026-05-28
2021,5,29,annex06,RREO-Anexo 06,190,downloaded,,2026-05-28
2021,5,31,annex01,RREO-Anexo 01,665,downloaded,,2026-05-28
2021,5,31,annex02,RREO-Anexo 02,2244,downloaded,,2026-05-28
2021,5,31,annex06,RREO-Anexo 06,200,downloaded,,2026-05-28
2021,5,32,annex01,RREO-Anexo 01,558,downloaded,,2026-05-28
2021,5,32,annex02,RREO-Anexo 02,1965,downloaded,,2026-05-28
2021,5,32,annex06,RREO-Anexo 06,177,downloaded,,2026-05-28
2021,5,33,annex01,RREO-Anexo 01,649,downloaded,,2026-05-28
2021,5,33,annex02,RREO-Anexo 02,1870,downloaded,,2026-05-28
2021,5,33,annex06,RREO-Anexo 06,177,downloaded,,2026-05-28
2021,5,35,annex01,RREO-Anexo 01,712,downloaded,,2026-05-28
2021,5,35,annex02,RREO-Anexo 02,2074,downloaded,,2026-05-28
2021,5,35,annex06,RREO-Anexo 06,181,downloaded,,2026-05-28
2021,5,41,annex01,RREO-Anexo 01,617,downloaded,,2026-05-28
2021,5,41,annex02,RREO-Anexo 02,1676,downloaded,,2026-05-28
2021,5,41,annex06,RREO-Anexo 06,214,downloaded,,2026-05-28
2021,5,42,annex01,RREO-Anexo 01,619,downloaded,,2026-05-28
2021,5,42,annex02,RREO-Anexo 02,1801,downloaded,,2026-05-28
2021,5,42,annex06,RREO-Anexo 06,180,downloaded,,2026-05-28
2021,5,43,annex01,RREO-Anexo 01,574,downloaded,,2026-05-28
2021,5,43,annex02,RREO-Anexo 02,1478,downloaded,,2026-05-28
2021,5,43,annex06,RREO-Anexo 06,184,downloaded,,2026-05-28
2021,5,50,annex01,RREO-Anexo 01,539,downloaded,,2026-05-28
2021,5,50,annex02,RREO-Anexo 02,1549,downloaded,,2026-05-28
2021,5,50,annex06,RREO-Anexo 06,213,downloaded,,2026-05-28
2021,5,51,annex01,RREO-Anexo 01,541,downloaded,,2026-05-28
2021,5,51,annex02,RREO-Anexo 02,1765,downloaded,,2026-05-28
2021,5,51,annex06,RREO-Anexo 06,179,downloaded,,2026-05-28
2021,5,52,annex01,RREO-Anexo 01,581,downloaded,,2026-05-28
2021,5,52,annex02,RREO-Anexo 02,1371,downloaded,,2026-05-28
2021,5,52,annex06,RREO-Anexo 06,203,downloaded,,2026-05-28
2021,5,53,annex01,RREO-Anexo 01,581,downloaded,,2026-05-28
2021,5,53,annex02,RREO-Anexo 02,1858,downloaded,,2026-05-28
2021,5,53,annex06,RREO-Anexo 06,186,downloaded,,2026-05-28
2021,6,11,annex01,RREO-Anexo 01,514,downloaded,,2026-05-28
2021,6,11,annex02,RREO-Anexo 02,1661,downloaded,,2026-05-28
2021,6,11,annex06,RREO-Anexo 06,169,downloaded,,2026-05-28
2021,6,12,annex01,RREO-Anexo 01,562,downloaded,,2026-05-28
2021,6,12,annex02,RREO-Anexo 02,1693,downloaded,,2026-05-28
2021,6,12,annex06,RREO-Anexo 06,209,downloaded,,2026-05-28
2021,6,13,annex01,RREO-Anexo 01,565,downloaded,,2026-05-28
2021,6,13,annex02,RREO-Anexo 02,1995,downloaded,,2026-05-28
2021,6,13,annex06,RREO-Anexo 06,172,downloaded,,2026-05-28
2021,6,14,annex01,RREO-Anexo 01,472,downloaded,,2026-05-28
2021,6,14,annex02,RREO-Anexo 02,1563,downloaded,,2026-05-28
2021,6,14,annex06,RREO-Anexo 06,211,downloaded,,2026-05-28
2021,6,15,annex01,RREO-Anexo 01,539,downloaded,,2026-05-28
2021,6,15,annex02,RREO-Anexo 02,2116,downloaded,,2026-05-28
2021,6,15,annex06,RREO-Anexo 06,219,downloaded,,2026-05-28
2021,6,16,annex01,RREO-Anexo 01,476,downloaded,,2026-05-28
2021,6,16,annex02,RREO-Anexo 02,1435,downloaded,,2026-05-28
2021,6,16,annex06,RREO-Anexo 06,209,downloaded,,2026-05-28
2021,6,17,annex01,RREO-Anexo 01,539,downloaded,,2026-05-28
2021,6,17,annex02,RREO-Anexo 02,1728,downloaded,,2026-05-28
2021,6,17,annex06,RREO-Anexo 06,177,downloaded,,2026-05-28
2021,6,21,annex01,RREO-Anexo 01,500,downloaded,,2026-05-28
2021,6,21,annex02,RREO-Anexo 02,1809,downloaded,,2026-05-28
2021,6,21,annex06,RREO-Anexo 06,201,downloaded,,2026-05-28
2021,6,22,annex01,RREO-Anexo 01,504,downloaded,,2026-05-28
2021,6,22,annex02,RREO-Anexo 02,1421,downloaded,,2026-05-28
2021,6,22,annex06,RREO-Anexo 06,175,downloaded,,2026-05-28
2021,6,23,annex01,RREO-Anexo 01,589,downloaded,,2026-05-28
2021,6,23,annex02,RREO-Anexo 02,2321,downloaded,,2026-05-28
2021,6,23,annex06,RREO-Anexo 06,183,downloaded,,2026-05-28
2021,6,24,annex01,RREO-Anexo 01,541,downloaded,,2026-05-28
2021,6,24,annex02,RREO-Anexo 02,1636,downloaded,,2026-05-28
2021,6,24,annex06,RREO-Anexo 06,175,downloaded,,2026-05-28
2021,6,25,annex01,RREO-Anexo 01,601,downloaded,,2026-05-28
2021,6,25,annex02,RREO-Anexo 02,2090,downloaded,,2026-05-28
2021,6,25,annex06,RREO-Anexo 06,216,downloaded,,2026-05-28
2021,6,26,annex01,RREO-Anexo 01,673,downloaded,,2026-05-28
2021,6,26,annex02,RREO-Anexo 02,1854,downloaded,,2026-05-28
2021,6,26,annex06,RREO-Anexo 06,161,downloaded,,2026-05-28
2021,6,27,annex01,RREO-Anexo 01,550,downloaded,,2026-05-28
2021,6,27,annex02,RREO-Anexo 02,1767,downloaded,,2026-05-28
2021,6,27,annex06,RREO-Anexo 06,166,downloaded,,2026-05-28
2021,6,28,annex01,RREO-Anexo 01,525,downloaded,,2026-05-28
2021,6,28,annex02,RREO-Anexo 02,1794,downloaded,,2026-05-28
2021,6,28,annex06,RREO-Anexo 06,167,downloaded,,2026-05-28
2021,6,29,annex01,RREO-Anexo 01,611,downloaded,,2026-05-28
2021,6,29,annex02,RREO-Anexo 02,2337,downloaded,,2026-05-28
2021,6,29,annex06,RREO-Anexo 06,189,downloaded,,2026-05-28
2021,6,31,annex01,RREO-Anexo 01,689,downloaded,,2026-05-28
2021,6,31,annex02,RREO-Anexo 02,2392,downloaded,,2026-05-28
2021,6,31,annex06,RREO-Anexo 06,200,downloaded,,2026-05-28
2021,6,32,annex01,RREO-Anexo 01,578,downloaded,,2026-05-28
2021,6,32,annex02,RREO-Anexo 02,2184,downloaded,,2026-05-28
2021,6,32,annex06,RREO-Anexo 06,177,downloaded,,2026-05-28
2021,6,33,annex01,RREO-Anexo 01,673,downloaded,,2026-05-28
2021,6,33,annex02,RREO-Anexo 02,1988,downloaded,,2026-05-28
2021,6,33,annex06,RREO-Anexo 06,218,downloaded,,2026-05-28
2021,6,35,annex01,RREO-Anexo 01,726,downloaded,,2026-05-28
2021,6,35,annex02,RREO-Anexo 02,2204,downloaded,,2026-05-28
2021,6,35,annex06,RREO-Anexo 06,225,downloaded,,2026-05-28
2021,6,41,annex01,RREO-Anexo 01,653,downloaded,,2026-05-28
2021,6,41,annex02,RREO-Anexo 02,1827,downloaded,,2026-05-28
2021,6,41,annex06,RREO-Anexo 06,229,downloaded,,2026-05-28
2021,6,42,annex01,RREO-Anexo 01,649,downloaded,,2026-05-28
2021,6,42,annex02,RREO-Anexo 02,1952,downloaded,,2026-05-28
2021,6,42,annex06,RREO-Anexo 06,182,downloaded,,2026-05-28
2021,6,43,annex01,RREO-Anexo 01,605,downloaded,,2026-05-28
2021,6,43,annex02,RREO-Anexo 02,1643,downloaded,,2026-05-28
2021,6,43,annex06,RREO-Anexo 06,224,downloaded,,2026-05-28
2021,6,50,annex01,RREO-Anexo 01,548,downloaded,,2026-05-28
2021,6,50,annex02,RREO-Anexo 02,1634,downloaded,,2026-05-28
2021,6,50,annex06,RREO-Anexo 06,225,downloaded,,2026-05-28
2021,6,51,annex01,RREO-Anexo 01,576,downloaded,,2026-05-28
2021,6,51,annex02,RREO-Anexo 02,1934,downloaded,,2026-05-28
2021,6,51,annex06,RREO-Anexo 06,181,downloaded,,2026-05-28
2021,6,52,annex01,RREO-Anexo 01,627,downloaded,,2026-05-28
2021,6,52,annex02,RREO-Anexo 02,1488,downloaded,,2026-05-28
2021,6,52,annex06,RREO-Anexo 06,215,downloaded,,2026-05-28
2021,6,53,annex01,RREO-Anexo 01,609,downloaded,,2026-05-28
2021,6,53,annex02,RREO-Anexo 02,2043,downloaded,,2026-05-28
2021,6,53,annex06,RREO-Anexo 06,185,downloaded,,2026-05-28
2022,1,11,annex01,RREO-Anexo 01,500,downloaded,,2026-05-28
2022,1,11,annex02,RREO-Anexo 02,1528,downloaded,,2026-05-28
2022,1,11,annex06,RREO-Anexo 06,161,downloaded,,2026-05-28
2022,1,12,annex01,RREO-Anexo 01,549,downloaded,,2026-05-28
2022,1,12,annex02,RREO-Anexo 02,1620,downloaded,,2026-05-28
2022,1,12,annex06,RREO-Anexo 06,169,downloaded,,2026-05-28
2022,1,13,annex01,RREO-Anexo 01,517,downloaded,,2026-05-28
2022,1,13,annex02,RREO-Anexo 02,1790,downloaded,,2026-05-28
2022,1,13,annex06,RREO-Anexo 06,168,downloaded,,2026-05-28
2022,1,14,annex01,RREO-Anexo 01,439,downloaded,,2026-05-28
2022,1,14,annex02,RREO-Anexo 02,1322,downloaded,,2026-05-28
2022,1,14,annex06,RREO-Anexo 06,165,downloaded,,2026-05-28
2022,1,15,annex01,RREO-Anexo 01,524,downloaded,,2026-05-28
2022,1,15,annex02,RREO-Anexo 02,1983,downloaded,,2026-05-28
2022,1,15,annex06,RREO-Anexo 06,176,downloaded,,2026-05-28
2022,1,16,annex01,RREO-Anexo 01,455,downloaded,,2026-05-28
2022,1,16,annex02,RREO-Anexo 02,1203,downloaded,,2026-05-28
2022,1,16,annex06,RREO-Anexo 06,162,downloaded,,2026-05-28
2022,1,17,annex01,RREO-Anexo 01,536,downloaded,,2026-05-28
2022,1,17,annex02,RREO-Anexo 02,1518,downloaded,,2026-05-28
2022,1,17,annex06,RREO-Anexo 06,167,downloaded,,2026-05-28
2022,1,21,annex01,RREO-Anexo 01,437,downloaded,,2026-05-28
2022,1,21,annex02,RREO-Anexo 02,1616,downloaded,,2026-05-28
2022,1,21,annex06,RREO-Anexo 06,162,downloaded,,2026-05-28
2022,1,22,annex01,RREO-Anexo 01,463,downloaded,,2026-05-28
2022,1,22,annex02,RREO-Anexo 02,1286,downloaded,,2026-05-28
2022,1,22,annex06,RREO-Anexo 06,172,downloaded,,2026-05-28
2022,1,23,annex01,RREO-Anexo 01,542,downloaded,,2026-05-28
2022,1,23,annex02,RREO-Anexo 02,2039,downloaded,,2026-05-28
2022,1,23,annex06,RREO-Anexo 06,164,downloaded,,2026-05-28
2022,1,24,annex01,RREO-Anexo 01,489,downloaded,,2026-05-28
2022,1,24,annex02,RREO-Anexo 02,1365,downloaded,,2026-05-28
2022,1,24,annex06,RREO-Anexo 06,166,downloaded,,2026-05-28
2022,1,25,annex01,RREO-Anexo 01,543,downloaded,,2026-05-28
2022,1,25,annex02,RREO-Anexo 02,1803,downloaded,,2026-05-28
2022,1,25,annex06,RREO-Anexo 06,169,downloaded,,2026-05-28
2022,1,26,annex01,RREO-Anexo 01,631,downloaded,,2026-05-28
2022,1,26,annex02,RREO-Anexo 02,1799,downloaded,,2026-05-28
2022,1,26,annex06,RREO-Anexo 06,169,downloaded,,2026-05-28
2022,1,27,annex01,RREO-Anexo 01,510,downloaded,,2026-05-28
2022,1,27,annex02,RREO-Anexo 02,1511,downloaded,,2026-05-28
2022,1,27,annex06,RREO-Anexo 06,157,downloaded,,2026-05-28
2022,1,28,annex01,RREO-Anexo 01,502,downloaded,,2026-05-28
2022,1,28,annex02,RREO-Anexo 02,1676,downloaded,,2026-05-28
2022,1,28,annex06,RREO-Anexo 06,172,downloaded,,2026-05-28
2022,1,29,annex01,RREO-Anexo 01,549,downloaded,,2026-05-28
2022,1,29,annex02,RREO-Anexo 02,2108,downloaded,,2026-05-28
2022,1,29,annex06,RREO-Anexo 06,182,downloaded,,2026-05-28
2022,1,31,annex01,RREO-Anexo 01,646,downloaded,,2026-05-28
2022,1,31,annex02,RREO-Anexo 02,2184,downloaded,,2026-05-28
2022,1,31,annex06,RREO-Anexo 06,193,downloaded,,2026-05-28
2022,1,32,annex01,RREO-Anexo 01,536,downloaded,,2026-05-28
2022,1,32,annex02,RREO-Anexo 02,1900,downloaded,,2026-05-28
2022,1,32,annex06,RREO-Anexo 06,172,downloaded,,2026-05-28
2022,1,33,annex01,RREO-Anexo 01,620,downloaded,,2026-05-28
2022,1,33,annex02,RREO-Anexo 02,1863,downloaded,,2026-05-28
2022,1,33,annex06,RREO-Anexo 06,169,downloaded,,2026-05-28
2022,1,35,annex01,RREO-Anexo 01,693,downloaded,,2026-05-28
2022,1,35,annex02,RREO-Anexo 02,2039,downloaded,,2026-05-28
2022,1,35,annex06,RREO-Anexo 06,172,downloaded,,2026-05-28
2022,1,41,annex01,RREO-Anexo 01,603,downloaded,,2026-05-28
2022,1,41,annex02,RREO-Anexo 02,1604,downloaded,,2026-05-28
2022,1,41,annex06,RREO-Anexo 06,182,downloaded,,2026-05-28
2022,1,42,annex01,RREO-Anexo 01,579,downloaded,,2026-05-28
2022,1,42,annex02,RREO-Anexo 02,1750,downloaded,,2026-05-28
2022,1,42,annex06,RREO-Anexo 06,193,downloaded,,2026-05-28
2022,1,43,annex01,RREO-Anexo 01,570,downloaded,,2026-05-28
2022,1,43,annex02,RREO-Anexo 02,1455,downloaded,,2026-05-28
2022,1,43,annex06,RREO-Anexo 06,174,downloaded,,2026-05-28
2022,1,50,annex01,RREO-Anexo 01,543,downloaded,,2026-05-28
2022,1,50,annex02,RREO-Anexo 02,1525,downloaded,,2026-05-28
2022,1,50,annex06,RREO-Anexo 06,180,downloaded,,2026-05-28
2022,1,51,annex01,RREO-Anexo 01,525,downloaded,,2026-05-28
2022,1,51,annex02,RREO-Anexo 02,1640,downloaded,,2026-05-28
2022,1,51,annex06,RREO-Anexo 06,218,downloaded,,2026-05-28
2022,1,52,annex01,RREO-Anexo 01,553,downloaded,,2026-05-28
2022,1,52,annex02,RREO-Anexo 02,1356,downloaded,,2026-05-28
2022,1,52,annex06,RREO-Anexo 06,175,downloaded,,2026-05-28
2022,1,53,annex01,RREO-Anexo 01,562,downloaded,,2026-05-28
2022,1,53,annex02,RREO-Anexo 02,1778,downloaded,,2026-05-28
2022,1,53,annex06,RREO-Anexo 06,182,downloaded,,2026-05-28
2022,2,11,annex01,RREO-Anexo 01,507,downloaded,,2026-05-28
2022,2,11,annex02,RREO-Anexo 02,1589,downloaded,,2026-05-28
2022,2,11,annex06,RREO-Anexo 06,162,downloaded,,2026-05-28
2022,2,12,annex01,RREO-Anexo 01,561,downloaded,,2026-05-28
2022,2,12,annex02,RREO-Anexo 02,1688,downloaded,,2026-05-28
2022,2,12,annex06,RREO-Anexo 06,170,downloaded,,2026-05-28
2022,2,13,annex01,RREO-Anexo 01,527,downloaded,,2026-05-28
2022,2,13,annex02,RREO-Anexo 02,1821,downloaded,,2026-05-28
2022,2,13,annex06,RREO-Anexo 06,168,downloaded,,2026-05-28
2022,2,14,annex01,RREO-Anexo 01,448,downloaded,,2026-05-28
2022,2,14,annex02,RREO-Anexo 02,1405,downloaded,,2026-05-28
2022,2,14,annex06,RREO-Anexo 06,164,downloaded,,2026-05-28
2022,2,15,annex01,RREO-Anexo 01,522,downloaded,,2026-05-28
2022,2,15,annex02,RREO-Anexo 02,2004,downloaded,,2026-05-28
2022,2,15,annex06,RREO-Anexo 06,176,downloaded,,2026-05-28
2022,2,16,annex01,RREO-Anexo 01,465,downloaded,,2026-05-28
2022,2,16,annex02,RREO-Anexo 02,1272,downloaded,,2026-05-28
2022,2,16,annex06,RREO-Anexo 06,165,downloaded,,2026-05-28
2022,2,17,annex01,RREO-Anexo 01,557,downloaded,,2026-05-28
2022,2,17,annex02,RREO-Anexo 02,1603,downloaded,,2026-05-28
2022,2,17,annex06,RREO-Anexo 06,174,downloaded,,2026-05-28
2022,2,21,annex01,RREO-Anexo 01,470,downloaded,,2026-05-28
2022,2,21,annex02,RREO-Anexo 02,1694,downloaded,,2026-05-28
2022,2,21,annex06,RREO-Anexo 06,172,downloaded,,2026-05-28
2022,2,22,annex01,RREO-Anexo 01,469,downloaded,,2026-05-28
2022,2,22,annex02,RREO-Anexo 02,1348,downloaded,,2026-05-28
2022,2,22,annex06,RREO-Anexo 06,172,downloaded,,2026-05-28
2022,2,23,annex01,RREO-Anexo 01,549,downloaded,,2026-05-28
2022,2,23,annex02,RREO-Anexo 02,2139,downloaded,,2026-05-28
