competencia,period_date,year,month,state_abbrev,state_name,macroregion,fpe,fpm,fpm_capitais,ipi_exp,iof_est,iof_mun,fex_est,fex_mun,itr,lc87_est,lc87_mun,lc176_est,lc176_mun,cide_est,cide_mun,tcp
199102,1991-02-01,1991,2,SE,Sergipe,Northeast,2710619895.95,981900550.94,173532055.31,29036799.02,0,0,,,268067.18,,,,,,,
199102,1991-02-01,1991,2,SP,Sao Paulo,Southeast,652328326.71,9294375943.51,185923194.95,2749853118.71,0,0,,,3422365.31,,,,,,,
199102,1991-02-01,1991,2,TO,Tocantins,North,2831104937.91,0,309876666.61,0,0,0,,,22629669.07,,,,,,,
199103,1991-03-01,1991,3,AC,Acre,North,2673146388.93,458128063.11,267253690.22,1948706.12,0,0,,,2710369.44,,,,,,,
199103,1991-03-01,1991,3,AL,Alagoas,Northeast,3250674157.42,1867857005.08,296947611.36,215541692.54,0,0,,,200611.5,,,,,,,
199103,1991-03-01,1991,3,AM,Amazonas,North,2180399790.6,1104154217.09,200440267.66,174162958.06,592869.06,1383361.13,,,4128862.93,,,,,,,
199103,1991-03-01,1991,3,AP,Amapa,North,2666113849.47,338585292.6,237559769.09,5640042.13,4341853.06,10130990.45,,,231440.08,,,,,,,
199103,1991-03-01,1991,3,BA,Bahia,Northeast,7342127477.25,7542553312.19,593903622.68,883309788.98,3873534.3,9038246.69,,,12543389.31,,,,,,,
199103,1991-03-01,1991,3,CE,Ceara,Northeast,5733004308.95,4394856561.04,927970735.46,181716803.61,4745628,11073132,,,15531713.15,,,,,,,
199103,1991-03-01,1991,3,DF,Distrito Federal,Center-West,539317637.43,185597507.09,185597507.09,3050896.56,0,0,,,1287140.13,,,,,,,
199103,1991-03-01,1991,3,ES,Espirito Santo,Southeast,1172089910.38,1508412551.48,148478005.67,885032713.06,0,0,,,1505205.05,,,,,,,
199103,1991-03-01,1991,3,GO,Goias,Center-West,2221579216.12,3042008237.55,267253690.22,117670353.5,4223009.5,9853688.81,,,59169683.19,,,,,,,
199103,1991-03-01,1991,3,MA,Maranhao,Northeast,5640252927.39,3484598357.01,463981167.75,388266793.04,549441.72,1282030.67,,,24756570.12,,,,,,,
199103,1991-03-01,1991,3,MG,Minas Gerais,Southeast,3480716337.18,11071866419.53,445425617.03,2980891274.51,15195078.25,35455182.53,,,146759265.13,,,,,,,
199103,1991-03-01,1991,3,MS,Mato Grosso do Sul,Center-West,1040815840.37,1265059824.03,148478005.67,105337677.36,0,0,,,44067707.31,,,,,,,
199103,1991-03-01,1991,3,MT,Mato Grosso,Center-West,1803377536.11,1553410896.46,178171926.81,58228387.51,29703752.56,69308755.68,,,73945982.81,,,,,,,
199103,1991-03-01,1991,3,PA,Para,North,4775875688.15,3028194642.07,415731695.88,627472180.55,17211446.14,40160040.89,,,1796896.08,,,,,,,
199103,1991-03-01,1991,3,PB,Paraiba,Northeast,3742014247.87,2758537546.76,371186614.2,54609194.87,42550.82,99285.26,,,822536.01,,,,,,,
199103,1991-03-01,1991,3,PE,Pernambuco,Northeast,5391769866.37,4350602791.62,593903622.68,404431585,0,0,,,3593182.46,,,,,,,
199103,1991-03-01,1991,3,PI,Piaui,Northeast,3376712892.47,2114094621.56,371186614.2,33116314.08,0,0,,,15642300.71,,,,,,,
199103,1991-03-01,1991,3,PR,Parana,South,2252913086.4,5713410127.01,259828109.95,1404880338.09,1416945.74,3306206.77,,,5040692.32,,,,,,,
199103,1991-03-01,1991,3,RJ,Rio de Janeiro,Southeast,1193734504.06,2537235770.88,259828109.95,1159182380.83,111578.69,260350.31,,,11106179.45,,,,,,,
199103,1991-03-01,1991,3,RN,Rio Grande do Norte,Northeast,3264582957.7,2082365551.18,267253690.22,59390363.44,71547.77,166944.8,,,221891.71,,,,,,,
199103,1991-03-01,1991,3,RO,Rondonia,North,2200090901.1,719877751.29,178171926.81,8718994.46,8181117.16,19089273.38,,,3666446.21,,,,,,,
199103,1991-03-01,1991,3,RR,Roraima,North,1938402293.77,239933938.77,178171926.81,206911.21,3138984.61,7324297.48,,,1429955.6,,,,,,,
199103,1991-03-01,1991,3,RS,Rio Grande do Sul,South,1840024880.63,5727933356.55,207865847.95,2497369675.75,512998.44,1196996.36,,,3737378.81,,,,,,,
199103,1991-03-01,1991,3,SC,Santa Catarina,South,1000027111.53,3281155082.91,133626845.11,1074440134.04,38137.82,88988.24,,,1547770.47,,,,,,,
199103,1991-03-01,1991,3,SE,Sergipe,Northeast,3246923469.73,1176172265.06,207865847.95,35268090.44,0,0,,,142965.19,,,,,,,
199103,1991-03-01,1991,3,SP,Sao Paulo,Southeast,781393273.59,11141769025.91,222708608.53,3339971062.43,17759805.21,41439545.49,,,5774597.29,,,,,,,
199103,1991-03-01,1991,3,TO,Tocantins,North,3391246807.35,0,371186614.06,0,8070.41,18830.95,,,12986154.44,,,,,,,
199104,1991-04-01,1991,4,AC,Acre,North,2949613712.78,505509471.13,294894119.06,1962951.78,0,0,,,53732.53,,,,,,,
199104,1991-04-01,1991,4,AL,Alagoas,Northeast,3586871676.86,2061038130.37,327659102.42,217117371.7,0,0,,,0,,,,,,,
199104,1991-04-01,1991,4,AM,Amazonas,North,2405905321.3,1218350193.26,221170589.29,175436145.34,269158.22,628035.84,,,3005294.07,,,,,,,
199104,1991-04-01,1991,4,AP,Amapa,North,2941853840.4,373603116.67,262129135.69,5681272.66,2146580.87,5008688.71,,,79629.56,,,,,,,
199104,1991-04-01,1991,4,BA,Bahia,Northeast,8101479207.25,8322633872.79,655327473.58,889767067.93,1143376.98,2667879.62,,,1482905.41,,,,,,,
199104,1991-04-01,1991,4,CE,Ceara,Northeast,6325934185.71,4849389928.15,1023945122.39,183045211.93,0,0,,,206443.69,,,,,,,
199104,1991-04-01,1991,4,DF,Distrito Federal,Center-West,595095990.81,204792731.97,204792731.97,3073199.61,0,0,,,3943243.38,,,,,,,
199104,1991-04-01,1991,4,ES,Espirito Santo,Southeast,1293312063.48,1664418516.43,163834185.57,891502587.12,0,0,,,860313.37,,,,,,,
199104,1991-04-01,1991,4,GO,Goias,Center-West,2451343685.12,3356624704.9,294894119.06,118530561.66,1723337.92,4021121.78,,,5530378.74,,,,,,,
199104,1991-04-01,1991,4,MA,Maranhao,Northeast,6223590091.09,3844989238.21,511967926.82,391105148.3,0,0,,,1071044.98,,,,,,,
199104,1991-04-01,1991,4,MG,Minas Gerais,Southeast,3840705724.52,12216962436.5,491493288,3002682549.38,5484822.02,12797918.02,,,4355733.46,,,,,,,
199104,1991-04-01,1991,4,MS,Mato Grosso do Sul,Center-West,1148461112.4,1395897291.86,163834185.57,106107729.68,0,0,,,55939.18,,,,,,,
199104,1991-04-01,1991,4,MT,Mato Grosso,Center-West,1989889940.87,1714070766.54,196599168.94,58654055.77,14998340.3,34996127.21,,,2715684.18,,,,,,,
199104,1991-04-01,1991,4,PA,Para,North,5269815554.67,3341382453.98,458728304.63,632059204.23,9399318.03,21931742.03,,,1683942.78,,,,,,,
199104,1991-04-01,1991,4,PB,Paraiba,Northeast,4129028093.87,3043836361.67,409576195.21,55008405.65,204936.99,478186.32,,,0,,,,,,,
199104,1991-04-01,1991,4,PE,Pernambuco,Northeast,5949407933.63,4800559260.04,655327473.58,407388110.09,0,0,,,747.73,,,,,,,
199104,1991-04-01,1991,4,PI,Piaui,Northeast,3725945834.08,2332742611.28,409576195.21,33358405,0,0,,,15049634.11,,,,,,,
199104,1991-04-01,1991,4,PR,Parana,South,2485918227.62,6304313495.3,286700556.03,1415150465.65,911413.95,2126632.57,,,1912134.27,,,,,,,
199104,1991-04-01,1991,4,RJ,Rio de Janeiro,Southeast,1317195226.26,2799646683.57,286700556.03,1167656377.21,14855.52,34662.89,,,578214.63,,,,,,,
199104,1991-04-01,1991,4,RN,Rio Grande do Norte,Northeast,3602218980.01,2297731995.56,294894119.06,59824526.11,7202.71,16806.33,,,74.87,,,,,,,
199104,1991-04-01,1991,4,RO,Rondonia,North,2427632963.96,794330342.63,196599168.94,8782733.11,3359849.5,7839648.84,,,349588.04,,,,,,,
199104,1991-04-01,1991,4,RR,Roraima,North,2138879490.59,264748851.32,196599168.94,208423.79,1548380.86,3612888.7,,,1661025.89,,,,,,,
199104,1991-04-01,1991,4,RS,Rio Grande do Sul,South,2030327498.06,6320338776.25,229364152.31,2515626252.07,0,0,,,117.01,,,,,,,
199104,1991-04-01,1991,4,SC,Santa Catarina,South,1103453852.56,3620505059.46,147447059.52,1082294637.31,0,0,,,585612.58,,,,,,,
199104,1991-04-01,1991,4,SE,Sergipe,Northeast,3582733078.26,1297816631.51,229364152.31,35525911.54,0,0,,,0,,,,,,,
199104,1991-04-01,1991,4,SP,Sao Paulo,Southeast,862208042.32,12294094641.12,245742009.63,3364387326.15,4859426.11,11338660.96,,,2026071.46,,,,,,,
199104,1991-04-01,1991,4,TO,Tocantins,North,3741982903.68,0,409576195.2,0,0,0,,,1458321.64,,,,,,,
199105,1991-05-01,1991,5,AC,Acre,North,4926595519.35,844327745.22,492547223.83,2277188.74,0,0,,,150170.1,,,,,,,
199105,1991-05-01,1991,5,AL,Alagoas,Northeast,5990976328.59,3442451183.88,547272973.01,251874364.16,0,0,,,0,,,,,,,
199105,1991-05-01,1991,5,AM,Amazonas,North,4018465985.75,2034950737.98,369410417.86,203520645.13,0,0,,,366249.18,,,,,,,
199105,1991-05-01,1991,5,AP,Amapa,North,4913634584.05,624011012.78,437821474.63,6590752.86,0,0,,,282621.58,,,,,,,
199105,1991-05-01,1991,5,BA,Bahia,Northeast,13531504477.92,13900888298.67,1094561427.16,1032204437.32,0,0,,,79319.41,,,,,,,
199105,1991-05-01,1991,5,CE,Ceara,Northeast,10565898470.03,8099698815.57,1710245456.95,212347800.67,0,0,,,5901734.55,,,,,,,
199105,1991-05-01,1991,5,DF,Distrito Federal,Center-West,993959727.41,342055283.82,342055283.82,3565169.34,0,0,,,199673.05,,,,,,,
199105,1991-05-01,1991,5,ES,Espirito Santo,Southeast,2160155883.96,2779996840.92,273644227.06,1034217785.15,0,0,,,1633008.2,,,,,,,
199105,1991-05-01,1991,5,GO,Goias,Center-West,4094359462.46,5606406071.94,492547223.83,137505394.51,0,0,,,5786681.94,,,,,,,
199105,1991-05-01,1991,5,MA,Maranhao,Northeast,10394958134.4,6422097466.38,855114987.91,453714780.06,0,0,,,1419776.11,,,,,,,
199105,1991-05-01,1991,5,MG,Minas Gerais,Southeast,6414942923.4,20405394824.29,820917200.08,3483363638.64,0,0,,,6556943.89,,,,,,,
199105,1991-05-01,1991,5,MS,Mato Grosso do Sul,Center-West,1918218424.95,2331498973.55,273644227.06,123093867.34,0,0,,,5808628.83,,,,,,,
199105,1991-05-01,1991,5,MT,Mato Grosso,Center-West,3323615843.06,2862928566.75,328369976.26,68043624.91,0,0,,,10533587.98,,,,,,,
199105,1991-05-01,1991,5,PA,Para,North,8801915175.18,5580947686.91,766191450.9,733241697.46,0,0,,,1857848.03,,,,,,,
199105,1991-05-01,1991,5,PB,Paraiba,Northeast,6896513675.13,5083971000.89,684095086.56,63814364.96,0,0,,,288.96,,,,,,,
199105,1991-05-01,1991,5,PE,Pernambuco,Northeast,9937005086.99,8018139339.25,1094561427.16,472604381.63,0,0,,,2266.01,,,,,,,
199105,1991-05-01,1991,5,PI,Piaui,Northeast,6223265091.3,3896265888.89,684095086.56,38698548.08,0,0,,,1382403.16,,,,,,,
199105,1991-05-01,1991,5,PR,Parana,South,4152107629.75,10529786487.65,478861916.26,1641693250.68,0,0,,,3952776.48,,,,,,,
199105,1991-05-01,1991,5,RJ,Rio de Janeiro,Southeast,2200046762.62,4676112925.81,478861916.26,1354579346.94,0,0,,,260370.35,,,,,,,
199105,1991-05-01,1991,5,RN,Rio Grande do Norte,Northeast,6016610178.39,3837789370.12,492547223.83,69401468.7,0,0,,,0,,,,,,,
199105,1991-05-01,1991,5,RO,Rondonia,North,4054756604.6,1326731120.55,328369976.26,10188707.15,0,0,,,558642.86,,,,,,,
199105,1991-05-01,1991,5,RR,Roraima,North,3572465800.9,442197057.58,328369976.26,241789.09,0,0,,,103425.63,,,,,,,
199105,1991-05-01,1991,5,RS,Rio Grande do Sul,South,3391156717.03,10556552729.88,383095725.44,2918337476.82,0,0,,,7121832.03,,,,,,,
199105,1991-05-01,1991,5,SC,Santa Catarina,South,1843045000.2,6047152526.91,246273611.92,1255552568.05,0,0,,,412875.38,,,,,,,
199105,1991-05-01,1991,5,SE,Sergipe,Northeast,5984063829.74,2167679643.55,383095725.44,41213037.49,0,0,,,0,,,,,,,
199105,1991-05-01,1991,5,SP,Sao Paulo,Southeast,1440103922.64,20534224979.85,410450859.49,3902971521.46,0,0,,,733479.7,,,,,,,
199105,1991-05-01,1991,5,TO,Tocantins,North,6250051024.26,0,684095086.58,0,0,0,,,1782983.96,,,,,,,
199106,1991-06-01,1991,6,AC,Acre,North,4049942903.88,694085631.11,404901950.27,2374535.58,0,0,,,144797.48,,,,,,,
199106,1991-06-01,1991,6,AL,Alagoas,Northeast,4924924722.14,2829891492.14,449889641.82,262641664.95,0,0,,,15891.6,,,,,,,
199106,1991-06-01,1991,6,AM,Amazonas,North,3303408558.62,1672845734.71,303676462.69,219093386.4,269830.75,629605.08,,,306476,,,,,,,
199106,1991-06-01,1991,6,AP,Amapa,North,4039288274.78,512972693.52,359914258.72,0,1537992.76,3588649.77,,,132901.51,,,,,,,
199106,1991-06-01,1991,6,BA,Bahia,Northeast,11123669545,11427324142.31,899792009.99,1076329831.61,5178998.78,12084330.48,,,3989724.42,,,,,,,
199106,1991-06-01,1991,6,CE,Ceara,Northeast,8685772023.24,6658415047.68,1405919447.83,221425392.39,0,0,,,165939.77,,,,,,,
199106,1991-06-01,1991,6,DF,Distrito Federal,Center-West,817091666.83,281188980.12,281188980.12,3717575.68,0,0,,,3157.19,,,,,,,
199106,1991-06-01,1991,6,ES,Espirito Santo,Southeast,1775771515.88,2285316185.45,224951184.09,1078429247.48,0,0,,,967.77,,,,,,,
199106,1991-06-01,1991,6,GO,Goias,Center-West,3365797331.2,4608786005.23,404901950.27,143383570.92,2090127.52,4876964.2,,,676785.15,,,,,,,
199106,1991-06-01,1991,6,MA,Maranhao,Northeast,8545249303.95,5279330920.8,702953360.74,473110495.54,28554,66626,,,401504.74,,,,,,,
199106,1991-06-01,1991,6,MG,Minas Gerais,Southeast,5273449478.32,16774400018.3,674840825.89,3632272894.04,12999126.47,30331295.07,,,5766765.54,,,,,,,
199106,1991-06-01,1991,6,MS,Mato Grosso do Sul,Center-West,1576885106.07,1916625322.12,224951184.09,128355969.71,7796.03,18190.75,,,34873326.25,,,,,,,
199106,1991-06-01,1991,6,MT,Mato Grosso,Center-West,2732202054.34,2353490800.6,269938875.64,70952401.19,15922109.17,37151587.9,,,2208872.63,,,,,,,
199106,1991-06-01,1991,6,PA,Para,North,7235677003.37,4587857759.69,629853134.36,0,7629501.03,17802169.01,,,2261574.82,,,,,,,
199106,1991-06-01,1991,6,PB,Paraiba,Northeast,5669328141.59,4179314537.8,562365233.86,66542345.9,97421.08,227315.85,,,0,,,,,,,
199106,1991-06-01,1991,6,PE,Pernambuco,Northeast,8168785742.58,6591368500.06,899792009.99,492807602.96,0,0,,,0,,,,,,,
199106,1991-06-01,1991,6,PI,Piaui,Northeast,5115879352.48,3202953099.57,562365233.86,40352860.57,0,0,,,74257.95,,,,,,,
199106,1991-06-01,1991,6,PR,Parana,South,3413269623.07,8656085910.57,393651845.79,2476460321.74,0,0,,,5134200.38,,,,,,,
199106,1991-06-01,1991,6,RJ,Rio de Janeiro,Southeast,1808564096.53,3844031904.9,393651845.79,1412485848.49,26.82,62.59,,,1435862.83,,,,,,,
199106,1991-06-01,1991,6,RN,Rio Grande do Norte,Northeast,4945997210.8,3154882061.65,404901950.27,72368291.04,0,0,,,49905.84,,,,,,,
199106,1991-06-01,1991,6,RO,Rondonia,North,3333241520.08,1090648758.67,269938875.64,10624261.11,2841148.28,6629345.98,,,2192345.38,,,,,,,
199106,1991-06-01,1991,6,RR,Roraima,North,2936770932.97,363511237.84,269938875.64,252125.25,1833865.3,4279019.06,,,348126.47,,,,,,,
199106,1991-06-01,1991,6,RS,Rio Grande do Sul,South,2787724510.4,8678089290.95,314926567.17,3043092600.25,0,0,,,650.67,,,,,,,
199106,1991-06-01,1991,6,SC,Santa Catarina,South,1515088257.34,4971104765.08,202450975.13,1309225803.87,0,0,,,1294291.58,,,,,,,
199106,1991-06-01,1991,6,SE,Sergipe,Northeast,4919242253.28,1781956476.01,314926567.17,42974841.12,0,0,,,181.61,,,,,,,
199106,1991-06-01,1991,6,SP,Sao Paulo,Southeast,1183847677.25,16880305767.11,337414049.77,4069818466.96,282986.27,660301.3,,,190386877.91,,,,,,,
199106,1991-06-01,1991,6,TO,Tocantins,North,5137898919.28,0,562365233.86,0,0,0,,,582698.71,,,,,,,
199107,1991-07-01,1991,7,AC,Acre,North,4410793177.3,755928722.71,440978750.1,2433330.06,0,0,,,4246382.57,,,,,,,
199107,1991-07-01,1991,7,AL,Alagoas,Northeast,5363735953.47,3082035075.78,489974848.97,269144781.35,0,0,,,85359.88,,,,,,,
199107,1991-07-01,1991,7,AM,Amazonas,North,3597742555.37,1821896438.42,330734062.58,217475564.53,324944.8,758204.53,,,3333449.84,,,,,,,
199107,1991-07-01,1991,7,AP,Amapa,North,4399189219.79,558678606.18,391982651.23,7042664.87,1790253.65,4177258.51,,,1099964.28,,,,,,,
199107,1991-07-01,1991,7,BA,Bahia,Northeast,12114789492.08,12445499742.7,979963558.21,1102980204.07,5379446.48,12552041.78,,,20241460.02,,,,,,,
199107,1991-07-01,1991,7,CE,Ceara,Northeast,9459675084.02,7251680420.82,1531186995.84,226907976.81,0,0,,,3920893.05,,,,,,,
199107,1991-07-01,1991,7,DF,Distrito Federal,Center-West,889894607.13,306242943.28,306242943.28,3809624.39,0,0,,,982856.42,,,,,,,
199107,1991-07-01,1991,7,ES,Espirito Santo,Southeast,1933992916.08,2488938060.81,244994354.63,1105131602.31,0,0,,,3486454.65,,,,,,,
199107,1991-07-01,1991,7,GO,Goias,Center-West,3665690173.16,5019429250.98,440978750.1,146933807.52,2100610.18,4901423.74,,,62195264.3,,,,,,,
199107,1991-07-01,1991,7,MA,Maranhao,Northeast,9306631777.93,5749719776.64,765586567.78,484824907.37,15453.9,36059.1,,,13571749.01,,,,,,,
199107,1991-07-01,1991,7,MG,Minas Gerais,Southeast,5743314296.48,18269000554.66,734969203.59,3722209475.31,16222004.47,37851343.74,,,86314236.1,,,,,,,
199107,1991-07-01,1991,7,MS,Mato Grosso do Sul,Center-West,1717385709.49,2087396808.59,244994354.63,131534116.69,7373.04,17203.76,,,60101346.27,,,,,,,
199107,1991-07-01,1991,7,MT,Mato Grosso,Center-West,2975641500.68,2563187040.11,293990453.49,72709212.03,18200020.94,42466715.41,,,46623626.24,,,,,,,
199107,1991-07-01,1991,7,PA,Para,North,7880376468.75,4996636294.36,685973104.72,783518310.78,11303060.9,26373808.71,,,18235662.62,,,,,,,
199107,1991-07-01,1991,7,PB,Paraiba,Northeast,6174465783.9,4551691835.94,612472026.28,68189961.93,0,0,,,0,,,,,,,
199107,1991-07-01,1991,7,PE,Pernambuco,Northeast,8896625279.73,7178660020.78,979963558.21,505009723.32,0,0,,,51785.47,,,,,,,
199107,1991-07-01,1991,7,PI,Piaui,Northeast,5571704658.38,3488336506.48,612472026.28,41352014.12,0,0,,,2876827.96,,,,,,,
199107,1991-07-01,1991,7,PR,Parana,South,3717392250.44,9427343935.92,428726260.31,1754260194.21,0,0,,,55414594.99,,,,,,,
199107,1991-07-01,1991,7,RJ,Rio de Janeiro,Southeast,1969707318.6,4186535489.69,428726260.31,1447459583.12,0,0,,,15328631.66,,,,,,,
199107,1991-07-01,1991,7,RN,Rio Grande do Norte,Northeast,5386686002.73,3435982333.63,440978750.1,74160159.9,0,0,,,2995821.58,,,,,,,
