id_arrecadacao,state_abbrev,co_periodo,year,month,va_icms_primario,va_icms_secundario,va_icms_terciario,va_icms_terciario_atacadista,va_icms_terciario_varejista,va_icms_terciario_transportes,va_icms_terciario_comunicacao,va_icms_terciario_outros,va_icms_energia,va_icms_energia_secundario,va_icms_energia_terciario,va_icms_combustiveis,va_icms_combustiveis_secundario,va_icms_combustiveis_terciario,va_icms_divida_ativa,va_icms_outras,va_icms_total,va_outros_tributos_ipva,va_outros_tributos_itcd,va_outros_tributos_taxas,va_outros_tributos_outros,va_outros_tributos_total,va_receita_tributaria_total,uf,state_name,macroregion,include_in_panel,competencia,period_date,source_system,source_sheet,source_file,source_series_version,uf_mapping_status
4736,ES,201104,2011,4,499299,269648361,257982923,95708939,42209060,17849235,41923515,60292174,57021992,8553299,48468693,146752862,0,146752862,3928271,10629232,746462940,96355565,1923569,19185541,0,117464675,863927615,32,Espirito Santo,Southeast,TRUE,201104,2011-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5003,RJ,201104,2011,4,23873407,394687933,1024847717,332592808,231284517,31458264,333859662,95652466,289657678,20953583,268704095,230608911,205576984,25031927,9578966,23661297,1996915909,128412167,30962957,1400597,225544965,386320686,2383236595,33,Rio de Janeiro,Southeast,TRUE,201104,2011-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5272,SP,201104,2011,4,32460367,3037132763,3140255655,1298221834,590847571,180348899,907911213,162926138,608419064,1252064,607167000,1120785670,868502049,252283621,20771214,392503437,8352328170,392554443,74075250,296652373,25238793,788520859,9140849029,35,Sao Paulo,Southeast,TRUE,201104,2011-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5541,PR,201104,2011,4,17205418,255064161,466621086,222286596,62023380,23543969,155158910,3608231,183302602,183302602,0,264368498,200888866,63479632,2790810,74583851,1263936426,141441870,11173027,3998495,64616553,221229945,1485166371,41,Parana,South,TRUE,201104,2011-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5810,SC,201104,2011,4,3606756,277165003,434763628,124943874,165564667,23941395,86517955,33795737,98910136,0,98910136,158998464,0,158998464,2308135,0,975752122,86223477,6529166,28184917,0,120937560,1096689682,42,Santa Catarina,South,TRUE,201104,2011-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6079,RS,201104,2011,4,9423000,564677000,499571000,191862000,157251000,12833000,137625000,0,152266000,6399000,145867000,350000000,248015000,101985000,19366000,47238000,1642541000,171311000,9485000,14744000,0,195540000,1838081000,43,Rio Grande do Sul,South,TRUE,201104,2011-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6347,MS,201104,2011,4,64109963,28494056,168878417,67422440,64303383,3862455,31338423,1951716,22538900,560060,21978840,140915153,7674759,133240394,320081,6323945,431580515,10934000,3897782,692121,1239055,16762958,448343473,50,Mato Grosso do Sul,Center-West,TRUE,201104,2011-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6615,MT,201104,2011,4,55952088,20204568,213204930,25324685,62031973,14744838,31504792,79598642,34057836,10217351,23840485,85768996,3859605,81909391,1759165,110916283,521863866,46443405,1831544,2285353,51875599,102435901,624299767,51,Mato Grosso,Center-West,TRUE,201104,2011-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6883,GO,201104,2011,4,17406685,140754325,299426674,114425290,91917273,10944654,77823139,4316318,2215015,1125182,1089833,177512919,24191565,153321354,16407006,48497695,702220319,54257845,6424958,3397368,515334225,579414396,1281634715,52,Goias,Center-West,TRUE,201104,2011-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
7152,DF,201104,2011,4,207842,77319083,205051085,66601317,63319742,2474533,67312348,5343145,31868492,31868492,0,86986999,3306749,83680250,2034051,681397,404148949,188489296,3215881,3192494,184103,195081774,599230723,53,Distrito Federal,Center-West,TRUE,201104,2011-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
173,RO,201105,2011,5,9069200,8613585,116629788,41046851,26755380,4189539,16590883,28047135,9195869,0,9195869,53214368,11711050,41503318,3288826,4048593,204060229,10926524,254158,2728810,34811068,48720560,252780789,11,Rondonia,North,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
442,AC,201105,2011,5,572826,1005203,36109568,4106729,7477860,1176670,5584628,17763681,6131267,6131267,0,857697,0,857697,897082,0,45573643,3633826,161039,208973,0,4003838,49577481,12,Acre,North,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
710,AM,201105,2011,5,326878,146241134,280299677,50713856,56045305,11478477,31520320,130541719,11815684,11815684,0,42308278,42308278,0,531347,0,481522998,18264308,961813,214127,31182992,50623240,532146238,13,Amazonas,North,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
979,RR,201105,2011,5,50773,11086782,19647120,7620631,7831959,64724,4012755,117051,2642335,2642335,0,45116,0,45116,0,2296760,35768886,2312161,54279,68333,5539650,7974423,43743309,14,Roraima,North,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1248,PA,201105,2011,5,2830759,74287243,217840007,43867340,48675532,12514192,53707336,59075607,9181149,3183255,5997894,111291071,0,111291071,4472315,1629301,421531845,28806918,1878648,8288132,32766725,71740423,493272268,15,Para,North,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1515,AP,201105,2011,5,439947,2937542,14544721,3000477,3033171,259650,4727890,3523533,53644,0,53644,13454998,0,13454998,59886,3438987,34929725,3264704,46522,1404893,6809684,11525803,46455528,16,Amapa,North,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1783,TO,201105,2011,5,2282290,16158095,40328359,10150280,16210368,910235,10703316,2354160,9838243,9838243,0,30720652,30720652,0,535450,0,99863089,12717110,815335,1102386,1698563,16333394,116196483,17,Tocantins,North,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2052,MA,201105,2011,5,758142,36158354,121099707,37519248,42718631,6322977,31670859,2867992,21687695,1806659,19881036,65449308,3614749,61834559,25417,9199735,254378358,25977269,822463,7808251,3451516,38059499,292437857,21,Maranhao,Northeast,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2320,PI,201105,2011,5,12041441,26618689,61234420,16815077,24825863,1981077,16535449,1076954,16113490,85356,16028134,43928479,0,43928479,294411,121722,160352652,12741242,296893,6602740,614483,20255358,180608010,22,Piaui,Northeast,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2589,CE,201105,2011,5,693065,114154773,236897615,99901531,72432878,8152058,55957234,453914,58864942,58864942,0,83775339,77655145,6120194,3676117,23551521,521613372,18417145,3658886,908852,2655,22987538,544600910,23,Ceara,Northeast,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2858,RN,201105,2011,5,51410562,106474098,123992685,38096286,47531946,1909869,25884179,10570405,20934254,0,20934254,3877096,0,3877096,0,0,306688695,28079130,1043277,0,0,29122407,335811102,24,Rio Grande do Norte,Northeast,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3127,PB,201105,2011,5,367223,41033740,119654728,43508748,43494016,3750514,26336317,2565133,22625911,208730,22417181,44816552,4155190,40661362,120292,0,228618446,21110108,890457,721021,10065961,32787547,261405993,25,Paraiba,Northeast,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3394,PE,201105,2011,5,282000,120163000,455617000,159026000,162143000,13414000,81705000,39329000,65143000,581000,64562000,116964000,280000,116684000,957000,4474000,763600000,59071000,2127000,16131000,16612000,93941000,857541000,26,Pernambuco,Northeast,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3662,AL,201105,2011,5,145233,34739362,105572112,44888035,38692581,1811144,18063820,2116532,18001799,0,0,32925792,0,0,966085,4052904,196403287,13539921,427143,102530,5508939,19578533,215981820,27,Alagoas,Northeast,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3931,SE,201105,2011,5,2222961,25142490,82642825,20393488,37918838,2122388,15172601,7035510,14900112,14280901,619211,25141212,23795194,1346018,855534,1439520,152344654,8683722,547413,28531,5389771,14649437,166994091,28,Sergipe,Northeast,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4199,BA,201105,2011,5,12652200,248814140,413291005,135095046,127615517,13017436,113459409,24103597,99418760,96410222,3008538,273162395,259864072,13298323,1554439,27747766,1076640705,85642195,2597639,21684906,164641641,274566381,1351207086,29,Bahia,Northeast,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4468,MG,201105,2011,5,7182810,794751151,755623721,280758721,202794997,41181420,201598144,29290439,67622515,15120571,52501944,431484583,392538034,38946549,11250148,80586690,2148501618,113281885,32485367,102431758,0,248199010,2396700628,31,Minas Gerais,Southeast,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4737,ES,201105,2011,5,269977,188842042,323375580,93847032,45415313,15028041,43815798,125269396,54896014,8234402,46661612,67400947,0,67400947,3757443,7420728,645962731,101188483,2105237,20374321,0,123668041,769630772,32,Espirito Santo,Southeast,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5004,RJ,201105,2011,5,22399256,425433295,1161393808,314539654,230335641,28769050,338205646,249543817,244149133,17643165,226505968,258008779,223673175,34335604,10447862,37824655,2159656788,105548918,30917953,1615791,225884335,363966997,2523623785,33,Rio de Janeiro,Southeast,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5273,SP,201105,2011,5,11960694,3103280302,3214664582,1348635124,617169023,175402859,909720823,163736753,617144364,1068019,616076345,1071703766,743182644,328521122,30904873,439528380,8489186961,385855019,87413034,357742044,28348545,859358642,9348545603,35,Sao Paulo,Southeast,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5542,PR,201105,2011,5,23997944,232699003,478096416,219928087,71451280,24161987,158329796,4225266,191842716,191842716,0,281784916,243824456,37960460,3484339,56784728,1268690062,145833115,13957075,4286967,82227717,246304874,1514994936,41,Parana,South,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5811,SC,201105,2011,5,3749581,266997452,428556965,121325900,162047136,23566808,87411743,34205378,84709811,0,84709811,167923392,0,167923392,2422847,0,954360048,108351012,7434221,33565781,757,149351771,1103711819,42,Santa Catarina,South,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6080,RS,201105,2011,5,7383000,529821000,504293000,175420000,171796000,13399000,143678000,0,153047000,5427000,147620000,275529000,211621000,63908000,26356000,43254000,1539683000,208435000,10743000,17682000,0,236860000,1776543000,43,Rio Grande do Sul,South,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6348,MS,201105,2011,5,56175013,29323681,176606714,66521627,71627675,3866294,32610138,1980980,24897906,2311491,22586415,130585842,6049114,124536728,375521,8236608,426201285,7979323,8444420,935993,1032235,18391971,444593256,50,Mato Grosso do Sul,Center-West,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6616,MT,201105,2011,5,34285967,17695676,224027546,24424790,67764598,15538759,31289362,85010037,40665037,12199511,28465526,75241181,3385853,71855328,1550003,78416222,471881632,53268192,2131113,2843017,62900186,121142508,593024140,51,Mato Grosso,Center-West,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6884,GO,201105,2011,5,18840155,127557771,308464997,131809216,91119282,11355338,69593261,4587900,2440354,1654137,786217,180012310,41286703,138725607,18487472,57293749,713096808,54015856,8775095,3166050,381370268,447327269,1160424077,52,Goias,Center-West,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
7153,DF,201105,2011,5,184524,63201142,219378531,68322791,71276702,2668165,72274652,4836221,30797076,30797076,0,93838680,3323297,90515383,2114825,1003504,410518282,125043515,2942023,7302264,153347,135441149,545959431,53,Distrito Federal,Center-West,TRUE,201105,2011-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
174,RO,201106,2011,6,9345089,8843628,117603142,35142442,30246934,4741090,16774660,30698016,8717114,0,8717114,62433191,14719560,47713631,2557865,3351126,212851155,9539294,292677,2993135,40732498,53557604,266408759,11,Rondonia,North,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
443,AC,201106,2011,6,613978,992268,37586704,4088232,7787621,1126525,5436768,19147558,4530781,4530781,0,684768,20870,663898,1689634,0,46098133,3543893,75560,276555,0,3896008,49994141,12,Acre,North,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
711,AM,201106,2011,6,290101,148729262,277994237,49947149,54895640,12679147,31020607,129451694,7565629,0,0,26413406,0,0,419972,0,461412607,18875071,272841,172836,41845371,61166119,522578726,13,Amazonas,North,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
980,RR,201106,2011,6,36779,12626226,18095295,7291654,2795406,60543,3947521,4000171,2401628,2401628,0,35178,0,35178,0,2959265,36154371,2434525,62841,58913,6268526,8824805,44979176,14,Roraima,North,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1249,PA,201106,2011,6,2856163,115142215,169020293,45993949,50748756,12557485,55457449,4262654,47944675,3183395,44761280,104597956,0,104597956,23811165,1426908,464799375,29105260,1298129,8558176,27558012,66519577,531318952,15,Para,North,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1516,AP,201106,2011,6,379248,358688,20746263,9505685,3707017,303921,4825896,2403744,94454,0,94454,18565210,0,18565210,35404,1178206,41357473,3280484,20022,5423530,3331451,12055487,53412960,16,Amapa,North,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1784,TO,201106,2011,6,3060243,18560277,40207723,10678834,15925552,892563,9854062,2856712,9795569,9795569,0,34553192,34553192,0,549121,0,106726125,13424365,757468,1162696,1463301,16807830,123533955,17,Tocantins,North,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2053,MA,201106,2011,6,1108656,41060235,117848392,39246551,37069326,5804819,33336567,2391129,21604128,936985,20667143,82038733,3587989,78450744,63762,8622563,272346469,18270722,607018,6569247,2349771,27796758,300143227,21,Maranhao,Northeast,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2321,PI,201106,2011,6,11517806,28864547,69152792,18574259,30531914,1947660,16841844,1257115,215314,71313,144001,47098761,0,47098761,504969,149967,157504156,12982747,421883,6701659,693257,20799546,178303702,22,Piaui,Northeast,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2590,CE,201106,2011,6,460993,105112885,242210940,98253868,79390044,8010380,56176899,379749,57290501,57290501,0,118159295,110826558,7332737,3475732,25537223,552247569,13696205,2551697,952861,119443,17320206,569567775,23,Ceara,Northeast,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2859,RN,201106,2011,6,36386978,59058909,128476231,41851906,49022614,1651584,25585412,10364715,22010943,0,22010943,4370963,0,4370963,0,0,250304026,25868883,1038421,0,0,26907303,277211329,24,Rio Grande do Norte,Northeast,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3128,PB,201106,2011,6,304071,40085999,122127376,47134244,39661638,3673140,27353629,4304725,24647233,69185,24578048,48377344,5843196,42534148,95927,0,235637950,15272857,819871,489117,9465412,26047257,261685207,25,Paraiba,Northeast,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3395,PE,201106,2011,6,375000,117086000,487064000,168218000,165228000,13068000,102768000,37782000,68620000,807000,67813000,127500000,368000,127132000,925000,4311000,805881000,18371000,2837000,5640000,18983000,45831000,851712000,26,Pernambuco,Northeast,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3663,AL,201106,2011,6,67069,31103296,96976281,37867163,36019803,1638178,18564216,2886921,15553935,0,0,20650235,0,0,668093,4617913,169636822,13488734,258677,140342,6035885,19923638,189560460,27,Alagoas,Northeast,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3932,SE,201106,2011,6,3318352,28655942,79895065,20793706,36734951,2434843,14654964,5276601,14758699,14118847,639852,28531950,25855610,2676340,921595,1615305,157696908,8580715,497420,24888,5622666,14725689,172422597,28,Sergipe,Northeast,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4200,BA,201106,2011,6,12357862,260979261,425660080,136101363,137963434,12625039,115843957,23126287,108633715,107063987,1569728,213951601,200918775,13032826,993517,25252548,1047828584,88209816,2657288,44254430,167258039,302379573,1350208157,29,Bahia,Northeast,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4469,MG,201106,2011,6,7325088,863903717,787516349,288595602,191157599,47333063,231282623,29147462,251275727,37039416,214236311,464662175,423824932,40837243,29125213,78525643,2482333912,88678681,30376737,94246142,0,213301560,2695635472,31,Minas Gerais,Southeast,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4738,ES,201106,2011,6,502158,261698882,307683930,92267524,45528514,18055084,42794241,109038567,55330808,8299621,47031187,137319075,0,137319075,4782431,8224703,775541987,34822493,3189596,20909025,0,58921114,834463101,32,Espirito Santo,Southeast,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5005,RJ,201106,2011,6,122346080,411444269,1052254730,319581362,254204321,30145500,332146489,116177058,233359157,15752158,217606999,280667162,248500188,32166974,10335565,24594147,2135001110,69945611,34437365,1537074,221651728,327571778,2462572888,33,Rio de Janeiro,Southeast,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5274,SP,201106,2011,6,11436578,3129722661,3231019601,1331392234,637075035,187304241,902886369,172361722,623483006,1329371,622153635,921432491,642659772,278772719,22964055,443914697,8383973089,413315938,83224212,329856627,32649049,859045826,9243018915,35,Sao Paulo,Southeast,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5543,PR,201106,2011,6,30594213,245575290,477428493,213672052,77193888,24268758,157290345,5003450,202935890,202935890,0,262191985,214856982,47335003,2606155,55364422,1276696448,135591120,11057616,4085408,83727799,234461943,1511158391,41,Parana,South,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5812,SC,201106,2011,6,4067913,256677485,432841453,121881237,165492504,24234117,85614320,35619275,80846414,0,80846414,178933986,0,178933986,2567869,0,955935120,98898492,7449693,30692626,0,137040811,1092975931,42,Santa Catarina,South,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6081,RS,201106,2011,6,6683870,537002639,536031084,187212357,186228761,13422069,149167897,0,150623545,4951808,145671737,217266894,167315749,49951145,23625073,53651231,1524884336,174295456,12528773,17838432,0,204662661,1729546997,43,Rio Grande do Sul,South,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6349,MS,201106,2011,6,52277329,32112006,176292321,68344129,70304592,3384131,32646211,1613258,25750013,964588,24785425,145234751,10675557,134559194,321982,9432922,441421324,6593540,4908589,855321,1012159,13369609,454790933,50,Mato Grosso do Sul,Center-West,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6617,MT,201106,2011,6,46206621,19886552,227869741,27717051,70768539,16779075,30917877,81687199,44745626,13423688,31321938,83926332,3776685,80149647,3952932,66316668,492904472,39188383,1797785,4762598,62487141,108235907,601140379,51,Mato Grosso,Center-West,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6885,GO,201106,2011,6,17808924,177114517,308460057,127354697,96327253,12445741,68092600,4239766,1656186,851015,805171,189430366,35157153,154273213,17793812,75628237,787892099,45481320,6623060,4079487,363336630,419520497,1207412596,52,Goias,Center-West,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
7154,DF,201106,2011,6,219511,111023688,236724659,81899188,68377902,2706739,79137823,4603007,29452594,29452594,0,94483527,4336790,90146737,1929604,709368,474542951,111694433,3646946,4868684,159839,120369902,594912853,53,Distrito Federal,Center-West,TRUE,201106,2011-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
175,RO,201107,2011,7,9615617,9092215,127875965,36328567,34609210,4401851,16954105,35582232,9712756,0,9712756,61213624,15617714,45595910,2737486,3264983,223512646,7278777,523228,3014587,34193984,45010576,268523222,11,Rondonia,North,TRUE,201107,2011-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
444,AC,201107,2011,7,613629,1128106,40739734,4293973,8261268,979770,5660212,21544511,4476174,4476174,0,602919,2460,600459,552636,0,48113198,3578725,38730,180993,0,3798448,51911646,12,Acre,North,TRUE,201107,2011-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
712,AM,201107,2011,7,270457,65563209,367156541,56747472,57354098,10980298,30946954,211127719,15374309,0,0,44565084,0,0,1582506,0,494512106,19111544,425061,235271,22123154,41895030,536407137,13,Amazonas,North,TRUE,201107,2011-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
981,RR,201107,2011,7,31552,10356476,17509154,6064214,7275034,122867,4024450,22589,0,0,0,2375317,2334137,41180,0,3027151,33299650,2717084,72319,72745,5853901,8716049,42015699,14,Roraima,North,TRUE,201107,2011-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1250,PA,201107,2011,7,3345730,135582129,171330212,48572122,49397665,11895857,55868750,5595818,69269044,3543182,65725862,124099643,0,124099643,6451156,3412127,513490041,31100979,877028,8658171,35353458,75989636,589479677,15,Para,North,TRUE,201107,2011-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1517,AP,201107,2011,7,273589,318587,21902619,6289580,3957551,307624,4694004,6653860,144911,0,144911,13859401,0,13859401,49017,1035076,37583200,3664764,36075,2115043,7234466,13050348,50633548,16,Amapa,North,TRUE,201107,2011-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1785,TO,201107,2011,7,2869364,17724564,41926087,10843117,16416811,982235,11375412,2308512,10076789,10076789,0,33585712,33585712,0,601608,0,106784124,9773760,327015,1160683,1775880,13037338,119821462,17,Tocantins,North,TRUE,201107,2011-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
