period,period_date,year,uf,state_abbrev,state_name,macroregion,population,source_system,source_frequency,reference_date_rule,source_table_id,observation_status,imputation_rule
2024,2024-07-01,2024,53,DF,Distrito Federal,Center-West,2982818,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,32,ES,Espirito Santo,Southeast,4102129,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,52,GO,Goias,Center-West,7350483,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,21,MA,Maranhao,Northeast,7010960,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,31,MG,Minas Gerais,Southeast,21322691,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,50,MS,Mato Grosso do Sul,Center-West,2901895,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,51,MT,Mato Grosso,Center-West,3836399,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,15,PA,Para,North,8664306,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,25,PB,Paraiba,Northeast,4145040,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,26,PE,Pernambuco,Northeast,9539029,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,22,PI,Piaui,Northeast,3375646,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,41,PR,Parana,South,11824665,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,33,RJ,Rio de Janeiro,Southeast,17219679,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,24,RN,Rio Grande do Norte,Northeast,3446071,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,11,RO,Rondonia,North,1746227,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,14,RR,Roraima,North,716793,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,43,RS,Rio Grande do Sul,South,11229915,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,42,SC,Santa Catarina,South,8058441,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,28,SE,Sergipe,Northeast,2291077,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,35,SP,Sao Paulo,Southeast,45973194,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,17,TO,Tocantins,North,1577342,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,12,AC,Acre,North,884372,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,27,AL,Alagoas,Northeast,3220848,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,13,AM,Amazonas,North,4321616,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,16,AP,Amapa,North,806517,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,29,BA,Bahia,Northeast,14870907,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,23,CE,Ceara,Northeast,9268836,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,53,DF,Distrito Federal,Center-West,2996899,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,32,ES,Espirito Santo,Southeast,4126854,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,52,GO,Goias,Center-West,7423629,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,21,MA,Maranhao,Northeast,7018211,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,31,MG,Minas Gerais,Southeast,21393441,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,50,MS,Mato Grosso do Sul,Center-West,2924631,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,51,MT,Mato Grosso,Center-West,3893659,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,15,PA,Para,North,8711196,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,25,PB,Paraiba,Northeast,4164468,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,26,PE,Pernambuco,Northeast,9562007,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,22,PI,Piaui,Northeast,3384547,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,41,PR,Parana,South,11890517,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,33,RJ,Rio de Janeiro,Southeast,17223547,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,24,RN,Rio Grande do Norte,Northeast,3455236,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,11,RO,Rondonia,North,1751950,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,14,RR,Roraima,North,738772,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,43,RS,Rio Grande do Sul,South,11233263,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,42,SC,Santa Catarina,South,8187029,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,28,SE,Sergipe,Northeast,2299425,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,35,SP,Sao Paulo,Southeast,46081801,SIDRA/EstimaPop,annual,1 July,6579,observed,
2025,2025-07-01,2025,17,TO,Tocantins,North,1586859,SIDRA/EstimaPop,annual,1 July,6579,observed,
