state_abbrev,period_date,unemployment_rate_pnadc,formalization_rate_pnadc,labor_income_real_pnadc,unemployment_rate_pnadc_sa,formalization_rate_pnadc_sa,labor_income_real_pnadc_sa,year,quarter,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,instability_start_date,removal_date
DF,2016-01-01,0.113,0.747,6423,0.112388856021809,0.751663744495043,6110.07584680857,2016,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
DF,2016-04-01,0.11,0.745,5820,0.113232463953343,0.744889239444776,5968.95225131664,2016,2,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
DF,2016-07-01,0.121,0.735,5882,0.122234536712416,0.74002948864599,6086.12713123826,2016,3,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
DF,2016-10-01,0.14,0.7310000000000001,5764,0.144391738663964,0.732714174284544,5726.9550769206,2016,4,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
DF,2017-01-01,0.14300000000000002,0.734,6114,0.135654178094396,0.72377655032709,5773.08982299696,2017,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
DF,2017-04-01,0.133,0.727,5708,0.132193269304659,0.726748054451437,5897.21555904502,2017,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
DF,2017-07-01,0.123,0.714,5774,0.122929254417328,0.718709736330418,5970.68558715803,2017,3,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
DF,2017-10-01,0.134,0.722,6111,0.138757643524802,0.723285591933697,6062.47393260716,2017,4,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
DF,2018-01-01,0.141,0.734,6401,0.130305445386011,0.724574694273197,6046.30376943374,2018,1,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
DF,2018-04-01,0.123,0.719,5752,0.125499650633967,0.718447282148198,5973.27350188877,2018,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
ES,2012-01-01,0.076,,3050,0.0726231531947459,,2972.60013447871,2012,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2012-04-01,0.07200000000000001,,2978,0.0716430688447662,,3036.23440594271,2012,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2012-07-01,0.069,,2931,0.0688783141642296,,2979.72717340735,2012,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2012-10-01,0.067,,2984,0.0709187046087607,,2958.60456680584,2012,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2013-01-01,0.078,,3090,0.0743791712080246,,3003.63746389958,2013,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2013-04-01,0.077,,2966,0.0769392956226025,,3029.16578403934,2013,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2013-07-01,0.07200000000000001,,3070,0.0719387147894344,,3122.49744985796,2013,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2013-10-01,0.059,,3139,0.062725767543416,,3115.51947929794,2013,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2014-01-01,0.064,,3186,0.0600359517383082,,3082.69843459239,2014,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2014-04-01,0.066,,3045,0.0665199831540038,,3117.5294683274,2014,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2014-07-01,0.059,,3059,0.0588368485415345,,3118.86423224905,2014,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2014-10-01,0.062,,3180,0.0656693343603148,,3163.58440588162,2014,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2015-01-01,0.071,,3140,0.0666684012946778,,3006.30277188845,2015,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2015-04-01,0.068,,3124,0.0688767446042863,,3211.78907142797,2015,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2015-07-01,0.083,,3099,0.0829401414187976,,3168.69410372921,2015,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2015-10-01,0.092,0.635,3198,0.0956224059703082,0.632943975816733,3186.98388276481,2015,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
ES,2016-01-01,0.112,0.6439999999999999,3346,0.107317834794786,0.641546441239839,3181.41636214098,2016,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
ES,2016-04-01,0.116,0.627,3016,0.117165647003211,0.631786453301507,3121.04803897882,2016,2,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
ES,2016-07-01,0.129,0.625,3036,0.128887629084139,0.624697252101486,3113.6750742497,2016,3,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
ES,2016-10-01,0.138,0.618,3110,0.141652742424566,0.615802019696635,3099.92059040312,2016,4,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
ES,2017-01-01,0.147,0.61,3398,0.142377703889308,0.608043172144699,3211.34323681252,2017,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
ES,2017-04-01,0.135,0.594,3086,0.136053803280284,0.59849250142003,3206.30544205719,2017,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
ES,2017-07-01,0.132,0.5920000000000001,3050,0.131861050114813,0.591549855962096,3135.38119475183,2017,3,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
ES,2017-10-01,0.118,0.594,3154,0.121605228859396,0.591442848629329,3132.57228693639,2017,4,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
ES,2018-01-01,0.127,0.588,3269,0.122690644597693,0.587064380198018,3075.7860851094,2018,1,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
ES,2018-04-01,0.122,0.577,2934,0.12281059248974,0.581021724146966,3069.3701632431,2018,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
GO,2012-01-01,0.063,,3092,0.0590139306907682,,3048.08471167797,2012,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2012-04-01,0.053,,2983,0.0500269088231285,,3056.1018359415,2012,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2012-07-01,0.05,,3078,0.0488759157867659,,3068.37283017732,2012,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2012-10-01,0.051,,3107,0.0594245369707223,,3088.89039532519,2012,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2013-01-01,0.068,,3166,0.0570349335414913,,3119.06281290981,2013,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2013-04-01,0.05799999999999999,,3092,0.0575868436297012,,3165.2487309834,2013,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2013-07-01,0.052,,3192,0.0555645072367772,,3186.48030042597,2013,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2013-10-01,0.039,,3176,0.0473878578520943,,3159.4673581314,2013,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2014-01-01,0.057,,3172,0.0485791741850546,,3114.4915617018,2014,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2014-04-01,0.054,,3083,0.0508624431495435,,3158.11444302621,2014,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2014-07-01,0.052,,3179,0.0558418033142762,,3184.73905404261,2014,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2014-10-01,0.051,,3217,0.0593849116461825,,3202.09251276677,2014,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2015-01-01,0.07,,3194,0.0613041043618852,,3116.64624924114,2015,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2015-04-01,0.075,,3012,0.071781938617131,,3090.56081640721,2015,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2015-07-01,0.07400000000000001,,3050,0.0783033494691058,,3074.60089632205,2015,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2015-10-01,0.078,0.613,3028,0.0862767604719088,0.615085072872738,3014.67645942887,2015,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
GO,2016-01-01,0.102,0.611,3128,0.0947523286378052,0.609173940481749,3022.42204079183,2016,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
GO,2016-04-01,0.103,0.607,2941,0.102439918428596,0.6074533376971,3024.27338479898,2016,2,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
GO,2016-07-01,0.107,0.616,2989,0.111541783448627,0.615136689088217,3040.55953626696,2016,3,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
GO,2016-10-01,0.114,0.6020000000000001,3079,0.11770995495878,0.60432995943455,3060.57719627878,2016,4,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
GO,2017-01-01,0.128,0.605,3325,0.123322382779296,0.603182297776781,3193.49839304567,2017,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
GO,2017-04-01,0.111,0.593,3025,0.108041318432333,0.593197605562181,3112.91518394889,2017,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
GO,2017-07-01,0.093,0.5920000000000001,3056,0.0928928086605187,0.591342617912073,3131.98280700169,2017,3,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
GO,2017-10-01,0.095,0.598,3239,0.0987079652939504,0.600312163223782,3215.24898675234,2017,4,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
GO,2018-01-01,0.104,0.601,3319,0.0966652596473799,0.599116584506732,3166.4883493252,2018,1,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
GO,2018-04-01,0.096,0.599,3040,0.0959276126864385,0.599070620888422,3136.83476719969,2018,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MA,2012-01-01,0.079,,1716,0.0741927122610967,,1653.11575019964,2012,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2012-04-01,0.093,,1641,0.0848110365380235,,1670.60996736559,2012,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2012-07-01,0.078,,1686,0.0815433561319971,,1692.71614251439,2012,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2012-10-01,0.076,,1654,0.0855943837141229,,1680.11898084471,2012,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2013-01-01,0.095,,1741,0.0898486660603374,,1717.08178229644,2013,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2013-04-01,0.094,,1760,0.0860996444694592,,1752.3471837432,2013,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2013-07-01,0.075,,1713,0.0785945824297972,,1719.55717599122,2013,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2013-10-01,0.05599999999999999,,1625,0.0656353678934007,,1648.57582062439,2013,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2014-01-01,0.065,,1701,0.0590875734793836,,1637.34106468458,2014,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2014-04-01,0.073,,1583,0.065941850864679,,1618.13247956555,2014,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2014-07-01,0.068,,1618,0.0714719359325511,,1626.03293769128,2014,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2014-10-01,0.07200000000000001,,1689,0.0818490095373198,,1707.07300909052,2014,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2015-01-01,0.09,,1669,0.082903269459966,,1604.07279890906,2015,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2015-04-01,0.09,,1627,0.0839721617094623,,1668.48581523775,2015,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2015-07-01,0.086,,1647,0.0896186212469123,,1656.71952390788,2015,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2015-10-01,0.084,0.351,1679,0.0939673122121422,0.352884858744986,1690.36235825249,2015,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MA,2016-01-01,0.112,0.34299999999999997,1693,0.103387361181679,0.350054565027386,1664.846271557,2016,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MA,2016-04-01,0.121,0.357,1644,0.116375361450093,0.352288943816451,1653.30859139844,2016,2,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MA,2016-07-01,0.121,0.372,1708,0.124229155704055,0.367787317979467,1721.01762961136,2016,3,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MA,2016-10-01,0.132,0.36,1707,0.142716983616874,0.362015219178483,1710.99361420369,2016,4,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MA,2017-01-01,0.152,0.358,1850,0.14185542261293899,0.364783780029495,1778.29953017991,2017,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MA,2017-04-01,0.14800000000000002,0.384,1830,0.1444354438154,0.379245237831917,1887.32863740504,2017,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MA,2017-07-01,0.146,0.39,1896,0.148741826330602,0.38611088796557,1909.43873947091,2017,3,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MA,2017-10-01,0.135,0.393,1908,0.146613306322409,0.395118635797448,1909.73172240838,2017,4,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MA,2018-01-01,0.159,0.395,1921,0.147829351539928,0.401204633503122,1883.17419531634,2018,1,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MA,2018-04-01,0.145,0.4079999999999999,1864,0.141938894005611,0.403325356695416,1888.28814758749,2018,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MG,2012-01-01,0.079,,2982,0.0757589331386781,,2759.84373591486,2012,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2012-04-01,0.07200000000000001,,2749,0.0709315853976716,,2865.59497385407,2012,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2012-07-01,0.064,,2790,0.0677371536998556,,2871.55818245621,2012,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2012-10-01,0.063,,2781,0.0694392914042542,,2806.12298643127,2012,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2013-01-01,0.075,,3067,0.0652708780291101,,2842.43731407353,2013,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2013-04-01,0.07,,2753,0.069103942474426,,2870.04981446661,2013,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2013-07-01,0.063,,2822,0.0650820500693133,,2907.69757721348,2013,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2013-10-01,0.05799999999999999,,2948,0.0644548677188391,,2969.3213336505,2013,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2014-01-01,0.071,,3208,0.0609313362470256,,2980.86053531753,2014,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2014-04-01,0.069,,2849,0.0685731355881773,,2968.74172273239,2014,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2014-07-01,0.069,,2923,0.0707925937015829,,3014.15590054235,2014,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2014-10-01,0.063,,2919,0.0697265468916686,,2932.94692068395,2014,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2015-01-01,0.083,,3162,0.0724251152087421,,2934.69752884063,2015,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2015-04-01,0.08,,2805,0.0800874074015754,,2927.83926531339,2015,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2015-07-01,0.08800000000000001,,2801,0.0895048626367231,,2895.45794296571,2015,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2015-10-01,0.094,0.625,2946,0.101033075915111,0.624774018611148,2952.32813909586,2015,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MG,2016-01-01,0.113,0.627,3224,0.108183447963134,0.626388339376618,3000.29830173938,2016,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MG,2016-04-01,0.11,0.623,2785,0.110643027791564,0.62390956992083,2907.58536475168,2016,2,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MG,2016-07-01,0.113,0.6279999999999999,2765,0.114054405486505,0.627675891770501,2864.45301579196,2016,3,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MG,2016-10-01,0.112,0.616,2922,0.12107081492808,0.616346935162599,2918.54438713052,2016,4,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MG,2017-01-01,0.138,0.605,3056,0.125033658812584,0.604055122550241,2838.26341080047,2017,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MG,2017-04-01,0.122,0.603,2754,0.122749034642867,0.603590566769013,2876.90471616073,2017,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MG,2017-07-01,0.123,0.603,2836,0.12539751514971,0.60283686982688,2937.03322556873,2017,3,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MG,2017-10-01,0.107,0.608,2964,0.116381706568093,0.60920342352433,2951.51924209008,2017,4,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MG,2018-01-01,0.127,0.607,3189,0.114208204956229,0.605249906139988,2980.41032786165,2018,1,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MG,2018-04-01,0.109,0.605,2868,0.109471483848976,0.605147968482433,2989.52605975169,2018,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MS,2012-01-01,0.076,,3404,0.0719149739233995,,3282.73112315555,2012,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2012-04-01,0.071,,3063,0.0685214804787147,,3142.07096160842,2012,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2012-07-01,0.05,,3016,0.0522566159889577,,3080.71629342613,2012,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2012-10-01,0.05,,3133,0.0546394827209697,,3117.6513379638,2012,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2013-01-01,0.048,,3241,0.0433022556905812,,3106.53864424183,2013,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2013-04-01,0.05,,3048,0.0478446645388291,,3130.8626802991,2013,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2013-07-01,0.044,,3190,0.0463269372166399,,3262.4580848122,2013,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2013-10-01,0.045,,3242,0.0499001540840402,,3229.5935463922,2013,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2014-01-01,0.047,,3325,0.0413550945087034,,3169.00329525746,2014,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2014-04-01,0.039,,3200,0.0374282183286995,,3292.90845719058,2014,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2014-07-01,0.04099999999999999,,3182,0.0434156676181888,,3263.04230353232,2014,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2014-10-01,0.039,,3155,0.0442918004605759,,3152.43423440525,2014,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2015-01-01,0.063,,3219,0.0562962687064003,,3028.65334469417,2015,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2015-04-01,0.063,,3020,0.0619665785728678,,3127.92145433747,2015,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2015-07-01,0.063,,2910,0.0653361241999314,,3001.63101581531,2015,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2015-10-01,0.06,0.619,3148,0.0661380593731612,0.624158635680166,3156.21407733812,2015,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MS,2016-01-01,0.078,0.641,3516,0.0701741359327691,0.640589272394937,3288.76159525954,2016,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MS,2016-04-01,0.07,0.642,3000,0.0691440074910992,0.63813682369545,3121.90399157655,2016,2,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MS,2016-07-01,0.077,0.636,3155,0.07921396145815,0.635296419661728,3259.323240526,2016,3,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MS,2016-10-01,0.08199999999999999,0.639,3352,0.0890820990274024,0.64360714961741206,3368.88398740257,2016,4,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MS,2017-01-01,0.099,0.651,3629,0.0906716800974566,0.651217261225844,3367.98580737302,2017,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MS,2017-04-01,0.09,0.65,3231,0.0889203168217015,0.64615958252417,3368.95338838942,2017,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MS,2017-07-01,0.08,0.643,3322,0.0815632940815371,0.642047648422946,3433.197842152,2017,3,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MS,2017-10-01,0.07400000000000001,0.627,3323,0.0823089951108031,0.630895889036619,3343.07295354339,2017,4,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MS,2018-01-01,0.085,0.63,3765,0.0768420765180941,0.631005177891892,3486.93867505278,2018,1,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MS,2018-04-01,0.077,0.635,3311,0.075013482429652,0.631695815320658,3457.4980222194,2018,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MT,2012-01-01,0.066,,3526,0.0586017085583438,,3333.32981101872,2012,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2012-04-01,0.05799999999999999,,3144,0.0563455384120262,,3164.43948628276,2012,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2012-07-01,0.052,,3177,0.0546328209140351,,3256.25003480893,2012,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2012-10-01,0.047,,3201,0.0536525009209587,,3234.31740376887,2012,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2013-01-01,0.05799999999999999,,3408,0.0503377837277747,,3339.84957550927,2013,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2013-04-01,0.045,,3284,0.043181739244523,,3302.5866527397,2013,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2013-07-01,0.039,,3225,0.0417775187829802,,3252.02479583923,2013,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2013-10-01,0.038,,3320,0.0449886606924115,,3353.4710956312,2013,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2014-01-01,0.045,,3278,0.036999566450347,,3212.59190510379,2014,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2014-04-01,0.04,,3372,0.0381109224566624,,3388.57440508499,2014,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2014-07-01,0.038,,3348,0.0407222045647498,,3376.15649646432,2014,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2014-10-01,0.04099999999999999,,3288,0.0484171167947283,,3319.36787593356,2014,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2015-01-01,0.05799999999999999,,3280,0.0498703368550068,,3213.67789399243,2015,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2015-04-01,0.063,,3227,0.0608086233426164,,3248.07482831564,2015,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2015-07-01,0.067,,3165,0.069850545498509,,3191.91690930665,2015,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2015-10-01,0.05799999999999999,0.611,3140,0.065476445998591,0.610450758798895,3171.04386948847,2015,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
MT,2016-01-01,0.093,0.633,3340,0.0850660490322623,0.632634940582694,3146.31622210653,2016,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MT,2016-04-01,0.1,0.621,3173,0.097495412093471,0.624330321945868,3201.14439761052,2016,2,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MT,2016-07-01,0.091,0.62,3178,0.093955214562515793,0.617382707368705,3209.20446625423,2016,3,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MT,2016-10-01,0.096,0.618,3126,0.103272396060018,0.61764215873465,3202.76236900941,2016,4,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MT,2017-01-01,0.106,0.616,3550,0.0985654576030328,0.615946627132471,3417.2508935151,2017,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
MT,2017-04-01,0.087,0.613,3230,0.0841201515251971,0.615944618633229,3269.21298362203,2017,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MT,2017-07-01,0.095,0.623,3316,0.0981767519050117,0.620131696392109,3402.26541738727,2017,3,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MT,2017-10-01,0.07400000000000001,0.629,3326,0.0808785950563731,0.629034364014555,3395.90346033152,2017,4,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MT,2018-01-01,0.095,0.6279999999999999,3669,0.0879032281485359,0.628240248815836,3530.24270752387,2018,1,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
MT,2018-04-01,0.086,0.617,3307,0.0830570710685156,0.619615911144729,3352.83560448576,2018,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PA,2012-01-01,0.08,,2303,0.073456452702833,,2230.97173557375,2012,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2012-04-01,0.079,,2186,0.0761597560611849,,2233.16301354721,2012,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2012-07-01,0.07200000000000001,,2180,0.0746454365071516,,2197.92864214246,2012,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2012-10-01,0.069,,2262,0.0757960053415971,,2271.8197874378902,2012,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2013-01-01,0.078,,2297,0.0736599948904451,,2219.93011863052,2013,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2013-04-01,0.077,,2174,0.071978883098112,,2222.2713300951,2013,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2013-07-01,0.077,,2262,0.0797548189309282,,2282.43679366161,2013,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2013-10-01,0.061,,2215,0.0676270078136826,,2228.98810150551,2013,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2014-01-01,0.077,,2278,0.0670582165959206,,2187.84259482797,2014,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
