state_abbrev,period,period_date,year,bimester,uf,state_name,macroregion,total_revenue_nominal,total_revenue_real,state_tax_revenue_nominal,state_tax_revenue_real,federal_current_transfers_nominal,federal_capital_transfers_nominal,federal_transfers_nominal,federal_transfers_real,transfer_dependency_ratio,own_revenue_ratio,liquidated_expenditure_total_nominal,liquidated_expenditure_total_real,liquidated_expenditure_health_nominal,liquidated_expenditure_health_real,liquidated_expenditure_education_nominal,liquidated_expenditure_education_real,liquidated_expenditure_public_security_nominal,liquidated_expenditure_public_security_real,public_investment_liquidated_cumulative_nominal,public_investment_liquidated_nominal,public_investment_liquidated_real,public_investment_flow_is_derived,public_investment_negative_flow_flag,ipca_month_code,deflator_base_month,source_system,source_frequency,fiscal_series_version,original_public_investment_missing,investment_recovered_from_raw,public_investment_imputed_adjacent_mean,public_investment_imputation_method,original_liquidated_expenditure_total_missing,liquidated_expenditure_total_recovered_from_raw,liquidated_expenditure_total_flow_is_derived,liquidated_expenditure_total_negative_flow_flag,liquidated_expenditure_total_imputed_adjacent_mean,liquidated_expenditure_total_imputation_method,quarter,icms_revenue_cumulative_nominal,icms_revenue_nominal,icms_revenue_flow_is_derived,icms_revenue_negative_flow_flag,resident_population_annual,pnadc_population,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,fiscal_deflator_factor,fiscal_population_denominator,fiscal_population_source,icms_revenue_real,icms_revenue_real_pc,state_tax_revenue_real_pc,public_investment_liquidated_real_pc,liquidated_expenditure_total_real_pc,liquidated_expenditure_health_real_pc,liquidated_expenditure_education_real_pc,liquidated_expenditure_public_security_real_pc,instability_start_date,removal_date,icms_revenue_real_pc_ma4_v4,state_tax_revenue_real_pc_ma4_v4,public_investment_liquidated_real_pc_ma4_v4,liquidated_expenditure_total_real_pc_ma4_v4
AC,2016B5,2016-10-01,2016,5,12,Acre,North,688336946.67,1100110122.5852478,182147140.13,291110209.36238223,,,0,0,0,0.26461915347008724,791836747.75,1265525010.460291,124739217.23,199360031.7721605,153704041.63,245652035.52918175,68675542.98,109758251.93145774,174858388.77,41072928.29000001,65643351.55135775,TRUE,FALSE,201610,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,673074534.1,136197257.22000003,TRUE,FALSE,816687,593000,FALSE,TRUE,FALSE,,pre,1.5982145487138275,816687,resident_population_annual,217672437.98392344,266.53104308495597,356.4526059094638,80.37761290599428,1549.5838803119077,244.10824682180626,300.79092177196617,134.39451335879932,2018-11-07,2018-12-10,266.2984437383312,364.36089617878076,81.26037711525218,1496.2979486630106
AC,2016B6,2016-12-01,2016,6,12,Acre,North,1311851767.17,2086593397.8437436,232278482.66,369455422.1054085,,,0,0,0,0.17706153124379603,1316655447.87,2094233993.134164,187737532.32,298609877.4798728,258699239.48,411479512.11793727,105307026.46,167498304.04391846,269456474.35,94598085.58,150464973.07062468,TRUE,FALSE,201612,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,844675125.44,171600591.34000003,TRUE,FALSE,816687,593000,FALSE,TRUE,FALSE,,pre,1.590571015767322,816687,resident_population_annual,272942926.873937,334.2075077403424,452.3831309980549,184.23823701200666,2564.3043089141424,365.6356443531889,503.83991923213824,205.09485769201476,2018-11-07,2018-12-10,279.1702634691374,381.95839238905853,112.34972124729526,1768.349390550712
AC,2017B1,2017-02-01,2017,1,12,Acre,North,912879839.64,1441744947.385373,197653476.99,312161458.0686345,,,0,0,0,0.2165164224329304,614345740.63,970258985.947505,115590616.95,182556543.2779641,108523293.52,171394857.58364645,66947514.57,105732689.75834753,15140347.86,15140347.86,23911712.233036235,TRUE,FALSE,201702,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,152458276.82,152458276.82,TRUE,FALSE,829619,598000,FALSE,TRUE,FALSE,,pre,1.5793370439136158,829619,resident_population_annual,240783004.23306254,290.23323264421686,376.2708641781764,28.82252242660334,1169.523583654069,220.048652788767,206.5946628315485,127.44728575207117,2018-11-07,2018-12-10,287.983442495926,388.01378709602307,101.32415527639304,1671.48410791914
AC,2017B2,2017-04-01,2017,2,12,Acre,North,776019084.45,1220831325.8940363,190069245.76,299016472.61332405,,,0,0,0,0.2449285714341815,743934416.34,1170355804.4867723,130733734.6,205669991.5620188,153535485.44,241541650.22158912,82464345.34,129732706.42147788,54743423.44,39603075.58,62303461.65272473,TRUE,FALSE,201704,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,289446406.15,136988129.32999998,TRUE,FALSE,829619,597000,FALSE,TRUE,FALSE,,pre,1.5731975544896488,829619,resident_population_annual,215509390.0560677,259.76911094860134,360.42625905786156,75.09888473229847,1410.7148034058673,247.9089697343224,291.14768372179174,156.37624791799354,2018-11-07,2018-12-10,287.68522360452914,386.3832150358892,92.13431426922568,1673.5316440714967
AC,2017B3,2017-06-01,2017,3,12,Acre,North,938052622.71,1474572436.3169284,214360113.07,336963520.5172509,,,0,0,0,0.2285160852178222,966236710.39,1518876431.4548595,134005038.68,210649308.5582472,185682705.09,291884050.2097561,85851727.77,134954679.8495157,91772328.4,37028904.96000001,58207611.46989023,TRUE,FALSE,201706,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,436235066.78,146788660.63,TRUE,FALSE,829619,597000,FALSE,TRUE,FALSE,,pre,1.5719506567306873,829619,resident_population_annual,230744531.4779465,278.1331327729313,406.1665903471966,70.16185920270658,1830.8120130503996,253.91090194203267,351.8290326158828,162.67067153659175,2018-11-07,2018-12-10,290.585746026523,398.81171114532236,89.58037584340376,1743.8386772561196
AC,2017B4,2017-08-01,2017,4,12,Acre,North,765325620.01,1197897885.029839,217950270.04,341138674.43662333,,,0,0,0,0.28478109753747977,864075456.1299996,1352462447.8020158,138746590.06,217168016.3873312,185771285.46,290771697.86750484,79765825.11,124850535.1169095,141481588.31,49709259.91,77805597.71644585,TRUE,FALSE,201708,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,595299658.25,159064591.47000003,TRUE,FALSE,829619,597000,FALSE,TRUE,FALSE,,pre,1.5652133597908129,829619,resident_population_annual,248970023.6385118,300.1016414022724,411.1992064268337,93.7847345786992,1630.2211591128166,261.7683736598742,350.4882335957889,150.49141246392563,2018-11-07,2018-12-10,282.05927944200545,388.51573000251705,66.9670002350769,1510.3178898057881
AC,2017B5,2017-10-01,2017,5,12,Acre,North,772394220.9,1201982282.7014148,223487001.28,347785377.8341604,,,0,0,0,0.2893431815421808,860062317.5700002,1338409376.6699724,126901493.91,197481212.57358503,193354543.21,300893933.3433135,79096035.75,123087448.13320716,190243422.43,48761834.120000005,75882054.91228494,TRUE,FALSE,201710,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,763115486.5,167815828.25,TRUE,FALSE,829619,596000,FALSE,TRUE,FALSE,,pre,1.5561772087067864,829619,resident_population_annual,261151167.1829025,314.7844579052583,419.2109604941068,91.46614881323227,1613.281972411399,238.03844002317334,362.68929875438425,148.36623574581483,2018-11-07,2018-12-10,288.1970857572658,399.2507540814997,82.62790683173412,1621.2574869951206
AC,2017B6,2017-12-01,2017,6,12,Acre,North,1079970400.35,1668589261.052593,242009543.6,373912586.30081886,,,0,0,0,0.22408905236807308,1304955076.2500005,2016197875.128012,162250564.13,250682378.72010583,303618150.04,469099879.45337576,112267786.09,173457367.13822305,279496146.42,89252723.99000001,137898350.47436553,TRUE,FALSE,201712,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,938974808.77,175859322.26999998,TRUE,FALSE,829619,596000,FALSE,TRUE,FALSE,,pre,1.5450324013619554,829619,resident_population_annual,271708350.9887041,327.50979785745517,450.7039813466409,166.2188914120404,2430.269648028808,302.16566727631096,565.4401351142823,209.0807553084284,2018-11-07,2018-12-10,305.1322574844793,421.82018465369447,105.40790850166961,1876.146198150856
AC,2018B1,2018-02-01,2018,1,12,Acre,North,1143809492.16,1756490416.5170636,271756471.52,417322675.78052294,657218188.11,21025547.15,678243735.26,1041544618.4112267,0.5929691438206083,0.23758892838597437,698818965.17,1073140958.8877356,113264158.95,173934043.29495713,136665921.26,209870946.6944048,75323747.02,115670870.61581962,19016344.28,19016344.28,29202438.61758116,TRUE,FALSE,201802,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,173411132.02,173411132.02,TRUE,FALSE,869265,603000,FALSE,TRUE,FALSE,,pre,1.5356494491054282,869265,resident_population_annual,266298709.3552617,306.3492828484544,480.0868271246662,33.594402877811895,1234.5383270783198,200.09323197754094,241.43494411302055,133.0674427427995,2018-11-07,2018-12-10,312.18629500336004,440.3002438480619,96.26604442044594,1727.0777766578358
AC,2018B2,2018-04-01,2018,2,12,Acre,North,884616014.85,1354260287.3615303,235720445.35,360864864.18721306,449248060.93,28035642.21,477283703.14,730674500.7063353,0.5395377148139587,0.26646640055456144,836863935.6899999,1281156541.374863,134963644.4,206616091.93170196,181174964.38,277361086.85029626,85899694.6,131504000.76465867,58535764.42,39519420.14,60500353.12127206,TRUE,FALSE,201804,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,342726338.83,169315206.80999997,TRUE,FALSE,869265,603000,FALSE,TRUE,FALSE,,pre,1.5309018428647436,869265,resident_population_annual,259204962.13045415,298.18865608353514,415.13792018223796,69.59943529449829,1473.8388654493888,237.69056839019396,319.0754106633722,151.28183093148658,2018-11-07,2018-12-10,311.70804867367576,441.28492228691294,90.21971959939572,1687.9822032419788
AC,2018B3,2018-06-01,2018,3,12,Acre,North,1050289427.85,1581555413.2646718,226438489.69,340977457.8744429,519380100.96,5145644.5,524525745.46,789845646.47777,0.4994106686703806,0.2155962763078859,843154440.3,1269645712.8054194,144327652.08,217332645.05781937,213094929.18,320884348.4921887,89333738.08,134521259.8557838,100156651.87,41620887.45,62673905.0265183,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,505815346.82,163089007.99,TRUE,FALSE,869265,603000,FALSE,TRUE,FALSE,,pre,1.5058281758602508,869265,resident_population_annual,245584023.40443957,282.51916665739395,392.2595041494169,72.09988326519336,1460.5968407855135,250.0188608281932,369.14444788664986,154.7528772650271,2018-11-07,2018-12-10,303.6417258617097,434.5470582007405,85.37815321238598,1649.8109203355075
AC,2018B4,2018-08-01,2018,4,12,Acre,North,926019017.04,1391088762.9430623,260333183.78,391078973.44823754,403269545.35,6334073.96,409603619.31,615316728.4882406,0.4423274379604959,0.2811315739628647,1007856295.19,1514026754.4199624,150423640.48,225970128.153077,212179020.92,318740594.2024227,97721227.5,146799254.63170117,172413612.88,72256961.00999999,108546201.1641216,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,697597466.44,191782119.62000006,TRUE,FALSE,869265,610000,FALSE,TRUE,FALSE,,pre,1.5022248326925813,869265,resident_population_annual,288099862.55958325,331.4292678982626,449.8961461099176,124.87124313543235,1741.7321005906856,259.95539697684484,366.6782790086138,168.87744776529732,2018-11-07,2018-12-10,304.6215933719115,434.34509939155964,75.04124114323398,1477.6765334759768
AC,2018B5,2018-10-01,2018,5,12,Acre,North,786402761.69,1170444551.6960852,259022380.02,385516618.4948776,359610232.15,3113629.1,362723861.25,539860981.9958721,0.4612443889063881,0.3293762339584797,1010867230.0700002,1504526814.454332,152729015.28,227314618.5756296,206575498.02,307457168.1968815,97800944.6,145562284.7913204,264786777.17,92373164.29,137483834.1536469,TRUE,FALSE,201810,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,889480671.54,191883205.0999999,TRUE,FALSE,869265,620000,FALSE,TRUE,FALSE,,pre,1.4883525449233788,869265,resident_population_annual,285589856.6386395,328.54176417851806,443.4972286873135,158.16101436690408,1730.803396495122,261.50209496025906,353.69785761175416,167.45444115582754,2018-11-07,2018-12-10,310.1697137044274,425.1976997822215,106.18289401550702,1601.7428008301774
AC,2018B6,2018-12-01,2018,6,12,Acre,North,1220045296.31,1816954026.0571637,391129058.98,582489453.9334292,545851580.33,15635967.17,561487547.5,836196051.9799151,0.4602186076190832,0.3205856865830812,1432214320.8099997,2132927018.5647664,175276193.6,261030296.65922785,355434156.54,529330774.58420247,133740525.67,199173249.7949521,400370322.94,135583545.77,201917969.84832004,TRUE,FALSE,201812,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,1201129953.11,311649281.56999993,TRUE,FALSE,869265,620000,FALSE,TRUE,FALSE,,crisis,1.4892512856305422,869265,resident_population_annual,464124093.2439572,533.9270455430245,670.0942220536076,232.28586201943025,2453.713215837249,300.288515768181,608.9406275234853,229.12834382490047,2018-11-07,2018-12-10,533.9270455430245,670.0942220536076,232.28586201943025,2453.713215837249
AC,2019B1,2019-02-01,2019,1,12,Acre,North,1048849462.53,1550352877.7059636,250975393.87,370978331.991673,591537401.3,4167478.47,595704879.77,880538921.559955,0.5679603232412975,0.23928638268508567,689144830.49,1018656832.3438509,109433707.16,161759021.55137438,129866591.7,191961812.77940217,96909481.6,143246384.77016497,145288.01,145288.01,214756.9240835933,TRUE,FALSE,201902,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,231491019.88,231491019.88,TRUE,FALSE,881935,622000,FALSE,TRUE,FALSE,,post,1.4781462288842229,881935,resident_population_annual,342177578.05618465,387.9850307065539,420.6413533782796,0.2435065215504468,1155.0248400889532,183.4137680797047,217.65981935108843,162.42283702332367,2018-11-07,2018-12-10,387.9850307065539,420.6413533782796,0.2435065215504468,1155.0248400889532
AC,2019B2,2019-04-01,2019,2,12,Acre,North,947510324.19,1382254915.2246444,248901629.4,363104751.32784194,469860759.5,9403272.56,479264032.06,699163953.2494164,0.5058140474297305,0.26269015022372344,759631104.1299999,1108171384.1364577,129232270.93,188527699.52806884,160265170.26,233799372.6037518,93882238.78,136958070.7385798,6606321.64,6461033.63,9425538.977777274,TRUE,FALSE,201904,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,376608218.21,145117198.32999998,TRUE,FALSE,881935,620000,FALSE,TRUE,FALSE,,post,1.4588283419563741,881935,resident_population_annual,211701081.82910818,240.04159244060864,411.7137332432004,10.687339744740003,1256.5227416266025,213.76597995098146,265.0981904604668,155.29270381443055,2018-11-07,2018-12-10,314.0133115735813,416.17754331074,5.465423133145225,1205.7737908577778
AC,2019B3,2019-06-01,2019,3,12,Acre,North,977538892.89,1424067685.1971223,248523009.47,362045530.2477571,522482756.02,1044558.4,523527314.42,762668714.4686825,0.5355565064754013,0.2542333724802146,1010335164.2000004,1471844925.066784,123130318.03,179374865.03086773,217449726.04,316778319.7792181,100996006.15,147129847.966437,25980983.85,19374662.21,28224790.405322105,TRUE,FALSE,201906,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,546221630.77,169613412.56,TRUE,FALSE,881935,620000,FALSE,TRUE,FALSE,,post,1.456788773883976,881935,resident_population_annual,247090915.31755936,280.169077446251,410.512713802896,32.0032546676593,1668.8814085695476,203.3878517474278,359.18556331160244,166.8261810297097,2018-11-07,2018-12-10,302.7319001978045,414.2892668081253,14.31136697798325,1360.1429967617012
AC,2019B4,2019-08-01,2019,4,12,Acre,North,970887968.3,1410143613.2269356,320487935.91,465485236.91265315,441866624.34,22973188.98,464839813.32,675145758.6548804,0.4787780140420554,0.3300977521342305,1134053753.6299996,1647129957.267364,163060439.64,236833337.14696133,263492847.39,382704048.262731,114490761.75,166289439.90102303,47758293,21777309.15,31629945.38382416,TRUE,FALSE,201908,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,789525136.36,243303505.59000003,TRUE,FALSE,881935,623000,FALSE,TRUE,FALSE,,post,1.4524267055199591,881935,resident_population_annual,353380509.06554073,400.6877026827836,527.7999364042171,35.86425913907959,1867.6319198890667,268.53831308085216,433.9367960935114,188.55067539106966,2018-11-07,2018-12-10,327.2208508190493,442.66693420714824,19.699590018257336,1487.0152275435426
