period_date,event_time,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmented_synthetic_value,scm_gap,augmented_gap,outcome,family
2017-01-01,-23,12.948260100810804,-60.99523319586447,70.45198410965655,16.23776739188721,9.456750913792078,73.94349329667527,3.4915091870187265,formal_hiring_3m,monthly
2017-02-01,-22,65.36327018194301,0.9729697537806175,165.3153798547965,1.8329807108324339,166.2883496085771,64.39030042816239,-100.9250794266341,formal_hiring_3m,monthly
2017-03-01,-21,72.8019635570927,-16.255360775223533,61.70754066723564,16.23776739188721,45.45217989201211,89.05732433231624,27.349783665080594,formal_hiring_3m,monthly
2017-04-01,-20,51.060982744148,-68.57318655915226,4.097017681876447,143.8449888287663,-64.47616887727581,119.63416930330027,115.53715162142382,formal_hiring_3m,monthly
2017-05-01,-19,90.9149958780519,-44.58364823100415,41.9839328122269,1.8329807108324339,-2.599715418777251,135.49864410905604,93.51471129682915,formal_hiring_3m,monthly
2017-06-01,-18,142.5060096237081,-15.613549217145904,81.42216069968903,0.2069138081114788,65.80861148254313,158.119558840854,76.69739814116498,formal_hiring_3m,monthly
2017-07-01,-17,121.4141033139629,29.173838547413744,71.81954012118983,5.455594781168514,100.99337866860358,92.24026476654916,20.420724645359314,formal_hiring_3m,monthly
2017-08-01,-16,92.29321875166532,13.733862426759744,46.56832962524526,16.23776739188721,60.302192052005005,78.55935632490558,31.991026699660317,formal_hiring_3m,monthly
2017-09-01,-15,75.1505230195262,-4.487400657578163,88.19772064530197,5.455594781168514,83.7103199877238,79.63792367710437,-8.559796968197602,formal_hiring_3m,monthly
2017-10-01,-14,76.3226469911551,-12.965557257151563,0.006357894150224142,100000,-12.95919936300134,89.28820424830666,89.28184635415644,formal_hiring_3m,monthly
2017-11-01,-13,30.992047901030844,-10.878860213406929,-0.002079587847253265,100000,-10.880939801254183,41.870908114437775,41.87298770228503,formal_hiring_3m,monthly
2017-12-01,-12,42.284564616717745,19.34467887584384,-0.01031476351290962,100000,19.33436411233093,22.939885740873905,22.950200504386814,formal_hiring_3m,monthly
2018-01-01,-11,49.42243959312644,9.835665909644796,3.760469441872721,48.32930238571752,13.596135351517518,39.586773683481645,35.82630424160892,formal_hiring_3m,monthly
2018-02-01,-10,51.84845184614192,-21.43901661345514,3.2222804989821117,143.8449888287663,-18.21673611447303,73.28746845959706,70.06518796061495,formal_hiring_3m,monthly
2018-03-01,-9,25.51192962453549,-25.262871557253018,85.25881010278438,0.2069138081114788,59.99593854553136,50.774801181788504,-34.48400892099587,formal_hiring_3m,monthly
2018-04-01,-8,15.22985717143229,17.01164717259417,2.037618421088763,1.8329807108324339,19.049265593682932,-1.7817900011618804,-3.8194084222506426,formal_hiring_3m,monthly
2018-05-01,-7,-22.450437141760325,19.67338297024721,-41.41244512371138,1.8329807108324339,-21.739062153464168,-42.123820112007536,-0.7113749882961571,formal_hiring_3m,monthly
2018-06-01,-6,-42.612947939008095,-1.9859871223583052,-79.1404818561549,0.023357214690901212,-81.12646897851322,-40.62696081664979,38.51352103950512,formal_hiring_3m,monthly
2018-07-01,-5,-66.17964961062776,-19.329897573002857,-16.262282758831414,1e-4,-35.59218033183427,-46.84975203762491,-30.587469278793492,formal_hiring_3m,monthly
2018-08-01,-4,-39.56521925057143,-2.5943604325616194,-12.148749900013367,0.615848211066026,-14.743110332574986,-36.97085881800981,-24.822108917996445,formal_hiring_3m,monthly
2018-09-01,-3,6.80626051723117,14.682603331639784,3.853464235388461,0.06951927961775606,18.536067567028244,-7.8763428144086145,-11.729807049797074,formal_hiring_3m,monthly
2018-10-01,-2,39.55811807229584,34.04921738164043,-24.35993659235766,0.06951927961775606,9.689280789282773,5.508900690655409,29.868837283013068,formal_hiring_3m,monthly
2018-11-01,-1,50.36509184084503,49.327632251045856,15.110476121538783,0.2069138081114788,64.43810837258464,1.0374595897991767,-14.073016531739604,formal_hiring_3m,monthly
2018-12-01,0,43.61210728573043,39.584815562924334,31.533369006270878,5.455594781168514,71.11818456919521,4.027291722806098,-27.506077283464776,formal_hiring_3m,monthly
2019-01-01,1,-27.159252690010575,-36.23718806679961,11.500198391039627,16.23776739188721,-24.736989675759986,9.077935376789036,-2.422263014250589,formal_hiring_3m,monthly
2019-02-01,2,-57.7829994166768,-45.37548750621198,-27.32402484081281,16.23776739188721,-72.6995123470248,-12.40751191046482,14.916512930347992,formal_hiring_3m,monthly
2019-03-01,3,-60.78331434286041,-58.08708292690642,-33.119135088675584,16.23776739188721,-91.20621801558201,-2.6962314159539886,30.422903672721603,formal_hiring_3m,monthly
2019-04-01,4,12.351646195223598,31.29555848924471,-27.172313140016094,16.23776739188721,4.123245349228615,-18.94391229402111,8.228400845994983,formal_hiring_3m,monthly
2019-05-01,5,95.9397640848811,64.29831597474676,-7.88596547607201,48.32930238571752,56.41235049867475,31.64144811013435,39.52741358620636,formal_hiring_3m,monthly
2019-06-01,6,137.11199673041182,76.76718732904718,-4.543476943136088,48.32930238571752,72.22371038591109,60.34480940136464,64.88828634450073,formal_hiring_3m,monthly
2019-07-01,7,162.1227896153796,28.092423583451108,-18.85117246180408,16.23776739188721,9.241251121647029,134.03036603192848,152.88153849373256,formal_hiring_3m,monthly
2019-08-01,8,116.4116744339611,17.727767523860308,5.927226327439004,16.23776739188721,23.654993851299313,98.68390691010079,92.75668058266179,formal_hiring_3m,monthly
2019-09-01,9,75.8765743333892,48.06805114594342,12.6235212625665,16.23776739188721,60.69157240850992,27.80852318744578,15.18500192487928,formal_hiring_3m,monthly
2019-10-01,10,57.026681120029494,36.58925469303083,29.519778621905395,5.455594781168514,66.10903331493623,20.437426426998663,-9.082352194906733,formal_hiring_3m,monthly
2019-11-01,11,110.5111290215945,-8.75732708223131,23.8423906094698,16.23776739188721,15.08506352723849,119.26845610382581,95.42606549435601,formal_hiring_3m,monthly
2019-12-01,12,153.7626530738412,-15.536240478883864,4.660240591112006,16.23776739188721,-10.875999887771858,169.29889355272505,164.63865296161305,formal_hiring_3m,monthly
2020-01-01,13,178.61761406837252,40.79322427111109,-2.8329377149301225,48.32930238571752,37.96028655618097,137.82438979726143,140.65732751219156,formal_hiring_3m,monthly
2020-02-01,14,247.2561043934952,135.72020506639262,-2.773058272654453,48.32930238571752,132.94714679373817,111.53589932710258,114.30895759975704,formal_hiring_3m,monthly
2020-03-01,15,260.4839065900956,123.29358405976635,31.104376992429938,16.23776739188721,154.39796105219628,137.19032253032927,106.08594553789933,formal_hiring_3m,monthly
2020-04-01,16,-15.342936271408604,-67.40050619865809,52.45408745360037,5.455594781168514,-14.94641874505772,52.05756992724949,-0.396517526350884,formal_hiring_3m,monthly
2020-05-01,17,-181.4857984080358,-193.62596380916958,93.01761797780944,5.455594781168514,-100.60834583136014,12.140165401133771,-80.87745257667567,formal_hiring_3m,monthly
2020-06-01,18,-238.1531788043323,-229.5457327896704,64.2391894108452,5.455594781168514,-165.3065433788252,-8.607446014661889,-72.84663542550709,formal_hiring_3m,monthly
2020-07-01,19,13.272206042317194,-72.91229751477034,20.47452944579597,16.23776739188721,-52.43776806897438,86.18450355708754,65.70997411129157,formal_hiring_3m,monthly
2020-08-01,20,105.9052088405711,27.00873172528078,-9.953279823156121,48.32930238571752,17.05545190212466,78.89647711529032,88.84975693844645,formal_hiring_3m,monthly
2020-09-01,21,197.9499290112542,98.47338362750591,-17.372953218090977,48.32930238571752,81.10043040941494,99.47654538374829,116.84949860183926,formal_hiring_3m,monthly
2020-10-01,22,261.3136382650724,183.17716317105754,-4.485061352455127,48.32930238571752,178.69210181860242,78.13647509401488,82.62153644647,formal_hiring_3m,monthly
2020-11-01,23,323.5473763373637,233.3023419339094,-17.836375423014474,16.23776739188721,215.46596651089493,90.2450344034543,108.08140982646876,formal_hiring_3m,monthly
