nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,brasil_codigo,brasil,variavel_codigo,variavel,mes_codigo,mes,downloaded_at
1,Brasil,30,Número-índice,2994.19,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200910,outubro 2009,2026-05-13
1,Brasil,30,Número-índice,3006.47,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200911,novembro 2009,2026-05-13
1,Brasil,30,Número-índice,3017.59,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200912,dezembro 2009,2026-05-13
1,Brasil,30,Número-índice,3040.22,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201001,janeiro 2010,2026-05-13
1,Brasil,30,Número-índice,3063.93,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201002,fevereiro 2010,2026-05-13
1,Brasil,30,Número-índice,3079.86,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201003,março 2010,2026-05-13
1,Brasil,30,Número-índice,3097.42,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201004,abril 2010,2026-05-13
1,Brasil,30,Número-índice,3110.74,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201005,maio 2010,2026-05-13
1,Brasil,30,Número-índice,3110.74,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201006,junho 2010,2026-05-13
1,Brasil,30,Número-índice,3111.05,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201007,julho 2010,2026-05-13
1,Brasil,30,Número-índice,3112.29,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201008,agosto 2010,2026-05-13
1,Brasil,30,Número-índice,3126.29,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201009,setembro 2010,2026-05-13
1,Brasil,30,Número-índice,3149.74,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201010,outubro 2010,2026-05-13
1,Brasil,30,Número-índice,3175.88,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201011,novembro 2010,2026-05-13
1,Brasil,30,Número-índice,3195.89,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201012,dezembro 2010,2026-05-13
1,Brasil,30,Número-índice,3222.42,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201101,janeiro 2011,2026-05-13
1,Brasil,30,Número-índice,3248.2,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201102,fevereiro 2011,2026-05-13
1,Brasil,30,Número-índice,3273.86,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201103,março 2011,2026-05-13
1,Brasil,30,Número-índice,3299.07,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201104,abril 2011,2026-05-13
1,Brasil,30,Número-índice,3314.58,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201105,maio 2011,2026-05-13
1,Brasil,30,Número-índice,3319.55,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201106,junho 2011,2026-05-13
1,Brasil,30,Número-índice,3324.86,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201107,julho 2011,2026-05-13
1,Brasil,30,Número-índice,3337.16,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201108,agosto 2011,2026-05-13
1,Brasil,30,Número-índice,3354.85,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201109,setembro 2011,2026-05-13
1,Brasil,30,Número-índice,3369.28,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201110,outubro 2011,2026-05-13
1,Brasil,30,Número-índice,3386.8,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201111,novembro 2011,2026-05-13
1,Brasil,30,Número-índice,3403.73,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201112,dezembro 2011,2026-05-13
1,Brasil,30,Número-índice,3422.79,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201201,janeiro 2012,2026-05-13
1,Brasil,30,Número-índice,3438.19,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201202,fevereiro 2012,2026-05-13
1,Brasil,30,Número-índice,3445.41,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201203,março 2012,2026-05-13
1,Brasil,30,Número-índice,3467.46,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201204,abril 2012,2026-05-13
1,Brasil,30,Número-índice,3479.94,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201205,maio 2012,2026-05-13
1,Brasil,30,Número-índice,3482.72,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201206,junho 2012,2026-05-13
1,Brasil,30,Número-índice,3497.7,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201207,julho 2012,2026-05-13
1,Brasil,30,Número-índice,3512.04,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201208,agosto 2012,2026-05-13
1,Brasil,30,Número-índice,3532.06,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201209,setembro 2012,2026-05-13
1,Brasil,30,Número-índice,3552.9,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201210,outubro 2012,2026-05-13
1,Brasil,30,Número-índice,3574.22,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201211,novembro 2012,2026-05-13
1,Brasil,30,Número-índice,3602.46,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201212,dezembro 2012,2026-05-13
1,Brasil,30,Número-índice,3633.44,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201301,janeiro 2013,2026-05-13
1,Brasil,30,Número-índice,3655.24,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201302,fevereiro 2013,2026-05-13
1,Brasil,30,Número-índice,3672.42,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201303,março 2013,2026-05-13
1,Brasil,30,Número-índice,3692.62,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201304,abril 2013,2026-05-13
1,Brasil,30,Número-índice,3706.28,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201305,maio 2013,2026-05-13
1,Brasil,30,Número-índice,3715.92,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201306,junho 2013,2026-05-13
1,Brasil,30,Número-índice,3717.03,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201307,julho 2013,2026-05-13
1,Brasil,30,Número-índice,3725.95,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201308,agosto 2013,2026-05-13
1,Brasil,30,Número-índice,3738.99,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201309,setembro 2013,2026-05-13
1,Brasil,30,Número-índice,3760.3,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201310,outubro 2013,2026-05-13
1,Brasil,30,Número-índice,3780.61,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201311,novembro 2013,2026-05-13
1,Brasil,30,Número-índice,3815.39,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201312,dezembro 2013,2026-05-13
1,Brasil,30,Número-índice,3836.37,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201401,janeiro 2014,2026-05-13
1,Brasil,30,Número-índice,3862.84,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201402,fevereiro 2014,2026-05-13
1,Brasil,30,Número-índice,3898.38,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201403,março 2014,2026-05-13
1,Brasil,30,Número-índice,3924.5,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201404,abril 2014,2026-05-13
1,Brasil,30,Número-índice,3942.55,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201405,maio 2014,2026-05-13
1,Brasil,30,Número-índice,3958.32,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201406,junho 2014,2026-05-13
1,Brasil,30,Número-índice,3958.72,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201407,julho 2014,2026-05-13
1,Brasil,30,Número-índice,3968.62,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201408,agosto 2014,2026-05-13
1,Brasil,30,Número-índice,3991.24,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201409,setembro 2014,2026-05-13
1,Brasil,30,Número-índice,4008,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201410,outubro 2014,2026-05-13
1,Brasil,30,Número-índice,4028.44,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201411,novembro 2014,2026-05-13
1,Brasil,30,Número-índice,4059.86,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201412,dezembro 2014,2026-05-13
1,Brasil,30,Número-índice,4110.2,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201501,janeiro 2015,2026-05-13
1,Brasil,30,Número-índice,4160.34,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201502,fevereiro 2015,2026-05-13
1,Brasil,30,Número-índice,4215.26,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201503,março 2015,2026-05-13
1,Brasil,30,Número-índice,4245.19,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201504,abril 2015,2026-05-13
1,Brasil,30,Número-índice,4276.6,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201505,maio 2015,2026-05-13
1,Brasil,30,Número-índice,4310.39,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201506,junho 2015,2026-05-13
1,Brasil,30,Número-índice,4337.11,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201507,julho 2015,2026-05-13
1,Brasil,30,Número-índice,4346.65,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201508,agosto 2015,2026-05-13
1,Brasil,30,Número-índice,4370.12,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201509,setembro 2015,2026-05-13
1,Brasil,30,Número-índice,4405.95,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201510,outubro 2015,2026-05-13
1,Brasil,30,Número-índice,4450.45,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201511,novembro 2015,2026-05-13
1,Brasil,30,Número-índice,4493.17,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201512,dezembro 2015,2026-05-13
1,Brasil,30,Número-índice,4550.23,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201601,janeiro 2016,2026-05-13
1,Brasil,30,Número-índice,4591.18,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201602,fevereiro 2016,2026-05-13
1,Brasil,30,Número-índice,4610.92,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201603,março 2016,2026-05-13
1,Brasil,30,Número-índice,4639.05,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201604,abril 2016,2026-05-13
1,Brasil,30,Número-índice,4675.23,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201605,maio 2016,2026-05-13
1,Brasil,30,Número-índice,4691.59,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201606,junho 2016,2026-05-13
1,Brasil,30,Número-índice,4715.99,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201607,julho 2016,2026-05-13
1,Brasil,30,Número-índice,4736.74,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201608,agosto 2016,2026-05-13
1,Brasil,30,Número-índice,4740.53,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201609,setembro 2016,2026-05-13
1,Brasil,30,Número-índice,4752.86,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201610,outubro 2016,2026-05-13
1,Brasil,30,Número-índice,4761.42,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201611,novembro 2016,2026-05-13
1,Brasil,30,Número-índice,4775.7,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201612,dezembro 2016,2026-05-13
1,Brasil,30,Número-índice,4793.85,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201701,janeiro 2017,2026-05-13
1,Brasil,30,Número-índice,4809.67,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201702,fevereiro 2017,2026-05-13
1,Brasil,30,Número-índice,4821.69,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201703,março 2017,2026-05-13
1,Brasil,30,Número-índice,4828.44,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201704,abril 2017,2026-05-13
1,Brasil,30,Número-índice,4843.41,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201705,maio 2017,2026-05-13
1,Brasil,30,Número-índice,4832.27,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201706,junho 2017,2026-05-13
1,Brasil,30,Número-índice,4843.87,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201707,julho 2017,2026-05-13
1,Brasil,30,Número-índice,4853.07,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201708,agosto 2017,2026-05-13
1,Brasil,30,Número-índice,4860.83,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201709,setembro 2017,2026-05-13
1,Brasil,30,Número-índice,4881.25,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201710,outubro 2017,2026-05-13
1,Brasil,30,Número-índice,4894.92,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201711,novembro 2017,2026-05-13
1,Brasil,30,Número-índice,4916.46,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201712,dezembro 2017,2026-05-13
1,Brasil,30,Número-índice,4930.72,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201801,janeiro 2018,2026-05-13
1,Brasil,30,Número-índice,4946.5,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201802,fevereiro 2018,2026-05-13
1,Brasil,30,Número-índice,4950.95,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201803,março 2018,2026-05-13
1,Brasil,30,Número-índice,4961.84,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201804,abril 2018,2026-05-13
1,Brasil,30,Número-índice,4981.69,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201805,maio 2018,2026-05-13
1,Brasil,30,Número-índice,5044.46,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201806,junho 2018,2026-05-13
1,Brasil,30,Número-índice,5061.11,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201807,julho 2018,2026-05-13
1,Brasil,30,Número-índice,5056.56,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201808,agosto 2018,2026-05-13
1,Brasil,30,Número-índice,5080.83,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201809,setembro 2018,2026-05-13
1,Brasil,30,Número-índice,5103.69,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201810,outubro 2018,2026-05-13
1,Brasil,30,Número-índice,5092.97,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201811,novembro 2018,2026-05-13
1,Brasil,30,Número-índice,5100.61,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201812,dezembro 2018,2026-05-13
1,Brasil,30,Número-índice,5116.93,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201901,janeiro 2019,2026-05-13
1,Brasil,30,Número-índice,5138.93,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201902,fevereiro 2019,2026-05-13
1,Brasil,30,Número-índice,5177.47,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201903,março 2019,2026-05-13
1,Brasil,30,Número-índice,5206.98,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201904,abril 2019,2026-05-13
1,Brasil,30,Número-índice,5213.75,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201905,maio 2019,2026-05-13
1,Brasil,30,Número-índice,5214.27,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201906,junho 2019,2026-05-13
1,Brasil,30,Número-índice,5224.18,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201907,julho 2019,2026-05-13
1,Brasil,30,Número-índice,5229.93,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201908,agosto 2019,2026-05-13
1,Brasil,30,Número-índice,5227.84,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201909,setembro 2019,2026-05-13
1,Brasil,30,Número-índice,5233.07,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201910,outubro 2019,2026-05-13
1,Brasil,30,Número-índice,5259.76,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201911,novembro 2019,2026-05-13
1,Brasil,30,Número-índice,5320.25,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),201912,dezembro 2019,2026-05-13
1,Brasil,30,Número-índice,5331.42,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202001,janeiro 2020,2026-05-13
1,Brasil,30,Número-índice,5344.75,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202002,fevereiro 2020,2026-05-13
1,Brasil,30,Número-índice,5348.49,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202003,março 2020,2026-05-13
1,Brasil,30,Número-índice,5331.91,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202004,abril 2020,2026-05-13
1,Brasil,30,Número-índice,5311.65,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202005,maio 2020,2026-05-13
1,Brasil,30,Número-índice,5325.46,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202006,junho 2020,2026-05-13
1,Brasil,30,Número-índice,5344.63,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202007,julho 2020,2026-05-13
1,Brasil,30,Número-índice,5357.46,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202008,agosto 2020,2026-05-13
1,Brasil,30,Número-índice,5391.75,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202009,setembro 2020,2026-05-13
1,Brasil,30,Número-índice,5438.12,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202010,outubro 2020,2026-05-13
1,Brasil,30,Número-índice,5486.52,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202011,novembro 2020,2026-05-13
1,Brasil,30,Número-índice,5560.59,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202012,dezembro 2020,2026-05-13
1,Brasil,30,Número-índice,5574.49,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202101,janeiro 2021,2026-05-13
1,Brasil,30,Número-índice,5622.43,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202102,fevereiro 2021,2026-05-13
1,Brasil,30,Número-índice,5674.72,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202103,março 2021,2026-05-13
1,Brasil,30,Número-índice,5692.31,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202104,abril 2021,2026-05-13
1,Brasil,30,Número-índice,5739.56,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202105,maio 2021,2026-05-13
1,Brasil,30,Número-índice,5769.98,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202106,junho 2021,2026-05-13
1,Brasil,30,Número-índice,5825.37,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202107,julho 2021,2026-05-13
1,Brasil,30,Número-índice,5876.05,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202108,agosto 2021,2026-05-13
1,Brasil,30,Número-índice,5944.21,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202109,setembro 2021,2026-05-13
1,Brasil,30,Número-índice,6018.51,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202110,outubro 2021,2026-05-13
1,Brasil,30,Número-índice,6075.69,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202111,novembro 2021,2026-05-13
1,Brasil,30,Número-índice,6120.04,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202112,dezembro 2021,2026-05-13
1,Brasil,30,Número-índice,6153.09,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202201,janeiro 2022,2026-05-13
1,Brasil,30,Número-índice,6215.24,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202202,fevereiro 2022,2026-05-13
1,Brasil,30,Número-índice,6315.93,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202203,março 2022,2026-05-13
1,Brasil,30,Número-índice,6382.88,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202204,abril 2022,2026-05-13
1,Brasil,30,Número-índice,6412.88,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202205,maio 2022,2026-05-13
1,Brasil,30,Número-índice,6455.85,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202206,junho 2022,2026-05-13
1,Brasil,30,Número-índice,6411.95,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202207,julho 2022,2026-05-13
1,Brasil,30,Número-índice,6388.87,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202208,agosto 2022,2026-05-13
1,Brasil,30,Número-índice,6370.34,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202209,setembro 2022,2026-05-13
1,Brasil,30,Número-índice,6407.93,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202210,outubro 2022,2026-05-13
1,Brasil,30,Número-índice,6434.2,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202211,novembro 2022,2026-05-13
1,Brasil,30,Número-índice,6474.09,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202212,dezembro 2022,2026-05-13
1,Brasil,30,Número-índice,6508.4,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202301,janeiro 2023,2026-05-13
1,Brasil,30,Número-índice,6563.07,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202302,fevereiro 2023,2026-05-13
1,Brasil,30,Número-índice,6609.67,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202303,março 2023,2026-05-13
1,Brasil,30,Número-índice,6649.99,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202304,abril 2023,2026-05-13
1,Brasil,30,Número-índice,6665.28,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202305,maio 2023,2026-05-13
1,Brasil,30,Número-índice,6659.95,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202306,junho 2023,2026-05-13
1,Brasil,30,Número-índice,6667.94,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202307,julho 2023,2026-05-13
1,Brasil,30,Número-índice,6683.28,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202308,agosto 2023,2026-05-13
1,Brasil,30,Número-índice,6700.66,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202309,setembro 2023,2026-05-13
1,Brasil,30,Número-índice,6716.74,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202310,outubro 2023,2026-05-13
1,Brasil,30,Número-índice,6735.55,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202311,novembro 2023,2026-05-13
1,Brasil,30,Número-índice,6773.27,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202312,dezembro 2023,2026-05-13
1,Brasil,30,Número-índice,6801.72,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202401,janeiro 2024,2026-05-13
1,Brasil,30,Número-índice,6858.17,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202402,fevereiro 2024,2026-05-13
1,Brasil,30,Número-índice,6869.14,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202403,março 2024,2026-05-13
1,Brasil,30,Número-índice,6895.24,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202404,abril 2024,2026-05-13
1,Brasil,30,Número-índice,6926.96,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202405,maio 2024,2026-05-13
1,Brasil,30,Número-índice,6941.51,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202406,junho 2024,2026-05-13
1,Brasil,30,Número-índice,6967.89,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202407,julho 2024,2026-05-13
1,Brasil,30,Número-índice,6966.5,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202408,agosto 2024,2026-05-13
1,Brasil,30,Número-índice,6997.15,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202409,setembro 2024,2026-05-13
1,Brasil,30,Número-índice,7036.33,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202410,outubro 2024,2026-05-13
1,Brasil,30,Número-índice,7063.77,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202411,novembro 2024,2026-05-13
1,Brasil,30,Número-índice,7100.5,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202412,dezembro 2024,2026-05-13
1,Brasil,30,Número-índice,7111.86,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202501,janeiro 2025,2026-05-13
1,Brasil,30,Número-índice,7205.03,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202502,fevereiro 2025,2026-05-13
1,Brasil,30,Número-índice,7245.38,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202503,março 2025,2026-05-13
1,Brasil,30,Número-índice,7276.54,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202504,abril 2025,2026-05-13
1,Brasil,30,Número-índice,7295.46,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202505,maio 2025,2026-05-13
1,Brasil,30,Número-índice,7312.97,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202506,junho 2025,2026-05-13
1,Brasil,30,Número-índice,7331.98,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202507,julho 2025,2026-05-13
1,Brasil,30,Número-índice,7323.91,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),202508,agosto 2025,2026-05-13
