nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,variavel_codigo,variavel,mes_codigo,mes,tipos_de_indice_codigo,tipos_de_indice,downloaded_at
3,Unidade da Federação,30,Número-índice,44.13386,11,Rondônia,7169,PMC - Número-índice (2022=100),200012,dezembro 2000,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,9.11354,11,Rondônia,7169,PMC - Número-índice (2022=100),200101,janeiro 2001,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,24.79981,11,Rondônia,7169,PMC - Número-índice (2022=100),200101,janeiro 2001,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,9.06025,11,Rondônia,7169,PMC - Número-índice (2022=100),200102,fevereiro 2001,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,24.47349,11,Rondônia,7169,PMC - Número-índice (2022=100),200102,fevereiro 2001,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,8.95366,11,Rondônia,7169,PMC - Número-índice (2022=100),200103,março 2001,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,24.31034,11,Rondônia,7169,PMC - Número-índice (2022=100),200103,março 2001,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,8.474,11,Rondônia,7169,PMC - Número-índice (2022=100),200104,abril 2001,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,22.76035,11,Rondônia,7169,PMC - Número-índice (2022=100),200104,abril 2001,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,10.17946,11,Rondônia,7169,PMC - Número-índice (2022=100),200105,maio 2001,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,27.41031,11,Rondônia,7169,PMC - Número-índice (2022=100),200105,maio 2001,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,11.40525,11,Rondônia,7169,PMC - Número-índice (2022=100),200106,junho 2001,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,30.8366,11,Rondônia,7169,PMC - Número-índice (2022=100),200106,junho 2001,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,10.17946,11,Rondônia,7169,PMC - Número-índice (2022=100),200107,julho 2001,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,27.16558,11,Rondônia,7169,PMC - Número-índice (2022=100),200107,julho 2001,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,9.5932,11,Rondônia,7169,PMC - Número-índice (2022=100),200108,agosto 2001,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,25.53401,11,Rondônia,7169,PMC - Número-índice (2022=100),200108,agosto 2001,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,9.27343,11,Rondônia,7169,PMC - Número-índice (2022=100),200109,setembro 2001,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,24.31034,11,Rondônia,7169,PMC - Número-índice (2022=100),200109,setembro 2001,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,10.12616,11,Rondônia,7169,PMC - Número-índice (2022=100),200110,outubro 2001,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,26.10506,11,Rondônia,7169,PMC - Número-índice (2022=100),200110,outubro 2001,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,9.8596800000000009,11,Rondônia,7169,PMC - Número-índice (2022=100),200111,novembro 2001,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,25.12612,11,Rondônia,7169,PMC - Número-índice (2022=100),200111,novembro 2001,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,14.12333,11,Rondônia,7169,PMC - Número-índice (2022=100),200112,dezembro 2001,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,36.13919,11,Rondônia,7169,PMC - Número-índice (2022=100),200112,dezembro 2001,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,8.63388,11,Rondônia,7169,PMC - Número-índice (2022=100),200201,janeiro 2002,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,21.94456,11,Rondônia,7169,PMC - Número-índice (2022=100),200201,janeiro 2002,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,8.26081,11,Rondônia,7169,PMC - Número-índice (2022=100),200202,fevereiro 2002,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,21.12878,11,Rondônia,7169,PMC - Número-índice (2022=100),200202,fevereiro 2002,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,10.12616,11,Rondônia,7169,PMC - Número-índice (2022=100),200203,março 2002,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,25.37085,11,Rondônia,7169,PMC - Número-índice (2022=100),200203,março 2002,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,9.32673,11,Rondônia,7169,PMC - Número-índice (2022=100),200204,abril 2002,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,23.24982,11,Rondônia,7169,PMC - Número-índice (2022=100),200204,abril 2002,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,12.20469,11,Rondônia,7169,PMC - Número-índice (2022=100),200205,maio 2002,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,30.02082,11,Rondônia,7169,PMC - Número-índice (2022=100),200205,maio 2002,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,11.29866,11,Rondônia,7169,PMC - Número-índice (2022=100),200206,junho 2002,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,27.89978,11,Rondônia,7169,PMC - Número-índice (2022=100),200206,junho 2002,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,12.20469,11,Rondônia,7169,PMC - Número-índice (2022=100),200207,julho 2002,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,29.93924,11,Rondônia,7169,PMC - Número-índice (2022=100),200207,julho 2002,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,12.68435,11,Rondônia,7169,PMC - Número-índice (2022=100),200208,agosto 2002,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,30.59187,11,Rondônia,7169,PMC - Número-índice (2022=100),200208,agosto 2002,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,12.25798,11,Rondônia,7169,PMC - Número-índice (2022=100),200209,setembro 2002,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,29.28661,11,Rondônia,7169,PMC - Número-índice (2022=100),200209,setembro 2002,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,13.32389,11,Rondônia,7169,PMC - Número-índice (2022=100),200210,outubro 2002,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,31.24449,11,Rondônia,7169,PMC - Número-índice (2022=100),200210,outubro 2002,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,13.69696,11,Rondônia,7169,PMC - Número-índice (2022=100),200211,novembro 2002,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,31.08134,11,Rondônia,7169,PMC - Número-índice (2022=100),200211,novembro 2002,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,19.719360000000002,11,Rondônia,7169,PMC - Número-índice (2022=100),200212,dezembro 2002,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,44.21544,11,Rondônia,7169,PMC - Número-índice (2022=100),200212,dezembro 2002,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,12.15139,11,Rondônia,7169,PMC - Número-índice (2022=100),200301,janeiro 2003,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,25.86032,11,Rondônia,7169,PMC - Número-índice (2022=100),200301,janeiro 2003,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,11.56514,11,Rondônia,7169,PMC - Número-índice (2022=100),200302,fevereiro 2003,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,24.31034,11,Rondônia,7169,PMC - Número-índice (2022=100),200302,fevereiro 2003,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,11.77832,11,Rondônia,7169,PMC - Número-índice (2022=100),200303,março 2003,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,24.39191,11,Rondônia,7169,PMC - Número-índice (2022=100),200303,março 2003,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,12.63105,11,Rondônia,7169,PMC - Número-índice (2022=100),200304,abril 2003,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,26.10506,11,Rondônia,7169,PMC - Número-índice (2022=100),200304,abril 2003,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,14.4964,11,Rondônia,7169,PMC - Número-índice (2022=100),200305,maio 2003,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,30.18397,11,Rondônia,7169,PMC - Número-índice (2022=100),200305,maio 2003,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,13.59037,11,Rondônia,7169,PMC - Número-índice (2022=100),200306,junho 2003,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,28.38925,11,Rondônia,7169,PMC - Número-índice (2022=100),200306,junho 2003,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,14.92276,11,Rondônia,7169,PMC - Número-índice (2022=100),200307,julho 2003,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,31.48923,11,Rondônia,7169,PMC - Número-índice (2022=100),200307,julho 2003,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,14.81617,11,Rondônia,7169,PMC - Número-índice (2022=100),200308,agosto 2003,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,31.24449,11,Rondônia,7169,PMC - Número-índice (2022=100),200308,agosto 2003,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,14.4964,11,Rondônia,7169,PMC - Número-índice (2022=100),200309,setembro 2003,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,30.1024,11,Rondônia,7169,PMC - Número-índice (2022=100),200309,setembro 2003,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,15.6689,11,Rondônia,7169,PMC - Número-índice (2022=100),200310,outubro 2003,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,32.22343,11,Rondônia,7169,PMC - Número-índice (2022=100),200310,outubro 2003,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,15.82879,11,Rondônia,7169,PMC - Número-índice (2022=100),200311,novembro 2003,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,32.46817,11,Rondônia,7169,PMC - Número-índice (2022=100),200311,novembro 2003,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,25.2621,11,Rondônia,7169,PMC - Número-índice (2022=100),200312,dezembro 2003,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,52.78116,11,Rondônia,7169,PMC - Número-índice (2022=100),200312,dezembro 2003,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,14.54969,11,Rondônia,7169,PMC - Número-índice (2022=100),200401,janeiro 2004,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,29.77608,11,Rondônia,7169,PMC - Número-índice (2022=100),200401,janeiro 2004,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,13.11071,11,Rondônia,7169,PMC - Número-índice (2022=100),200402,fevereiro 2004,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,26.92084,11,Rondônia,7169,PMC - Número-índice (2022=100),200402,fevereiro 2004,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,15.77549,11,Rondônia,7169,PMC - Número-índice (2022=100),200403,março 2004,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,32.54974,11,Rondônia,7169,PMC - Número-índice (2022=100),200403,março 2004,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,16.36174,11,Rondônia,7169,PMC - Número-índice (2022=100),200404,abril 2004,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,33.77342,11,Rondônia,7169,PMC - Número-índice (2022=100),200404,abril 2004,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,18.01391,11,Rondônia,7169,PMC - Número-índice (2022=100),200405,maio 2004,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,37.52602,11,Rondônia,7169,PMC - Número-índice (2022=100),200405,maio 2004,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,18.1205,11,Rondônia,7169,PMC - Número-índice (2022=100),200406,junho 2004,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,37.36286,11,Rondônia,7169,PMC - Número-índice (2022=100),200406,junho 2004,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,21.85119,11,Rondônia,7169,PMC - Número-índice (2022=100),200407,julho 2004,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,44.62333,11,Rondônia,7169,PMC - Número-índice (2022=100),200407,julho 2004,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,18.91993,11,Rondônia,7169,PMC - Número-índice (2022=100),200408,agosto 2004,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,38.42338,11,Rondônia,7169,PMC - Número-índice (2022=100),200408,agosto 2004,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,18.81334,11,Rondônia,7169,PMC - Número-índice (2022=100),200409,setembro 2004,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,37.85233,11,Rondônia,7169,PMC - Número-índice (2022=100),200409,setembro 2004,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,19.18641,11,Rondônia,7169,PMC - Número-índice (2022=100),200410,outubro 2004,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,38.91285,11,Rondônia,7169,PMC - Número-índice (2022=100),200410,outubro 2004,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,18.60016,11,Rondônia,7169,PMC - Número-índice (2022=100),200411,novembro 2004,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,37.68918,11,Rondônia,7169,PMC - Número-índice (2022=100),200411,novembro 2004,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,28.08677,11,Rondônia,7169,PMC - Número-índice (2022=100),200412,dezembro 2004,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,56.20745,11,Rondônia,7169,PMC - Número-índice (2022=100),200412,dezembro 2004,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,16.57493,11,Rondônia,7169,PMC - Número-índice (2022=100),200501,janeiro 2005,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,32.79448,11,Rondônia,7169,PMC - Número-índice (2022=100),200501,janeiro 2005,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,17.90731,11,Rondônia,7169,PMC - Número-índice (2022=100),200502,fevereiro 2005,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,35.24183,11,Rondônia,7169,PMC - Número-índice (2022=100),200502,fevereiro 2005,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,19.3463,11,Rondônia,7169,PMC - Número-índice (2022=100),200503,março 2005,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,38.09707,11,Rondônia,7169,PMC - Número-índice (2022=100),200503,março 2005,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,19.82596,11,Rondônia,7169,PMC - Número-índice (2022=100),200504,abril 2005,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,39.15759,11,Rondônia,7169,PMC - Número-índice (2022=100),200504,abril 2005,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,21.6913,11,Rondônia,7169,PMC - Número-índice (2022=100),200505,maio 2005,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,43.15492,11,Rondônia,7169,PMC - Número-índice (2022=100),200505,maio 2005,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,20.19902,11,Rondônia,7169,PMC - Número-índice (2022=100),200506,junho 2005,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,39.97337,11,Rondônia,7169,PMC - Número-índice (2022=100),200506,junho 2005,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,21.31823,11,Rondônia,7169,PMC - Número-índice (2022=100),200507,julho 2005,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,42.01283,11,Rondônia,7169,PMC - Número-índice (2022=100),200507,julho 2005,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,21.31823,11,Rondônia,7169,PMC - Número-índice (2022=100),200508,agosto 2005,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,42.01283,11,Rondônia,7169,PMC - Número-índice (2022=100),200508,agosto 2005,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,19.82596,11,Rondônia,7169,PMC - Número-índice (2022=100),200509,setembro 2005,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,38.66812,11,Rondônia,7169,PMC - Número-índice (2022=100),200509,setembro 2005,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,22.38414,11,Rondônia,7169,PMC - Número-índice (2022=100),200510,outubro 2005,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,43.72597,11,Rondônia,7169,PMC - Número-índice (2022=100),200510,outubro 2005,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,22.22426,11,Rondônia,7169,PMC - Número-índice (2022=100),200511,novembro 2005,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,42.66545,11,Rondônia,7169,PMC - Número-índice (2022=100),200511,novembro 2005,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,33.14985,11,Rondônia,7169,PMC - Número-índice (2022=100),200512,dezembro 2005,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,64.12055,11,Rondônia,7169,PMC - Número-índice (2022=100),200512,dezembro 2005,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,19.293,11,Rondônia,7169,PMC - Número-índice (2022=100),200601,janeiro 2006,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,36.79182,11,Rondônia,7169,PMC - Número-índice (2022=100),200601,janeiro 2006,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,17.90731,11,Rondônia,7169,PMC - Número-índice (2022=100),200602,fevereiro 2006,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,34.26289,11,Rondônia,7169,PMC - Número-índice (2022=100),200602,fevereiro 2006,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,19.87925,11,Rondônia,7169,PMC - Número-índice (2022=100),200603,março 2006,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,38.01549,11,Rondônia,7169,PMC - Número-índice (2022=100),200603,março 2006,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,20.62539,11,Rondônia,7169,PMC - Número-índice (2022=100),200604,abril 2006,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,39.23917,11,Rondônia,7169,PMC - Número-índice (2022=100),200604,abril 2006,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,22.75721,11,Rondônia,7169,PMC - Número-índice (2022=100),200605,maio 2006,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
