nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,variavel_codigo,variavel,ano_codigo,ano,contribuicao_para_instituto_de_previdencia_codigo,contribuicao_para_instituto_de_previdencia,sexo_codigo,sexo,grupo_de_idade_codigo,grupo_de_idade,downloaded_at
3,Unidade da Federação,1572,Mil pessoas,,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1783,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1248,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,536,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1253,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,530,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3399,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2561,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,838,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2569,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,831,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3460,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2624,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,836,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2629,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,831,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3579,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2731,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,848,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2738,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,841,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3676,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2792,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,884,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2802,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,874,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3528,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2804,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,724,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2807,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,720,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,42,Santa Catarina,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5366,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2637,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2729,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,0,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2655,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2711,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,0,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5487,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2653,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2833,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2671,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2816,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5592,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2745,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2847,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2764,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2829,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5670,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2894,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2776,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2911,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2760,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5725,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2971,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2754,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2985,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2740,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5766,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3024,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2741,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3046,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2720,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5776,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3188,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2588,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3202,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2574,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5845,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3336,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2509,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3350,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2494,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3096,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1791,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1305,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1803,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1293,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5911,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3737,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2173,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3760,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2150,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6017,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3869,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2148,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3887,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2130,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5994,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4020,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1974,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4045,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1948,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,43,Rio Grande do Sul,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
