nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,variavel_codigo,variavel,ano_codigo,ano,condicao_de_ocupacao_codigo,condicao_de_ocupacao,sexo_codigo,sexo,grupo_de_idade_codigo,grupo_de_idade,downloaded_at
3,Unidade da Federação,1572,Mil pessoas,2187,35,São Paulo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2068,35,São Paulo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1831,35,São Paulo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2213,35,São Paulo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1611,35,São Paulo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1469,35,São Paulo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1534,35,São Paulo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1870,35,São Paulo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2688,35,São Paulo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,397,41,Paraná,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,373,41,Paraná,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,388,41,Paraná,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,342,41,Paraná,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,375,41,Paraná,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,376,41,Paraná,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,327,41,Paraná,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,267,41,Paraná,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,372,41,Paraná,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,276,41,Paraná,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,278,41,Paraná,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,260,41,Paraná,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,267,41,Paraná,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,422,41,Paraná,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,125,42,Santa Catarina,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,139,42,Santa Catarina,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,180,42,Santa Catarina,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,146,42,Santa Catarina,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,152,42,Santa Catarina,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,162,42,Santa Catarina,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,165,42,Santa Catarina,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,158,42,Santa Catarina,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,195,42,Santa Catarina,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,125,42,Santa Catarina,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,108,42,Santa Catarina,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,118,42,Santa Catarina,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,114,42,Santa Catarina,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,209,42,Santa Catarina,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,388,43,Rio Grande do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,393,43,Rio Grande do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,426,43,Rio Grande do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,359,43,Rio Grande do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,391,43,Rio Grande do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,377,43,Rio Grande do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,407,43,Rio Grande do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,340,43,Rio Grande do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,380,43,Rio Grande do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,286,43,Rio Grande do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,284,43,Rio Grande do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,271,43,Rio Grande do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,287,43,Rio Grande do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,474,43,Rio Grande do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,95,50,Mato Grosso do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,92,50,Mato Grosso do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,93,50,Mato Grosso do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,82,50,Mato Grosso do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,105,50,Mato Grosso do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,99,50,Mato Grosso do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,75,50,Mato Grosso do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,98,50,Mato Grosso do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,90,50,Mato Grosso do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,64,50,Mato Grosso do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,50,50,Mato Grosso do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,51,50,Mato Grosso do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,61,50,Mato Grosso do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,89,50,Mato Grosso do Sul,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,80,51,Mato Grosso,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,92,51,Mato Grosso,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,97,51,Mato Grosso,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,85,51,Mato Grosso,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,122,51,Mato Grosso,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,126,51,Mato Grosso,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,119,51,Mato Grosso,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,92,51,Mato Grosso,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,101,51,Mato Grosso,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,122,51,Mato Grosso,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,81,51,Mato Grosso,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,76,51,Mato Grosso,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,79,51,Mato Grosso,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,106,51,Mato Grosso,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,214,52,Goiás,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,177,52,Goiás,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,229,52,Goiás,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,213,52,Goiás,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,274,52,Goiás,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,218,52,Goiás,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,242,52,Goiás,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,221,52,Goiás,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,263,52,Goiás,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,160,52,Goiás,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,162,52,Goiás,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,190,52,Goiás,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,173,52,Goiás,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,280,52,Goiás,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,157,53,Distrito Federal,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,155,53,Distrito Federal,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,155,53,Distrito Federal,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,165,53,Distrito Federal,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,165,53,Distrito Federal,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,144,53,Distrito Federal,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,154,53,Distrito Federal,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,149,53,Distrito Federal,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,155,53,Distrito Federal,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,112,53,Distrito Federal,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,122,53,Distrito Federal,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,142,53,Distrito Federal,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,149,53,Distrito Federal,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,165,53,Distrito Federal,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
