nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,ano_codigo,ano,variavel_codigo,variavel,downloaded_at
3,Unidade da Federação,45,Pessoas,2924631,50,Mato Grosso do Sul,2025,2025,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2560584,51,Mato Grosso,2001,2001,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2604742,51,Mato Grosso,2002,2002,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2651335,51,Mato Grosso,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2742646,51,Mato Grosso,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2803274,51,Mato Grosso,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2856999,51,Mato Grosso,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2957735,51,Mato Grosso,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3001692,51,Mato Grosso,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3075936,51,Mato Grosso,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3115336,51,Mato Grosso,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3182113,51,Mato Grosso,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3224357,51,Mato Grosso,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3265486,51,Mato Grosso,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3305531,51,Mato Grosso,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3344544,51,Mato Grosso,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3441998,51,Mato Grosso,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3484466,51,Mato Grosso,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3526220,51,Mato Grosso,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3567234,51,Mato Grosso,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3836399,51,Mato Grosso,2024,2024,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3893659,51,Mato Grosso,2025,2025,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,5116462,52,Goiás,2001,2001,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,5210335,52,Goiás,2002,2002,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,5306459,52,Goiás,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,5508245,52,Goiás,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,5619917,52,Goiás,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,5730753,52,Goiás,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,5844995,52,Goiás,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,5926300,52,Goiás,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6080716,52,Goiás,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6154996,52,Goiás,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6434048,52,Goiás,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6523222,52,Goiás,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6610681,52,Goiás,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6695855,52,Goiás,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6778772,52,Goiás,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6921161,52,Goiás,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,7018354,52,Goiás,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,7113540,52,Goiás,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,7206589,52,Goiás,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,7350483,52,Goiás,2024,2024,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,7423629,52,Goiás,2025,2025,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2097447,53,Distrito Federal,2001,2001,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2145839,53,Distrito Federal,2002,2002,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2189789,53,Distrito Federal,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2282049,53,Distrito Federal,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2333108,53,Distrito Federal,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2383784,53,Distrito Federal,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2557159,53,Distrito Federal,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2606885,53,Distrito Federal,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2609998,53,Distrito Federal,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2648532,53,Distrito Federal,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2789761,53,Distrito Federal,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2852372,53,Distrito Federal,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2914830,53,Distrito Federal,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2977216,53,Distrito Federal,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3039444,53,Distrito Federal,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2974703,53,Distrito Federal,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3015268,53,Distrito Federal,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3055149,53,Distrito Federal,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3094325,53,Distrito Federal,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2982818,53,Distrito Federal,2024,2024,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2996899,53,Distrito Federal,2025,2025,9324,População residente estimada,2026-06-03
