period_date,analysis_period,treated_value,synthetic_value,gap,outcome,treated_state,omitted_donor
2018-09-01,pre,76.88374,84.73701531103345,-7.853275311033443,services_volume_index,RR,MG
2018-10-01,pre,73.99355,88.27025099710056,-14.276700997100562,services_volume_index,RR,MG
2018-11-01,pre,84.86856,89.43550118454269,-4.566941184542685,services_volume_index,RR,MG
2019-01-01,post,75.14729,84.64507593496519,-9.497785934965194,services_volume_index,RR,MG
2019-02-01,post,71.87261,80.61248454897455,-8.739874548974555,services_volume_index,RR,MG
2019-03-01,post,78.77542,83.16703246152815,-4.391612461528155,services_volume_index,RR,MG
2019-04-01,post,76.88581,84.67355522464871,-7.7877452246487024,services_volume_index,RR,MG
2019-05-01,post,81.93776,88.54953262996969,-6.611772629969693,services_volume_index,RR,MG
2019-06-01,post,77.36201,82.39975787355438,-5.03774787355438,services_volume_index,RR,MG
2019-07-01,post,79.84562,86.64605111245916,-6.800431112459165,services_volume_index,RR,MG
2019-08-01,post,90.73166,86.52192876698365,4.209731233016356,services_volume_index,RR,MG
2019-09-01,post,84.75213,85.1392158741966,-0.38708587419660034,services_volume_index,RR,MG
2019-10-01,post,73.32433,89.80145625185706,-16.477126251857058,services_volume_index,RR,MG
2019-11-01,post,81.83209,88.10213864224644,-6.270048642246451,services_volume_index,RR,MG
2019-12-01,post,91.66098,94.2570032162327,-2.596023216232709,services_volume_index,RR,MG
2020-01-01,post,69.47125,86.3260588326181,-16.854808832618104,services_volume_index,RR,MG
2020-02-01,post,73.5937,82.13722875675356,-8.54352875675356,services_volume_index,RR,MG
2020-03-01,post,72.89871,80.6128413610816,-7.714131361081613,services_volume_index,RR,MG
2020-04-01,post,60.21785,69.84719244013928,-9.629342440139283,services_volume_index,RR,MG
2020-05-01,post,60.30368,72.41068311086391,-12.107003110863914,services_volume_index,RR,MG
2020-06-01,post,64.62852,75.67557471903912,-11.047054719039124,services_volume_index,RR,MG
2020-07-01,post,71.93743,79.84594199318528,-7.908511993185272,services_volume_index,RR,MG
2020-08-01,post,75.04346,81.90786757106856,-6.864407571068568,services_volume_index,RR,MG
2020-09-01,post,79.14506,85.88919348105942,-6.744133481059421,services_volume_index,RR,MG
2020-10-01,post,79.50862,89.530878700649,-10.022258700649004,services_volume_index,RR,MG
2020-11-01,post,79.09478,89.92509550090104,-10.830315500901037,services_volume_index,RR,MG
2020-12-01,post,90.83126,96.66675423240541,-5.835494232405409,services_volume_index,RR,MG
2016-01-01,pre,91.66461,85.95812840476854,5.706481595231452,services_volume_index,RR,SC
2016-02-01,pre,85.24311,83.43907396287038,1.8040360371296202,services_volume_index,RR,SC
2016-03-01,pre,91.48964,90.2230567636283,1.2665832363716873,services_volume_index,RR,SC
2016-04-01,pre,88.41424,87.48489864692799,0.9293413530720187,services_volume_index,RR,SC
2016-05-01,pre,86.99124,87.98723089956903,-0.9959908995690228,services_volume_index,RR,SC
2016-06-01,pre,91.25815,87.975509467577,3.2826405324230024,services_volume_index,RR,SC
2016-07-01,pre,91.07182,89.79603721952965,1.275782780470351,services_volume_index,RR,SC
2016-08-01,pre,89.7365,88.79940831569844,0.9370916843015635,services_volume_index,RR,SC
2016-09-01,pre,89.6089,88.6587536734074,0.950146326592602,services_volume_index,RR,SC
2016-10-01,pre,87.45334,86.21658542119975,1.2367545788002445,services_volume_index,RR,SC
2016-11-01,pre,86.59616,87.17238903332257,-0.5762290333225764,services_volume_index,RR,SC
2016-12-01,pre,90.57971,92.63330094306026,-2.0535909430602572,services_volume_index,RR,SC
2017-01-01,pre,74.70367,82.62076633603566,-7.917096336035655,services_volume_index,RR,SC
2017-02-01,pre,72.46953,79.36003631627597,-6.89050631627596,services_volume_index,RR,SC
2017-03-01,pre,74.38708,86.86501871862818,-12.477938718628181,services_volume_index,RR,SC
2017-04-01,pre,73.52525,81.25367994550393,-7.728429945503933,services_volume_index,RR,SC
2017-05-01,pre,72.24052,85.85125487636729,-13.610734876367289,services_volume_index,RR,SC
2017-06-01,pre,78.13524,83.2943745738067,-5.1591345738067105,services_volume_index,RR,SC
2017-07-01,pre,75.5713,84.64767954024583,-9.076379540245838,services_volume_index,RR,SC
2017-08-01,pre,85.63098,86.7452799004662,-1.1142999004662073,services_volume_index,RR,SC
2017-09-01,pre,83.59432,84.99272584061457,-1.398405840614572,services_volume_index,RR,SC
2017-10-01,pre,81.55076,86.63004023154107,-5.079280231541077,services_volume_index,RR,SC
2017-11-01,pre,82.96924,85.45634806351046,-2.487108063510462,services_volume_index,RR,SC
2017-12-01,pre,103.46013,88.18968447648159,15.270445523518418,services_volume_index,RR,SC
2018-01-01,pre,67.52923,80.23350626755303,-12.704276267553027,services_volume_index,RR,SC
2018-02-01,pre,74.95567,76.37259718510637,-1.416927185106374,services_volume_index,RR,SC
2018-03-01,pre,83.87716,83.78272898315304,0.09443101684696842,services_volume_index,RR,SC
2018-04-01,pre,79.51326,81.87556792503241,-2.362307925032411,services_volume_index,RR,SC
2018-05-01,pre,78.77282,80.23406288851606,-1.4612428885160682,services_volume_index,RR,SC
2018-06-01,pre,85.0043,85.21141360756927,-0.20711360756926922,services_volume_index,RR,SC
2018-07-01,pre,81.32377,86.11666797640774,-4.792897976407744,services_volume_index,RR,SC
2018-08-01,pre,86.05063,87.65629701766588,-1.6056670176658798,services_volume_index,RR,SC
2018-09-01,pre,76.88374,85.08004297465757,-8.19630297465757,services_volume_index,RR,SC
2018-10-01,pre,73.99355,87.6214462112323,-13.627896211232297,services_volume_index,RR,SC
2018-11-01,pre,84.86856,84.99949486828856,-0.1309348682885627,services_volume_index,RR,SC
2019-01-01,post,75.14729,81.83188630562444,-6.684596305624439,services_volume_index,RR,SC
2019-02-01,post,71.87261,79.44640971504609,-7.573799715046093,services_volume_index,RR,SC
2019-03-01,post,78.77542,80.64933038973119,-1.8739103897311935,services_volume_index,RR,SC
2019-04-01,post,76.88581,81.14434879200444,-4.25853879200443,services_volume_index,RR,SC
2019-05-01,post,81.93776,84.21556069180839,-2.2778006918083946,services_volume_index,RR,SC
2019-06-01,post,77.36201,82.46300834043096,-5.100998340430962,services_volume_index,RR,SC
2019-07-01,post,79.84562,87.21032818849964,-7.364708188499648,services_volume_index,RR,SC
2019-08-01,post,90.73166,86.69013591779091,4.041524082209094,services_volume_index,RR,SC
2019-09-01,post,84.75213,84.7581884735211,-0.006058473521107999,services_volume_index,RR,SC
2019-10-01,post,73.32433,89.55914432063358,-16.234814320633575,services_volume_index,RR,SC
2019-11-01,post,81.83209,85.77329904981308,-3.9412090498130823,services_volume_index,RR,SC
2019-12-01,post,91.66098,88.05661180168474,3.6043681983152567,services_volume_index,RR,SC
2020-01-01,post,69.47125,81.71999224082757,-12.248742240827568,services_volume_index,RR,SC
2020-02-01,post,73.5937,78.20538325981444,-4.611683259814441,services_volume_index,RR,SC
2020-03-01,post,72.89871,79.58422948864768,-6.685519488647685,services_volume_index,RR,SC
2020-04-01,post,60.21785,69.36566267680719,-9.147812676807192,services_volume_index,RR,SC
2020-05-01,post,60.30368,70.2683936289737,-9.964713628973698,services_volume_index,RR,SC
2020-06-01,post,64.62852,74.02676491010929,-9.398244910109298,services_volume_index,RR,SC
2020-07-01,post,71.93743,77.37661644427848,-5.4391864442784765,services_volume_index,RR,SC
2020-08-01,post,75.04346,81.24484016109113,-6.201380161091137,services_volume_index,RR,SC
2020-09-01,post,79.14506,83.9624707025798,-4.817410702579792,services_volume_index,RR,SC
2020-10-01,post,79.50862,87.12263873522377,-7.61401873522378,services_volume_index,RR,SC
2020-11-01,post,79.09478,85.94975870213698,-6.854978702136975,services_volume_index,RR,SC
2020-12-01,post,90.83126,90.53546187524766,0.2957981247523378,services_volume_index,RR,SC
2016-01-01,pre,91.66461,86.65959536180914,5.005014638190858,services_volume_index,RR,PA
2016-02-01,pre,85.24311,84.01314928741922,1.2299607125807768,services_volume_index,RR,PA
2016-03-01,pre,91.48964,90.27866612150937,1.2109738784906199,services_volume_index,RR,PA
2016-04-01,pre,88.41424,86.94421507734553,1.4700249226544742,services_volume_index,RR,PA
2016-05-01,pre,86.99124,87.10643912393384,-0.11519912393383436,services_volume_index,RR,PA
2016-06-01,pre,91.25815,86.74849201431985,4.50965798568015,services_volume_index,RR,PA
2016-07-01,pre,91.07182,87.78413148448841,3.28768851551159,services_volume_index,RR,PA
2016-08-01,pre,89.7365,87.13173347632802,2.6047665236719837,services_volume_index,RR,PA
2016-09-01,pre,89.6089,87.23463039699932,2.374269603000684,services_volume_index,RR,PA
2016-10-01,pre,87.45334,85.06590979220445,2.3874302077955463,services_volume_index,RR,PA
2016-11-01,pre,86.59616,85.66825823378284,0.9279017662171611,services_volume_index,RR,PA
2016-12-01,pre,90.57971,90.39201326349769,0.18769673650231766,services_volume_index,RR,PA
2017-01-01,pre,74.70367,83.17715619230417,-8.473486192304165,services_volume_index,RR,PA
2017-02-01,pre,72.46953,78.9438511513684,-6.4743211513684,services_volume_index,RR,PA
2017-03-01,pre,74.38708,85.98835167644091,-11.601271676440916,services_volume_index,RR,PA
2017-04-01,pre,73.52525,80.7759945336615,-7.2507445336615035,services_volume_index,RR,PA
2017-05-01,pre,72.24052,84.42499409084826,-12.184474090848255,services_volume_index,RR,PA
2017-06-01,pre,78.13524,82.28758795978692,-4.152347959786923,services_volume_index,RR,PA
2017-07-01,pre,75.5713,83.6095240134141,-8.038224013414109,services_volume_index,RR,PA
2017-08-01,pre,85.63098,85.19866313860655,0.4323168613934456,services_volume_index,RR,PA
2017-09-01,pre,83.59432,83.61909471367493,-0.02477471367492967,services_volume_index,RR,PA
2017-10-01,pre,81.55076,86.03786055751038,-4.487100557510388,services_volume_index,RR,PA
2017-11-01,pre,82.96924,85.28364648515789,-2.314406485157889,services_volume_index,RR,PA
2017-12-01,pre,103.46013,88.6825271716047,14.777602828395302,services_volume_index,RR,PA
2018-01-01,pre,67.52923,81.38597737862514,-13.856747378625144,services_volume_index,RR,PA
2018-02-01,pre,74.95567,76.6738917463847,-1.7182217463846996,services_volume_index,RR,PA
2018-03-01,pre,83.87716,83.87239212614679,0.004767873853211313,services_volume_index,RR,PA
2018-04-01,pre,79.51326,82.88531642665644,-3.3720564266564423,services_volume_index,RR,PA
2018-05-01,pre,78.77282,80.16893897705557,-1.396118977055579,services_volume_index,RR,PA
2018-06-01,pre,85.0043,84.65167402406621,0.3526259759337904,services_volume_index,RR,PA
2018-07-01,pre,81.32377,85.08835495711763,-3.764584957117634,services_volume_index,RR,PA
2018-08-01,pre,86.05063,87.31984232813399,-1.2692123281339889,services_volume_index,RR,PA
2018-09-01,pre,76.88374,84.59365201671922,-7.7099120167192154,services_volume_index,RR,PA
2018-10-01,pre,73.99355,87.98796565524557,-13.994415655245575,services_volume_index,RR,PA
2018-11-01,pre,84.86856,86.40736613807596,-1.5388061380759552,services_volume_index,RR,PA
2019-01-01,post,75.14729,83.263244310341,-8.115954310340996,services_volume_index,RR,PA
2019-02-01,post,71.87261,79.98103977464169,-8.108429774641692,services_volume_index,RR,PA
2019-03-01,post,78.77542,82.0566065081971,-3.281186508197109,services_volume_index,RR,PA
2019-04-01,post,76.88581,83.11642517838362,-6.230615178383616,services_volume_index,RR,PA
2019-05-01,post,81.93776,86.10143663949515,-4.163676639495151,services_volume_index,RR,PA
2019-06-01,post,77.36201,82.36106652949401,-4.999056529494013,services_volume_index,RR,PA
2019-07-01,post,79.84562,86.46347866514824,-6.617858665148248,services_volume_index,RR,PA
2019-08-01,post,90.73166,85.4995835736275,5.232076426372501,services_volume_index,RR,PA
2019-09-01,post,84.75213,83.98734458695219,0.7647854130478038,services_volume_index,RR,PA
2019-10-01,post,73.32433,89.33157591008944,-16.007245910089438,services_volume_index,RR,PA
2019-11-01,post,81.83209,85.9120140298491,-4.07992402984911,services_volume_index,RR,PA
2019-12-01,post,91.66098,88.8024299994109,2.8585500005890907,services_volume_index,RR,PA
2020-01-01,post,69.47125,83.46186811852421,-13.99061811852421,services_volume_index,RR,PA
2020-02-01,post,73.5937,78.91558387732742,-5.321883877327423,services_volume_index,RR,PA
2020-03-01,post,72.89871,79.70299061470145,-6.8042806147014545,services_volume_index,RR,PA
2020-04-01,post,60.21785,68.7813498120122,-8.563499812012196,services_volume_index,RR,PA
2020-05-01,post,60.30368,70.7293826964606,-10.425702696460604,services_volume_index,RR,PA
2020-06-01,post,64.62852,73.72860358137174,-9.100083581371749,services_volume_index,RR,PA
2020-07-01,post,71.93743,77.36361265252413,-5.426182652524119,services_volume_index,RR,PA
2020-08-01,post,75.04346,80.51239370002668,-5.468933700026682,services_volume_index,RR,PA
2020-09-01,post,79.14506,83.84911758646683,-4.704057586466831,services_volume_index,RR,PA
2020-10-01,post,79.50862,87.60174911364727,-8.09312911364728,services_volume_index,RR,PA
2020-11-01,post,79.09478,86.92328296641685,-7.828502966416849,services_volume_index,RR,PA
2020-12-01,post,90.83126,91.38818661880467,-0.5569266188046669,services_volume_index,RR,PA
2016-01-01,pre,91.66461,87.84008999452408,3.824520005475918,services_volume_index,RR,SP
2016-02-01,pre,85.24311,85.30686070146574,-0.063750701465735915,services_volume_index,RR,SP
2016-03-01,pre,91.48964,91.28429628470239,0.20534371529760165,services_volume_index,RR,SP
2016-04-01,pre,88.41424,88.07500761620079,0.3392323837992137,services_volume_index,RR,SP
2016-05-01,pre,86.99124,88.31973353507331,-1.3284935350733065,services_volume_index,RR,SP
2016-06-01,pre,91.25815,88.385328529165335,2.8728214708346655,services_volume_index,RR,SP
2016-07-01,pre,91.07182,88.91435677811735,2.157463221882651,services_volume_index,RR,SP
2016-08-01,pre,89.7365,88.3361575096305,1.4003424903695105,services_volume_index,RR,SP
2016-09-01,pre,89.6089,88.0594315664786,1.5494684335214117,services_volume_index,RR,SP
2016-10-01,pre,87.45334,86.33099915598997,1.1223408440100258,services_volume_index,RR,SP
2016-11-01,pre,86.59616,86.88741912233517,-0.2912591223351768,services_volume_index,RR,SP
2016-12-01,pre,90.57971,91.213038388944355,-0.6333283889443493,services_volume_index,RR,SP
2017-01-01,pre,74.70367,83.80800185609108,-9.104331856091079,services_volume_index,RR,SP
2017-02-01,pre,72.46953,79.6332288996641,-7.163698899664098,services_volume_index,RR,SP
2017-03-01,pre,74.38708,86.41205445428253,-12.024974454282528,services_volume_index,RR,SP
2017-04-01,pre,73.52525,81.35159272357542,-7.826342723575422,services_volume_index,RR,SP
2017-05-01,pre,72.24052,85.13056417599917,-12.890044175999165,services_volume_index,RR,SP
2017-06-01,pre,78.13524,83.09131175402847,-4.956071754028471,services_volume_index,RR,SP
2017-07-01,pre,75.5713,84.06055360156593,-8.489253601565935,services_volume_index,RR,SP
2017-08-01,pre,85.63098,85.505140647912,0.12583935208799346,services_volume_index,RR,SP
2017-09-01,pre,83.59432,83.93966754664146,-0.34534754664146305,services_volume_index,RR,SP
2017-10-01,pre,81.55076,86.0584345347305,-4.507674534730498,services_volume_index,RR,SP
2017-11-01,pre,82.96924,85.50900688861053,-2.5397668886105293,services_volume_index,RR,SP
2017-12-01,pre,103.46013,88.96565223644853,14.494477763551473,services_volume_index,RR,SP
2018-01-01,pre,67.52923,81.27625657505625,-13.747026575056253,services_volume_index,RR,SP
2018-02-01,pre,74.95567,77.04668380024184,-2.0910138002418392,services_volume_index,RR,SP
2018-03-01,pre,83.87716,83.54903382811291,0.32812617188709226,services_volume_index,RR,SP
2018-04-01,pre,79.51326,82.75232949245198,-3.239069492451975,services_volume_index,RR,SP
2018-05-01,pre,78.77282,80.39204802911293,-1.6192280291129322,services_volume_index,RR,SP
2018-06-01,pre,85.0043,84.68021789142806,0.3240821085719432,services_volume_index,RR,SP
2018-07-01,pre,81.32377,84.95769565166916,-3.633925651669159,services_volume_index,RR,SP
2018-08-01,pre,86.05063,87.41537774078988,-1.3647477407898805,services_volume_index,RR,SP
2018-09-01,pre,76.88374,84.55505049975211,-7.67131049975211,services_volume_index,RR,SP
2018-10-01,pre,73.99355,87.95340454838488,-13.959854548384882,services_volume_index,RR,SP
2018-11-01,pre,84.86856,86.7422613472221,-1.8737013472220951,services_volume_index,RR,SP
2019-01-01,post,75.14729,83.24304753058233,-8.095757530582333,services_volume_index,RR,SP
2019-02-01,post,71.87261,79.74734566536235,-7.874735665362351,services_volume_index,RR,SP
2019-03-01,post,78.77542,81.42008063832317,-2.644660638323174,services_volume_index,RR,SP
2019-04-01,post,76.88581,82.7477050882134,-5.861895088213387,services_volume_index,RR,SP
2019-05-01,post,81.93776,85.96247958489117,-4.024719584891173,services_volume_index,RR,SP
2019-06-01,post,77.36201,81.92402271476061,-4.562012714760613,services_volume_index,RR,SP
2019-07-01,post,79.84562,86.2898621310342,-6.444242131034201,services_volume_index,RR,SP
2019-08-01,post,90.73166,85.59944703350398,5.132212966496027,services_volume_index,RR,SP
2019-09-01,post,84.75213,83.88963228572695,0.8624977142730472,services_volume_index,RR,SP
2019-10-01,post,73.32433,89.26007819260909,-15.935748192609083,services_volume_index,RR,SP
2019-11-01,post,81.83209,85.94214274877349,-4.110052748773498,services_volume_index,RR,SP
2019-12-01,post,91.66098,89.52290914276946,2.138070857230531,services_volume_index,RR,SP
2020-01-01,post,69.47125,83.57815870633263,-14.106908706332632,services_volume_index,RR,SP
2020-02-01,post,73.5937,79.2871857929053,-5.693485792905307,services_volume_index,RR,SP
2020-03-01,post,72.89871,79.35886492096581,-6.46015492096582,services_volume_index,RR,SP
2020-04-01,post,60.21785,68.83749082071242,-8.61964082071242,services_volume_index,RR,SP
2020-05-01,post,60.30368,70.78687758601741,-10.483197586017411,services_volume_index,RR,SP
2020-06-01,post,64.62852,74.01433731087029,-9.385817310870294,services_volume_index,RR,SP
2020-07-01,post,71.93743,77.86011595608683,-5.9226859560868235,services_volume_index,RR,SP
2020-08-01,post,75.04346,81.0041788335002,-5.960718833500209,services_volume_index,RR,SP
2020-09-01,post,79.14506,84.31496124155211,-5.169901241552111,services_volume_index,RR,SP
2020-10-01,post,79.50862,87.98692985260571,-8.478309852605719,services_volume_index,RR,SP
2020-11-01,post,79.09478,87.48330898032712,-8.388528980327123,services_volume_index,RR,SP
2020-12-01,post,90.83126,92.41727215213035,-1.5860121521303512,services_volume_index,RR,SP
