period_date,analysis_period,treated_value,synthetic_value,gap,outcome,treated_state,placebo_state
2016-10-01,pre,96.4794,96.57279657562898,-0.09339657562898651,services_volume_index,AL,AL
2016-11-01,pre,95.21065,97.84356949839434,-2.632919498394344,services_volume_index,AL,AL
2016-12-01,pre,102.0928,104.30071257889227,-2.2079125788922767,services_volume_index,AL,AL
2017-01-01,pre,110.12911,97.55080718540958,12.578302814590415,services_volume_index,AL,AL
2017-02-01,pre,94.55446,89.65708629300468,4.8973737069953245,services_volume_index,AL,AL
2017-03-01,pre,101.05743,96.83423757754528,4.223192422454716,services_volume_index,AL,AL
2017-04-01,pre,89.18558,89.56957913151686,-0.38399913151685894,services_volume_index,AL,AL
2017-05-01,pre,91.48138,93.97854839659759,-2.497168396597587,services_volume_index,AL,AL
2017-06-01,pre,88.57671,91.3802607294086,-2.803550729408599,services_volume_index,AL,AL
2017-07-01,pre,92.944,93.43520756585391,-0.49120756585391234,services_volume_index,AL,AL
2017-08-01,pre,86.19803,92.71420393157975,-6.516173931579743,services_volume_index,AL,AL
2017-09-01,pre,87.48889,91.18000732020023,-3.6911173202002345,services_volume_index,AL,AL
2017-10-01,pre,88.60886,92.8811835121438,-4.2723235121437995,services_volume_index,AL,AL
2017-11-01,pre,88.93957,93.25179902828148,-4.312229028281479,services_volume_index,AL,AL
2017-12-01,pre,95.82773,100.49080800055157,-4.663078000551565,services_volume_index,AL,AL
2018-01-01,pre,107.06153,92.25561023251177,14.805919767488234,services_volume_index,AL,AL
2018-02-01,pre,85.36584,85.59294644312223,-0.22710644312222428,services_volume_index,AL,AL
2018-03-01,pre,92.04695,92.42919050003862,-0.38224050003861976,services_volume_index,AL,AL
2018-04-01,pre,89.26693,90.0024848360487,-0.7355548360486921,services_volume_index,AL,AL
2018-05-01,pre,87.99767,86.70014384630066,1.2975261536993372,services_volume_index,AL,AL
2018-06-01,pre,83.62237,88.5124798536587,-4.8901098536587,services_volume_index,AL,AL
2018-07-01,pre,90.75484,91.07439518155394,-0.3195551815539375,services_volume_index,AL,AL
2018-08-01,pre,90.60613,92.53573982303934,-1.9296098230393426,services_volume_index,AL,AL
2018-09-01,pre,89.5781,90.51906087787933,-0.9409608778793199,services_volume_index,AL,AL
2018-10-01,pre,91.47929,92.35023741154649,-0.8709474115464815,services_volume_index,AL,AL
2018-11-01,pre,88.52323,91.27854333243556,-2.7553133324355628,services_volume_index,AL,AL
2019-01-01,post,104.55227,92.01632146342666,12.53594853657333,services_volume_index,AL,AL
2019-02-01,post,85.10886,86.01269911026827,-0.9038391102682652,services_volume_index,AL,AL
2019-03-01,post,86.96481,88.72953942070151,-1.7647294207015136,services_volume_index,AL,AL
2019-04-01,post,81.98488,88.37005527406137,-6.385175274061368,services_volume_index,AL,AL
2019-05-01,post,81.35372,90.06895790580603,-8.715237905806035,services_volume_index,AL,AL
2019-06-01,post,80.1316,87.76140664839801,-7.629806648398002,services_volume_index,AL,AL
2019-07-01,post,89.13456,93.49575149132926,-4.361191491329265,services_volume_index,AL,AL
2019-08-01,post,80.91994,92.37274586162846,-11.452805861628462,services_volume_index,AL,AL
2019-09-01,post,81.26385,89.93890710090933,-8.675057100909328,services_volume_index,AL,AL
2019-10-01,post,85.61205,95.18126047640655,-9.569210476406553,services_volume_index,AL,AL
2019-11-01,post,85.5745,91.89136030281645,-6.316860302816451,services_volume_index,AL,AL
2019-12-01,post,86.43377,97.65826016160338,-11.224490161603384,services_volume_index,AL,AL
2020-01-01,post,101.57196,92.4985110016501,9.073448998349903,services_volume_index,AL,AL
2020-02-01,post,83.8188,86.12490478008222,-2.3061047800822223,services_volume_index,AL,AL
2020-03-01,post,79.95326,83.55666289975188,-3.6034028997518845,services_volume_index,AL,AL
2020-04-01,post,55.43168,69.19701493006741,-13.76533493006741,services_volume_index,AL,AL
2020-05-01,post,53.03421,69.52358562530456,-16.48937562530456,services_volume_index,AL,AL
2020-06-01,post,53.58602,72.15567713980471,-18.56965713980471,services_volume_index,AL,AL
2020-07-01,post,65.70109,76.7525503803516,-11.0514603803516,services_volume_index,AL,AL
2020-08-01,post,61.54918,80.26925428947632,-18.720074289476322,services_volume_index,AL,AL
2020-09-01,post,67.08679,82.64327712499102,-15.556487124991023,services_volume_index,AL,AL
2020-10-01,post,73.70322,86.31609175409585,-12.612871754095849,services_volume_index,AL,AL
2020-11-01,post,79.64194,87.1776204284056,-7.535680428405598,services_volume_index,AL,AL
2020-12-01,post,88.6701,94.46848907255173,-5.798389072551728,services_volume_index,AL,AL
2016-01-01,pre,113.26853,107.3470253625191,5.9215046374808935,services_volume_index,AP,AP
2016-02-01,pre,110.43386,103.72595537805543,6.707904621944564,services_volume_index,AP,AP
2016-03-01,pre,118.41538,108.0946010402351,10.320778959764894,services_volume_index,AP,AP
2016-04-01,pre,110.90255,104.58051526525654,6.322034734743468,services_volume_index,AP,AP
2016-05-01,pre,115.32286,106.20544398459941,9.117416015400593,services_volume_index,AP,AP
2016-06-01,pre,110.0906,105.59811109011913,4.492488909880862,services_volume_index,AP,AP
2016-07-01,pre,105.2439,104.01170734818236,1.2321926518176411,services_volume_index,AP,AP
2016-08-01,pre,104.96407,101.95443131060904,3.009638689390968,services_volume_index,AP,AP
2016-09-01,pre,102.27964,100.48902670449488,1.7906132955051248,services_volume_index,AP,AP
2016-10-01,pre,101.19326,100.50183933906052,0.6914206609394711,services_volume_index,AP,AP
2016-11-01,pre,106.10643,100.85735541166571,5.249074588334295,services_volume_index,AP,AP
2016-12-01,pre,108.58897,103.69835914297074,4.890610857029259,services_volume_index,AP,AP
2017-01-01,pre,91.15026,94.63368065279819,-3.4834206527981877,services_volume_index,AP,AP
2017-02-01,pre,88.79736,92.00843183771622,-3.2110718377162186,services_volume_index,AP,AP
2017-03-01,pre,95.23892,98.36153711994093,-3.1226171199409407,services_volume_index,AP,AP
2017-04-01,pre,92.19883,92.43520706009079,-0.2363770600907884,services_volume_index,AP,AP
2017-05-01,pre,93.96724,95.88594988000179,-1.918709880001785,services_volume_index,AP,AP
2017-06-01,pre,94.75391,94.3486538572233,0.4052561427767074,services_volume_index,AP,AP
2017-07-01,pre,99.2248,95.01288444216712,4.2119155578328815,services_volume_index,AP,AP
2017-08-01,pre,92.15465,93.73072370833684,-1.5760737083368355,services_volume_index,AP,AP
2017-09-01,pre,91.95923,90.54363567478786,1.4155943252121403,services_volume_index,AP,AP
2017-10-01,pre,92.97349,90.74865904805318,2.2248309519468137,services_volume_index,AP,AP
2017-11-01,pre,91.29375,93.0553833487149,-1.761633348714895,services_volume_index,AP,AP
2017-12-01,pre,97.54727,97.1757250420545,0.3715449579455026,services_volume_index,AP,AP
2018-01-01,pre,91.06497,88.79558798498242,2.269382015017584,services_volume_index,AP,AP
2018-02-01,pre,88.42988,86.61617097953946,1.8137090204605357,services_volume_index,AP,AP
2018-03-01,pre,92.09588,91.02680403329695,1.0690759667030392,services_volume_index,AP,AP
2018-04-01,pre,86.03845,89.07338944868816,-3.0349394486881636,services_volume_index,AP,AP
2018-05-01,pre,85.04222,88.23692909436362,-3.194709094363617,services_volume_index,AP,AP
2018-06-01,pre,86.47472,90.9262762904007,-4.4515562904006885,services_volume_index,AP,AP
2018-07-01,pre,85.71279,90.7069921243173,-4.994202124317297,services_volume_index,AP,AP
2018-08-01,pre,87.33061,92.3771587106064,-5.046548710606402,services_volume_index,AP,AP
2018-09-01,pre,85.00778,89.5353405424744,-4.527560542474404,services_volume_index,AP,AP
2018-10-01,pre,84.4173,90.37766369816924,-5.960363698169246,services_volume_index,AP,AP
2018-11-01,pre,87.45344,91.50258053392477,-4.049140533924771,services_volume_index,AP,AP
2019-01-01,post,80.38996,90.25516647163938,-9.865206471639382,services_volume_index,AP,AP
2019-02-01,post,76.72398,85.30352527831324,-8.579545278313248,services_volume_index,AP,AP
2019-03-01,post,84.16139,84.79452364598129,-0.6331336459812889,services_volume_index,AP,AP
2019-04-01,post,83.3167,85.87437075490308,-2.5576707549030857,services_volume_index,AP,AP
2019-05-01,post,84.59993,88.63097684333566,-4.031046843335659,services_volume_index,AP,AP
2019-06-01,post,80.76073,85.21188082115566,-4.4511508211556645,services_volume_index,AP,AP
2019-07-01,post,87.43345,91.31572808592443,-3.8822780859244403,services_volume_index,AP,AP
2019-08-01,post,82.2073,90.64754209665402,-8.440242096654018,services_volume_index,AP,AP
2019-09-01,post,83.67251,87.02261882837718,-3.3501088283771736,services_volume_index,AP,AP
2019-10-01,post,90.22386,92.11352858895995,-1.8896685889599496,services_volume_index,AP,AP
2019-11-01,post,83.85122,91.29233669838092,-7.441116698380924,services_volume_index,AP,AP
2019-12-01,post,86.55003,96.21076553284263,-9.660735532842622,services_volume_index,AP,AP
2020-01-01,post,79.83339,89.54921111232021,-9.715821112320214,services_volume_index,AP,AP
2020-02-01,post,75.57159,87.15231866777916,-11.580728667779155,services_volume_index,AP,AP
2020-03-01,post,79.07616,84.8821259958979,-5.805965995897893,services_volume_index,AP,AP
2020-04-01,post,64.93076,74.39943362324124,-9.46867362324123,services_volume_index,AP,AP
2020-05-01,post,63.6889,75.3517850817823,-11.6628850817823,services_volume_index,AP,AP
2020-06-01,post,69.5494,77.36784554509752,-7.818445545097518,services_volume_index,AP,AP
2020-07-01,post,73.88619,82.95344192499496,-9.067251924994963,services_volume_index,AP,AP
2020-08-01,post,78.30912,83.10427190497784,-4.795151904977843,services_volume_index,AP,AP
2020-09-01,post,78.3194,84.5332377448114,-6.2138377448114,services_volume_index,AP,AP
2020-10-01,post,78.42205,86.58949718842163,-8.167447188421633,services_volume_index,AP,AP
2020-11-01,post,79.44827,87.96371340204774,-8.515443402047751,services_volume_index,AP,AP
2020-12-01,post,90.39281,98.57260884297118,-8.17979884297118,services_volume_index,AP,AP
2016-01-01,pre,111.30686,116.5976980665261,-5.290838066526106,services_volume_index,BA,BA
2016-02-01,pre,109.09362,109.4925639537262,-0.39894395372620295,services_volume_index,BA,BA
2016-03-01,pre,115.21434000000001,112.97907857782022,2.2352614221797893,services_volume_index,BA,BA
2016-04-01,pre,110.32642,109.29768121257945,1.0287387874205507,services_volume_index,BA,BA
2016-05-01,pre,112.39603,110.29022806721886,2.1058019327811337,services_volume_index,BA,BA
2016-06-01,pre,109.69024,109.80113353869504,-0.11089353869503782,services_volume_index,BA,BA
2016-07-01,pre,111.86613,111.15192280274351,0.714207197256485,services_volume_index,BA,BA
2016-08-01,pre,105.4255,110.11184834810825,-4.686348348108254,services_volume_index,BA,BA
2016-09-01,pre,104.33741,111.16011127365402,-6.822701273654019,services_volume_index,BA,BA
2016-10-01,pre,107.04384,111.05513124932386,-4.011291249323861,services_volume_index,BA,BA
2016-11-01,pre,111.51246,111.41828823208299,0.0941717679170182,services_volume_index,BA,BA
2016-12-01,pre,114.55211,115.16599579791313,-0.6138857979131274,services_volume_index,BA,BA
2017-01-01,pre,111.93902,112.3395831778875,-0.4005631778875056,services_volume_index,BA,BA
2017-02-01,pre,102.54819,100.70392788221807,1.8442621177819376,services_volume_index,BA,BA
2017-03-01,pre,106.49086,108.47085999110854,-1.9799999911085422,services_volume_index,BA,BA
2017-04-01,pre,101.16815,100.38057639358459,0.7875736064154069,services_volume_index,BA,BA
2017-05-01,pre,103.51402,105.06645430796212,-1.5524343079621161,services_volume_index,BA,BA
2017-06-01,pre,101.26747,102.50958114086097,-1.2421111408609704,services_volume_index,BA,BA
2017-07-01,pre,102.64618,103.61056718094514,-0.9643871809451383,services_volume_index,BA,BA
2017-08-01,pre,104.69812,104.06973937933836,0.6283806206616447,services_volume_index,BA,BA
2017-09-01,pre,103.22247,102.01305573220924,1.2094142677907627,services_volume_index,BA,BA
2017-10-01,pre,109.76432,102.69221812300049,7.072101876999511,services_volume_index,BA,BA
2017-11-01,pre,104.51456,104.94812421127418,-0.43356421127417377,services_volume_index,BA,BA
2017-12-01,pre,111.10692,111.8639024037667,-0.756982403766699,services_volume_index,BA,BA
2018-01-01,pre,108.3401,102.09436049877499,6.245739501225017,services_volume_index,BA,BA
2018-02-01,pre,93.63563,95.11127032628917,-1.4756403262891666,services_volume_index,BA,BA
2018-03-01,pre,99.06489,102.25098610970022,-3.186096109700216,services_volume_index,BA,BA
2018-04-01,pre,97.14836,97.7655266780254,-0.6171666780253986,services_volume_index,BA,BA
2018-05-01,pre,93.53386,98.41636922215311,-4.882509222153104,services_volume_index,BA,BA
2018-06-01,pre,100.54515,99.16520995014024,1.3799400498597691,services_volume_index,BA,BA
2018-07-01,pre,106.96358,100.4726849414287,6.490895058571297,services_volume_index,BA,BA
2018-08-01,pre,105.82471,103.63029043303762,2.194419566962381,services_volume_index,BA,BA
2018-09-01,pre,103.65364,100.50007910050856,3.1535608994914384,services_volume_index,BA,BA
2018-10-01,pre,102.44002,101.8791416931857,0.5608783068143026,services_volume_index,BA,BA
2018-11-01,pre,102.96365,100.60147115272197,2.362178847278031,services_volume_index,BA,BA
2019-01-01,post,104.91776,102.39286773109164,2.52489226890836,services_volume_index,BA,BA
2019-02-01,post,97.08569,96.35849805655613,0.7271919434438701,services_volume_index,BA,BA
2019-03-01,post,99.53968,97.91432463084126,1.62535536915874,services_volume_index,BA,BA
2019-04-01,post,97.28721,98.44135509089796,-1.1541450908979556,services_volume_index,BA,BA
2019-05-01,post,96.93971,99.91304103437128,-2.97333103437127,services_volume_index,BA,BA
2019-06-01,post,93.62301,95.79700395086184,-2.173993950861842,services_volume_index,BA,BA
2019-07-01,post,101.70024,102.43112403742337,-0.7308840374233796,services_volume_index,BA,BA
2019-08-01,post,102.03903,101.60827259343252,0.43075740656747996,services_volume_index,BA,BA
2019-09-01,post,98.02025,98.30347379707614,-0.28322379707613266,services_volume_index,BA,BA
2019-10-01,post,101.39852,101.9439179991472,-0.5453979991471982,services_volume_index,BA,BA
2019-11-01,post,100.06764,102.0274111324437,-1.9597711324437057,services_volume_index,BA,BA
2019-12-01,post,102.78601,107.58716677595639,-4.801156775956386,services_volume_index,BA,BA
2020-01-01,post,100.72835,102.04961513776576,-1.3212651377657494,services_volume_index,BA,BA
2020-02-01,post,92.8403,94.42222186513683,-1.5819218651368345,services_volume_index,BA,BA
2020-03-01,post,87.96949,89.87552161207914,-1.906031612079147,services_volume_index,BA,BA
2020-04-01,post,67.89906,73.39640331754508,-5.497343317545074,services_volume_index,BA,BA
2020-05-01,post,70.80833,72.86927562347907,-2.0609456234790713,services_volume_index,BA,BA
2020-06-01,post,71.87417,74.91738187966504,-3.043211879665037,services_volume_index,BA,BA
2020-07-01,post,74.98274,79.25479458388531,-4.272054583885307,services_volume_index,BA,BA
2020-08-01,post,78.2301,82.33100417162518,-4.100904171625189,services_volume_index,BA,BA
2020-09-01,post,81.93837,84.98140116404983,-3.0430311640498218,services_volume_index,BA,BA
2020-10-01,post,94.31373,88.73351133309544,5.580218666904571,services_volume_index,BA,BA
2020-11-01,post,97.00653,90.52334372960054,6.483186270399457,services_volume_index,BA,BA
2020-12-01,post,100.6774,98.46501729973176,2.2123827002682503,services_volume_index,BA,BA
2016-01-01,pre,98.21181,111.28927540487267,-13.077465404872669,services_volume_index,CE,CE
2016-02-01,pre,102.12725,104.05552068913386,-1.9282706891338535,services_volume_index,CE,CE
2016-03-01,pre,108.86837,107.93416574365483,0.9342042563451685,services_volume_index,CE,CE
2016-04-01,pre,105.68033,103.51621815456653,2.1641118454334674,services_volume_index,CE,CE
2016-05-01,pre,108.45404,104.67229734946525,3.7817426505347527,services_volume_index,CE,CE
2016-06-01,pre,105.44207,104.93028597433792,0.5117840256620809,services_volume_index,CE,CE
2016-07-01,pre,106.50716,105.79292031859198,0.7142396814080172,services_volume_index,CE,CE
2016-08-01,pre,107.15176,104.51287773656065,2.638882263439342,services_volume_index,CE,CE
2016-09-01,pre,105.24802,104.44979168326586,0.7982283167341393,services_volume_index,CE,CE
2016-10-01,pre,104.81216,105.04953443964942,-0.23737443964941463,services_volume_index,CE,CE
2016-11-01,pre,105.0668,104.68682126275152,0.37997873724847864,services_volume_index,CE,CE
2016-12-01,pre,128.05404,108.11734861755033,19.936691382449652,services_volume_index,CE,CE
2017-01-01,pre,104.38611,102.7215289285856,1.6645810714144034,services_volume_index,CE,CE
2017-02-01,pre,99.90698,96.28239839404353,3.624581605956479,services_volume_index,CE,CE
2017-03-01,pre,103.60915,102.186841341903,1.4223086580969948,services_volume_index,CE,CE
2017-04-01,pre,96.31148,95.09459905532759,1.2168809446724111,services_volume_index,CE,CE
2017-05-01,pre,100.20483,99.22541014481705,0.9794198551829538,services_volume_index,CE,CE
2017-06-01,pre,97.53737,96.72254141090008,0.8148285890999176,services_volume_index,CE,CE
2017-07-01,pre,101.148,99.12928578531213,2.0187142146878614,services_volume_index,CE,CE
2017-08-01,pre,99.14855,98.84450131705499,0.30404868294500886,services_volume_index,CE,CE
2017-09-01,pre,97.48429,95.94665185369676,1.5376381463032374,services_volume_index,CE,CE
2017-10-01,pre,93.22865,97.01352097511474,-3.7848709751147425,services_volume_index,CE,CE
2017-11-01,pre,96.26107,97.58539940019497,-1.3243294001949693,services_volume_index,CE,CE
2017-12-01,pre,106.80818,102.9878053163756,3.8203746836243937,services_volume_index,CE,CE
2018-01-01,pre,97.73588,95.78844680374729,1.9474331962527032,services_volume_index,CE,CE
2018-02-01,pre,87.26906,90.06166196481325,-2.792601964813258,services_volume_index,CE,CE
2018-03-01,pre,94.47894,95.14416937579128,-0.6652293757912844,services_volume_index,CE,CE
2018-04-01,pre,90.11111,91.51509734068847,-1.4039873406884738,services_volume_index,CE,CE
2018-05-01,pre,87.68295,90.43743661279888,-2.754486612798871,services_volume_index,CE,CE
2018-06-01,pre,89.25092,92.72652511920519,-3.4756051192051984,services_volume_index,CE,CE
2018-07-01,pre,94.81545,94.86877159087747,-0.05332159087747357,services_volume_index,CE,CE
2018-08-01,pre,94.30391,96.27158022075552,-1.9676702207555223,services_volume_index,CE,CE
2018-09-01,pre,88.91913,93.91044382426718,-4.991313824267181,services_volume_index,CE,CE
2018-10-01,pre,92.30175,95.03366212573751,-2.7319121257375087,services_volume_index,CE,CE
2018-11-01,pre,94.357,94.3975635293619,-0.040563529361904216,services_volume_index,CE,CE
2019-01-01,post,90.97784,97.10951574582978,-6.1316757458297815,services_volume_index,CE,CE
2019-02-01,post,84.98671,90.10189881397352,-5.115188813973518,services_volume_index,CE,CE
2019-03-01,post,87.54974,90.26813063266101,-2.7183906326610128,services_volume_index,CE,CE
2019-04-01,post,88.11728,91.22148952844503,-3.1042095284450397,services_volume_index,CE,CE
2019-05-01,post,91.5964,92.57088354542972,-0.9744835454297203,services_volume_index,CE,CE
2019-06-01,post,90.74797,89.71048843605563,1.0374815639443682,services_volume_index,CE,CE
2019-07-01,post,98.26898,96.90859275558365,1.3603872444163443,services_volume_index,CE,CE
2019-08-01,post,93.2725,96.17989712747983,-2.9073971274798396,services_volume_index,CE,CE
2019-09-01,post,92.21528,92.7329228540476,-0.5176428540475939,services_volume_index,CE,CE
2019-10-01,post,96.43865,97.01545867657897,-0.5768086765789775,services_volume_index,CE,CE
2019-11-01,post,98.05421,95.98663162241964,2.067578377580361,services_volume_index,CE,CE
2019-12-01,post,102.26102,101.80367130098819,0.45734869901181696,services_volume_index,CE,CE
2020-01-01,post,92.44583,96.97863151490937,-4.532801514909366,services_volume_index,CE,CE
2020-02-01,post,84.37023,90.72166395568667,-6.351433955686659,services_volume_index,CE,CE
2020-03-01,post,85.02557,84.62856104159064,0.39700895840935857,services_volume_index,CE,CE
2020-04-01,post,64.45912,72.17021052851946,-7.711090528519463,services_volume_index,CE,CE
2020-05-01,post,65.24742,72.46651688124702,-7.219096881247012,services_volume_index,CE,CE
2020-06-01,post,71.10881,74.7115132024933,-3.602703202493288,services_volume_index,CE,CE
2020-07-01,post,73.69362,79.56580404859993,-5.872184048599934,services_volume_index,CE,CE
2020-08-01,post,76.98532,82.12257580693097,-5.137255806930966,services_volume_index,CE,CE
2020-09-01,post,81.1705,84.50827463025463,-3.3377746302546285,services_volume_index,CE,CE
2020-10-01,post,84.48618,88.53385572153418,-4.047675721534176,services_volume_index,CE,CE
2020-11-01,post,88.02453,89.83735744277215,-1.8128274427721465,services_volume_index,CE,CE
2020-12-01,post,95.49529,96.80616333536857,-1.3108733353685693,services_volume_index,CE,CE
2016-01-01,pre,118.67744,117.85521276377224,0.8222272362277607,services_volume_index,DF,DF
2016-02-01,pre,117.00308,112.04812801915561,4.954951980844385,services_volume_index,DF,DF
2016-03-01,pre,125.94018,116.74216076609672,9.198019233903281,services_volume_index,DF,DF
2016-04-01,pre,116.03405,114.12323151684978,1.9108184831502086,services_volume_index,DF,DF
2016-05-01,pre,118.8072,116.8578988223278,1.9493011776721971,services_volume_index,DF,DF
2016-06-01,pre,125.3188,115.97012010840959,9.348679891590407,services_volume_index,DF,DF
2016-07-01,pre,120.9337,115.58454434155999,5.3491556584400115,services_volume_index,DF,DF
2016-08-01,pre,122.13905,115.76042335582042,6.378626644179576,services_volume_index,DF,DF
2016-09-01,pre,115.0077,114.75637065458623,0.2513293454137653,services_volume_index,DF,DF
2016-10-01,pre,111.6649,113.66726477806421,-2.002364778064205,services_volume_index,DF,DF
2016-11-01,pre,119.90709,113.24953015369502,6.657559846304977,services_volume_index,DF,DF
2016-12-01,pre,120.71976,115.5754190735316,5.144340926468388,services_volume_index,DF,DF
2017-01-01,pre,100.54051,114.48693104598456,-13.946421045984565,services_volume_index,DF,DF
2017-02-01,pre,101.31735,101.23786791253562,0.07948208746438468,services_volume_index,DF,DF
2017-03-01,pre,110.12066,110.48839781416726,-0.36773781416725626,services_volume_index,DF,DF
