state_abbrev,period_date,year,month,va_icms_total,va_receita_tributaria_total,va_icms_terciario_varejista,va_icms_secundario,va_icms_terciario,va_icms_energia,va_icms_combustiveis,fpe,iof_est,retail_volume_index,ipca_deflator_factor,population,va_icms_total_real_pc,va_receita_tributaria_total_real_pc,va_icms_terciario_varejista_real_pc,va_icms_secundario_real_pc,va_icms_terciario_real_pc,va_icms_energia_real_pc,va_icms_combustiveis_real_pc,fpe_real_pc,iof_est_real_pc,va_icms_total_real_pc_sa,va_receita_tributaria_total_real_pc_sa,va_icms_terciario_varejista_real_pc_sa,va_icms_secundario_real_pc_sa,va_icms_terciario_real_pc_sa,va_icms_energia_real_pc_sa,va_icms_combustiveis_real_pc_sa,fpe_real_pc_sa,iof_est_real_pc_sa,retail_volume_index_sa,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,pre_instability_clean,instability_start_date,removal_date
MS,2000-07-01,2000,7,89950285,95135372,14302361,2302825,44481107,6295608,21307284,11080173.93,0,37.01028,1.0977191549536152,2074877,47.588435766571635,50.331619733621714,7.566701848235602,1.2183156461833924,23.532847097655107,3.3307080341047777,11.27267485582841,5.861995271613053,0,48.2071582006725,52.0657540445093,7.56776616214848,1.23893641270212,24.049730628462,3.46434726119094,11.1993685711471,6.84867677958582,0,103.1895860523834,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2000-08-01,2000,8,92724782,98023214,14985673,2741567,48680028,6411918,20386657,12353870.08,0,35.12612,1.0835263610711687,2074877,48.42202483403952,51.18893137565284,7.82570327488929,1.431680102070051,25.421311044308943,3.3483826646238435,10.646163735785816,6.451343329232715,0,48.299320941765,51.8005795838951,7.7655152587336,1.40436545147249,24.9521856098082,3.61664304359427,10.7761373986494,6.94071756692847,0,98.54390053589547,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2000-09-01,2000,9,95034077,96749487,13834041,2389537,49591430,6202695,22751112,12456807.57,0,33.84758,1.0810418204846541,2074877,49.51416956675446,50.40792372629143,7.207741406984291,1.2449843670711271,25.837873651130785,3.23169647873636,11.853668209985585,6.4901822772626145,0,49.6787300040206,52.2370979272999,7.59011744068337,1.21341813084651,25.2950304572283,3.35301446938335,11.7400520061995,6.96531023102407,0,94.01537085280937,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2000-10-01,2000,10,93947359,96355543,14515865,2695537,54413769,6750667,18345027,13170706.94,0,34.11675,1.0795319674391282,2074877,48.87960939225799,50.13255672912443,7.5524189156903185,1.4024534278007637,28.31078811146311,3.512285705628043,9.544682933028765,6.852550380336945,0,48.854847410787,51.7099475113345,7.52255517104444,1.37439300101954,27.0770025345701,3.66988282669163,9.04664973673756,7.21146557933074,0,95.09523395742654,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2000-11-01,2000,11,97594472,99307412,15606451,2553660,54421400,6943698,21490690,14295265.01,0,32.29988,1.0760874760994266,2074877,50.61513962308906,51.50351675643709,8.093928684668716,1.324397322933389,28.2244137709355,3.6011900732509137,11.14565459144575,7.413912075165586,0,50.3941138771781,53.1739249648486,8.13751987345929,1.33286434495871,27.9687342429686,3.53923934209641,11.081865572242,7.57975689264578,0,96.57692655937,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2000-12-01,2000,12,97523981,99357909,15997240,2901007,50730606,7319880,25140697,16133068.96,0,43.0665,1.0697784932312426,2074877,50.28204440460439,51.227592855203916,8.247960386595718,1.49571993776657,26.156013704613734,3.774031037518614,12.962203039237131,8.317991959631598,0,50.6810754717105,52.6775443647116,8.48630459725782,1.50103354192122,27.7379844915107,3.60161418448662,12.1934757414332,7.79198360513228,0,95.34017718078398,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2001-01-01,2001,1,99131901,123215785,19526394,3005048,57034126,6416070,22929821,18735345.04,0,31.08863,1.063712663977272,2111036,49.95076279980123,62.086194127623024,9.838994967215065,1.514189058575777,28.738459270744507,3.232941035569576,11.553919961778007,9.440399776712367,0,49.9913494300498,53.1493918190485,8.33456987482799,1.43680045070778,27.0200228845131,3.28239318493698,12.5898879110753,8.57312343625033,0,97.2565906088298,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2001-02-01,2001,2,95933890,104069605,14490878,2674539,52978592,6720982,21626088,15265437,0,29.20447,1.0588408217019627,2111036,48.117947262228455,52.1986105743335,7.26824799231415,1.3414792890476268,26.572685584657496,3.371069988159416,10.847083985360246,7.656746666906459,0,49.8259068822582,53.4852012142136,7.71682962961371,1.58508268824297,27.5348652081874,3.25136652476911,11.0714527538845,7.09836309010771,0,95.85364431427416,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2001-03-01,2001,3,102466858,111081060,16515612,2898789,55449421,6783450,17727211,13386213.98,0,34.5205,1.0548344774266103,2111036,51.20025173041894,55.50456357783285,8.252458486449617,1.4484559145296463,27.706756788677744,3.3895286181285114,8.85786568841851,6.688772729746952,0,51.507744614968,53.9114440626727,8.45198533155006,1.54031105853181,27.8269525060066,3.5179888587778,9.80840068866605,7.01192866023307,0,95.48220136546028,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2001-04-01,2001,4,107390024,111959556,15922213,3363846,57607598,7688607,21153906,15744317.23,0,34.04946,1.048753217409534,2111036,53.35088230976974,55.62100531433045,7.910084011845325,1.6711436069163157,28.619196332859808,3.8196654764046962,10.50916563160403,7.8217061911207875,0,52.3287863020851,56.2936898299458,8.13039695575703,1.52018796316845,30.0471616790395,3.78266903966006,9.61038742840019,7.31942549880403,0,96.78421937700206,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2001-05-01,2001,5,108934675,112349097,16107733,2745894,59300055,8342365,18634636,17702172.42,0,35.19341,1.0444712514353984,2111036,53.89729797216078,55.58664179162599,7.969577043829315,1.3585781305903604,29.339718818645423,4.1275281006486235,9.219805622908908,8.75845328106323,0,53.091654460054,55.3195966226197,8.1485990715951,1.27815488179219,29.5400764224972,4.06545035405198,8.59874153930845,7.55626808274822,0,95.45550745175215,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2001-06-01,2001,6,111208068,113688979,16005319,2829475,58052779,8432165,20241858,15359293.53,0,31.76155,1.0390657904605851,2111036,54.737341799009826,55.958462494856484,7.87792318004469,1.392686187001768,28.573959278794227,4.150367019330358,9.963175513426071,7.559945198786568,0,54.2620754018711,56.7351285913669,7.93567288550388,1.40245876330415,28.8792943886463,3.76991683674844,10.3423248622854,8.28386069014518,0,89.5919728883907,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2001-07-01,2001,7,112647198,115459674,16821278,2863608,57625003,7010595,23645036,13971953.76,0,34.85695,1.0254287471246044,2111036,54.71800344107692,56.08415434565553,8.17088009137441,1.390988104274865,27.991154404444817,3.4053733083888744,11.48549794565141,6.786830276224425,0,55.0428882916376,57.5479901601291,8.02333801939796,1.43517784057012,27.7047379585448,3.5224986345824,11.6185656742078,7.97927887461408,0,96.8181272647556,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2001-08-01,2001,8,114462581,117831707,16914773,2803151,61969361,5830927,20990074,14710089.6,0,36.53924,1.0183029227002607,2111036,55.21345006533063,56.83861934370648,8.15919898225869,1.3521592507518387,29.892233682498805,2.8126711274236267,10.125006727452659,7.09572325287807,0,54.9491583751337,57.644124728929,8.04822155820763,1.34010231937067,29.7954224014797,3.01867275526577,10.6580761082846,7.5792581344191,0,101.92748795743496,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2001-09-01,2001,9,114818567,117231986,15638099,3068036,65467347,5854264,22413319,15910734.58,0,34.65508,1.0154607785646623,2111036,55.23058414896707,56.391498665224844,7.522314250354455,1.4758015615197526,31.491420873534565,2.816046471667501,10.781363445226958,7.653458739757396,0,55.6922364483207,58.7949564794879,7.92487498660288,1.40387117670058,30.5931495663228,2.93546541769627,10.9051907727064,8.09995056591724,0,100.39917070552359,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2001-10-01,2001,10,118707877,121654353,16382190,2926868,62238856,6240755,26100867,15205589.79,0,35.73174,1.0071019549948552,2111036,56.63140514893579,58.037066511387884,7.8153738619792215,1.396307066678106,29.691996514622808,2.9772474562934588,12.451817109116424,7.254058767524007,0,55.9045286552042,58.9712037502341,7.87506995352448,1.35042711234113,28.9938507669113,3.17254766056749,11.6381223032477,7.82417918606692,0,99.19028931692131,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MS,2001-11-01,2001,11,120297228,122427059,15985285,2934321,64566120,8794081,23793878,15803891.69,0,32.70363,1,2111036,56.984924937329346,57.99382814883308,7.572246517823476,1.3899909807317354,30.58503976246734,4.165765529341991,11.271185332699206,7.4863203138174805,0,56.35486894943,59.4431918379938,7.30170655068561,1.37081727235564,29.319013641005,4.15230270038061,11.084490364307,7.68490704614042,0,94.15386039265245,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2001-12-01,2001,12,122974754,125594716,16257630,2602916,58451853,6560012,36379330,19167113.74,0,42.05713,0.9935398449783466,2111036,57.87694668656068,59.11000791305286,7.651505322465044,1.2250386820175772,27.509831650581564,3.0874098336248617,17.12159995784824,9.020827316029633,0,57.9847547588475,60.4744441024522,7.84824005134343,1.22858700649848,28.8241783797987,2.88760425704456,16.0337996897944,8.40670219476972,0,93.8075372648642,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2002-01-01,2002,1,123458802,151682577,20930136,3097000,71310762,6896746,19461012,20747613.84,0,33.04008,0.9883978749560942,2140624,57.00506840128168,70.03693164921263,9.664145569208813,1.4299887410115106,32.92656983304858,3.1844588729790675,8.985801759344493,9.579868968051208,0,56.8367340852031,59.6240971990539,8.11057901999005,1.39573687456986,29.9886474219905,3.25844969539283,10.3964211418642,8.72797226814189,0,102.21905503884521,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2002-02-01,2002,2,116023974,125570440,15401882,1993357,60874903,8302471,18950759,24240526.11,0,30.88676,0.9848521305451046,2140624,53.3799761136051,57.772086722136265,7.086053553591988,0.9170979529272764,28.007150212403754,3.8197769683694776,8.718810672307148,11.152511503639937,0,55.2911846990921,59.2270023947721,7.55600393593445,1.23174951849118,29.3899153355462,3.62482102237836,8.86929758510649,10.5252582065658,0,100.44652106503742,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2002-03-01,2002,3,117208512,125572468,15326220,2766095,61845798,6219741,24179976,18550886.59,0,35.39528,0.978979240165035,2140624,53.60338855335379,57.428506504779996,7.009195080594333,1.2650281326025974,28.28416028851412,2.8444964263706822,11.058315020147763,8.483943400740129,0,54.5694209336753,58.936280794846,7.81086221999711,1.34363142641553,29.0291538355434,3.00702162623533,12.1766005744053,8.6765262804542,0,97.86127514993628,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2002-04-01,2002,4,118116604,123850988,16957199,3659976,58169006,7647638,28809255,19374989.56,0,34.31862,0.9712079295486781,2140624,53.58987959406281,56.19158788654064,7.693535217644442,1.6605427731156208,26.39146336823498,3.469757728549149,13.070850789484703,8.790494498611084,0,52.1184918542765,53.5331810970914,7.48171937696991,1.52018792588492,28.3097518896882,3.48308122234082,11.4797606935088,8.59724253832475,0,97.92185143480943,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2002-05-01,2002,5,120455198,124265565,16079478,3867817,59887221,8765508,28286711,22205965.23,0,35.32799,0.9691748016919418,2140624,54.53650086816442,56.26165749613762,7.280038391590462,1.7511673110063801,27.114143136093254,3.968613580726521,12.806904680103685,10.053826336695938,0,54.2717985506115,56.8606007506328,7.47583613416827,1.67303265548477,28.0456605189098,3.90754070092147,12.1884938348034,8.68138891707612,0,95.10805954036562,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2002-06-01,2002,6,120790858,124098613,17311764,3772076,61293303,9858693,25769832,15633530.51,0,32.098,0.9651236321154114,2140624,54.459873195524715,55.95121054376892,7.805197246225784,1.7006815254502297,27.634752864450014,4.4448990556355445,11.618609274138736,7.048547408885587,0,54.9376783273343,57.9573465413961,8.01636438885124,1.65679875848732,27.9185668069607,4.06783488061763,12.0755628746775,7.47606198204065,0,94.54849333975316,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2002-07-01,2002,7,121838376,125869439,17061561,3722128,62572492,8004833,24869684,17094123.92,0,33.78029,0.9537715214777861,2140624,54.286027462974616,56.08209865094729,7.601910000895093,1.6584228176901077,27.879656071078617,3.5666150382251116,11.080879382531332,7.616418660870951,0,54.268397629437104,57.2928192138442,7.60710678390861,1.72744361404334,28.3634617584617,3.64044219819867,11.5087771455619,8.99127415019057,0,93.30808015498161,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2002-08-01,2002,8,123637128,127323850,16567760,3921325,64449362,8154791,23317253,16185928.14,0,34.58779,0.9476137858458301,2140624,54.73181975684917,56.36386190520456,7.334234212353552,1.7358964623314976,28.53051442951606,3.609971845728863,10.32210719437652,7.165204464760722,0,54.7764736848187,57.9974397986411,7.28438036955679,1.7426886218288,28.2722131800435,3.73471749538537,11.1819158644778,7.52210047566782,0,93.45383192304918,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2002-09-01,2002,9,124311122,127933663,17031277,4558267,66173540,10665506,24714078,17869176.51,0,32.36717,0.9408415091579684,2140624,54.636901962979174,56.22907178889284,7.485542699496687,2.0034376907971527,29.08442269166616,4.687675538054963,10.862267471058788,7.853814119190721,0,54.3330065406393,57.8789173439884,7.48923912009701,1.86884799320162,27.5469242995737,4.75694287933088,11.2545032251018,8.54441402535578,0,95.17897492161532,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2002-10-01,2002,10,127903511,131838198,16960370,3876268,69650770,5764351,29345817,23546842.11,0,34.78966,0.9286738240359725,2140624,55.48879329952251,57.19579126958855,7.357972098306376,1.6816538666053782,30.21681851784806,2.500767012915665,12.731190574734214,10.215402567786294,0,54.5119560612295,58.1330677899585,7.32656004845402,1.61632206072449,28.7027463749062,2.80802609267611,11.7334363703086,10.9200923205738,0,95.39990644302993,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2002-11-01,2002,11,129479561,132097275,17402957,4128519,69663834,8338883,27381710,20653413.9,0,32.29988,0.9014480711572056,2140624,54.525736662642174,55.62809430982413,7.328639695753103,1.7385797268861207,29.33645927015476,3.5116255801839147,11.530838514604138,8.69745463143757,0,54.0724149139996,57.6096415125598,7.26600827293348,1.6890547936778,28.5147485547375,3.6162519408169,11.0253856856423,8.78987199168339,0,93.12706566641727,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2002-12-01,2002,12,133500761,137092911,16963656,4324003,65462495,9246092,28863428,20228695.9,0,41.5188,0.8829089411603213,2140624,55.062923492685826,56.544520145339,6.996727849995109,1.783452353287664,27.00026821439114,3.8135876723753994,11.90483646531907,8.34340663195551,0,54.3288496866832,56.9648861882854,6.96940250487655,1.78736569862169,26.9483708662691,3.62286904472268,10.6359525196193,7.74394668353273,0,90.86971914620125,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2003-01-01,2003,1,140228614,176746010,21571128,4254058,82736369,9044900,18632824,22037472.21,0,29.27176,0.863478577730045,2169688,55.80728850128474,70.34024861374553,8.58473979921203,1.693002842538245,32.92689189905101,3.599631554265168,7.415372333079341,8.770332490503792,0,55.0503477660232,58.0582775789683,6.9738849957671,1.69653453545987,29.8232581775488,3.65260570299308,9.03751042957381,7.89341344914431,0,91.76878541403028,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2003-02-01,2003,2,146058520,156706994,17271901,3362749,78665475,9110268,31073854,23204446.71,0,28.73343,0.8501295770924695,2169688,57.22881254740405,61.40110953125618,6.7674955536063255,1.3175960715264705,30.822794334267524,3.5695953897698924,12.175392203696173,9.091992244155403,0,59.5948227401715,63.3130940589411,7.32218090747775,1.69234852627788,32.7357398882641,3.26824590837929,12.2622554646502,8.4288041206751,0,94.4713962075277,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2003-03-01,2003,3,151029669,161211215,17008526,3790089,78217582,7817189,36207957,20126718.3,0,31.96342,0.8397987400267664,2169688,58.457495148085606,62.3983610708932,6.5833146076820706,1.466990630352985,30.27487215283501,3.0257186621998637,14.014640200592591,7.79024111725449,0,59.7337508680776,61.1424683567121,6.94791052040029,1.56472397124153,31.7305709912277,3.16074650910282,15.2908967632569,7.99884171212678,0,93.32875456833172,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2003-04-01,2003,4,156203526,161755495,17606522,3621824,74423118,6918751,40396577,19163170.28,0,33.44383,0.8317315463517589,2169688,59.879300722305324,62.00760108699694,6.749311315238073,1.388395601641302,28.52947290968076,2.652244685896211,15.485686170328592,7.346039269234319,0,58.5783270220333,62.1704168769401,7.29867713617422,1.25975940470818,31.4507298147525,2.69097351012663,13.2974460659889,7.25154560476824,0,94.87980343030138,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2003-05-01,2003,5,152120785,157457052,18082619,4227032,81502788,7531281,36632140,26878683.97,467.73,34.04946,0.8266880881340372,2169688,57.96061042744345,59.9938190565195,6.889785872238872,1.610571198513978,31.053950609172265,2.8695463546326474,13.957469360045494,10.241236464744373,1.7821309767253782e-4,58.8673681524754,62.1167068187418,7.18600371098508,1.54141838028957,32.325017539245,2.78921355721475,13.4604574555425,8.69310538286497,1.7821309767253782e-4,88.33440602079536,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2003-06-01,2003,6,153112428,158206702,18913607,4348206,80978422,9311768,35282206,18875797.13,416.23,31.62696,0.8279308394974325,2169688,58.426142860876865,60.37006592698127,7.217239769697079,1.6592311170489826,30.900540956873687,3.5532758154376705,13.463330411055114,7.2028119084514115,1.5882912811612376e-4,58.7133187693874,62.27877893866,7.12413358306193,1.55845131139721,30.9082882664436,3.20509063268121,13.9712716879331,7.60372773067076,1.5882912811612376e-4,94.5242472117873,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2003-07-01,2003,7,154471245,159266734,18537604,4158409,83943871,8621365,30344005,15826454.07,0,34.85695,0.8262784573174649,2169688,58.82701200288159,60.65326962748148,7.059643061805231,1.5836395709498607,31.96819645549788,3.2832592391951216,11.555853947771956,6.027160611924532,0,58.9934446251953,62.3427132114025,7.09910728408435,1.67789395929218,31.8007469828108,3.39807624413629,12.4338079413741,7.39034510116289,0,95.22245665512955,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2003-08-01,2003,8,156065637,160394753,19326917,4377565,81235707,9199269,35491303,20762936.63,0,34.58779,0.8234788453536597,2169688,59.23282543671873,60.87588906848609,7.335297653582458,1.661451863890381,30.832030320418514,3.4914713148700254,13.470294906243145,7.880321540342946,0,59.564820773361,63.2517449497501,7.44241388774314,1.67555999883571,30.7020310159147,3.53668557274342,14.7059242451737,8.0748016682254,0,96.59156065088362,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2003-09-01,2003,9,158166924,162722884,20032579,4277121,88079580,9512561,31765621,18015620.45,0,33.57842,0.8171048751162632,2169688,59.56569086548088,61.28146618747865,7.544272707436128,1.6107645064922453,33.17078502355773,3.5824321137144306,11.962938348829669,6.784685769538868,0,58.2850923241635,62.0258684159522,7.39552574580886,1.40375581543363,31.187599235933,3.58330331358897,12.2408105966714,7.7105352687814,0,95.30734795895837,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MS,2003-10-01,2003,10,161024924,165261443,20470577,4758042,85074541,7038685,41885801,18613049.79,0,35.46257,0.8147427661461066,2169688,60.4667085766371,62.057570123961206,7.6869367990175865,1.7866994243040262,31.946467355191324,2.643107067436013,15.72859939723378,6.989413995154976,0,59.0616009940685,62.8239533494406,7.46765005847235,1.7089526885903,30.5257237763723,3.04864062903799,14.6939797072707,7.91816696585356,0,96.65283740988959,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
MT,1998-11-01,1998,11,65297307,67419531,9486059,13700682,27053171,6964915,12441078,16914033.15,4391.79,,1.2391220586211642,2375549,34.06005663207038,35.16704056367324,4.948070932774622,7.146481627764332,14.111340554015253,3.633004334122944,6.489453251785788,8.822613878482242,0.0022908236646904958,32.1502194324231,34.5247296117725,5.17208184953357,6.90998667607207,14.1416468862157,3.86989950074434,5.28722920877004,8.73526116703373,0.00348036430044644,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MT,1998-12-01,1998,12,61126418,62861193,9359182,13306681,23939048,6964915,12441714,16941486.69,9546.78,,1.2350432039500754,2375549,31.779503235972637,32.681409310792596,4.865820121425352,6.91811700629269,12.445863478898834,3.6210454664753033,6.468422382022222,8.807845260735586,0.004963351948794364,32.1062985639566,33.8959468651202,4.8009164469131,7.41183566326501,11.9419380201257,3.73883604014461,5.63871072885344,8.62301254281285,0.00553385610353598,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MT,1999-01-01,1999,1,75105926,79567153,11929806,13742801,42686356,1620140,13494438,21954171.57,7748.44,,1.2264558263700192,2375549,38.77592107660819,41.0791772278849,6.159157346854985,7.095176044398042,22.038244642693048,0.8364509183077776,6.966950422276698,11.334567982034272,0.0040003887031075805,39.8678879418394,42.3837080253216,5.08616970262061,8.02407608261991,20.0629952933053,2.2658358414324,7.66302543453175,9.55586868840105,0.00341005435931516,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MT,1999-02-01,1999,2,61737623,66746057,9269128,10956584,24900296,7823036,14495145,22289406.96,5581.41,,1.2137104654845907,2375549,31.54285563010579,34.10175412535419,4.7357632528380815,5.597914699617233,12.722006512542613,3.9969289899146307,7.405828793772151,11.388056612091384,0.002851642180043581,38.6675223739799,41.3677755271741,5.48501508316713,7.56149002920729,15.7916173730833,4.29794884624507,8.45869528468978,10.8692372514856,0.00410919104812403,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MT,1999-03-01,1999,3,68910503,75228907,8997334,12887949,29740326,8016818,14194549,22788112.87,11614.24,,1.2005066160050661,2375549,34.82458781685285,38.01765426363751,4.546889579380314,6.513049421938202,15.029560798429115,4.051376354816719,7.173352343272269,11.51619279025825,0.005869368284918846,41.3259153231949,43.983660925164,5.57991934309994,7.98170233190927,17.113998714146,4.4981130145913,8.74599143830981,12.1692997664118,0.00667916269152041,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MT,1999-04-01,1999,4,76692430,81511661,9734302,15206875,31025174,7791178,15600000,20688493.62,7585.92,,1.193821881939611,2375549,38.541449203161825,40.963332911694764,4.891931394809586,7.642149301454284,15.591567091305581,3.9154228275175527,7.839712570971145,10.39691304533143,0.003812271306819322,41.3386773251386,42.9902535342825,5.24778357479327,7.85574067025002,16.422610961226,4.46915574858313,7.98151676193915,9.37550236770155,0.00464746653951534,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MT,1999-05-01,1999,5,87632909,94279931,9621662,18102578,31688007,8903210,21658504,22342066.65,14515.87,,1.1902477066645518,2375549,43.907689955287545,47.238121233130606,4.82084820384739,9.070135766181277,15.876994185563111,4.460874216634935,10.851800874570477,11.194293863148713,0.007273047610359023,44.2333472320874,46.5414697327482,5.31153950767638,8.79455792175535,16.9259124707737,4.16083623618841,11.4619655055602,9.67061874849401,0.00594281862752794,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MT,1999-06-01,1999,6,95559698,101554118,10963042,40159339,34746580,10916334,519055,14925288.1,8763.54,,1.1879943269896764,2375549,47.78869184043214,50.78645654812432,5.482535490764264,20.08338573847783,17.376505356148392,5.459177168530105,0.25957553196992633,7.464025196485749,0.004382580954695992,47.0208135057866,49.0947399303032,5.42565545222208,19.5690106551307,17.7080862789553,4.66055774378324,1.43076601506717,9.0111847954678,0.00505481720202194,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MT,1999-07-01,1999,7,98815897,105074308,13706452,39775981,37790008,11502312,508437,14844935.76,12810.85,,1.175187768765457,2375549,48.88437725931447,51.980422871973765,6.780603028424518,19.67723939259818,18.69477547427932,5.690211557380691,0.25152457119924815,7.343812707404033,0.00633754733221203,44.7135318542315,47.9423081311217,5.6409845604589,18.210613335485,16.5833099560233,5.2166996393593,0.655120819295281,8.92731791413397,0.0056561428083967,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MT,1999-08-01,1999,8,106797096,115052344,12125410,17037937,38445177,12082309,24773974,18516116.04,15486.83,,1.168644755199377,2375549,52.538535770436376,56.59968217409724,5.965061887227785,8.381765947352553,18.912998411635257,5.943858469578287,12.187487936702517,9.108952034586133,0.007618703152056375,48.2837633288776,52.5611363131413,5.76335705090418,7.82218956258254,18.3821570540677,5.21599864383036,11.4686954853575,9.54621086076229,0.00663025067189529,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MT,1999-09-01,1999,9,102265307,110862090,10725622,46621852,34064482,11749974,652439,17277927.34,9709.53,,1.1650310836249782,2375549,50.15356931448312,54.369655538837485,5.260124300198356,22.864570150379283,16.706108936327375,5.762493192851555,0.31997307366389716,8.473545446426842,0.00476180632661723,46.5085582040999,51.1247993028967,5.24146979187929,22.0732797756191,15.7598763095878,5.2481242978293,-0.632161152840097,9.20637086347981,0.00547047228793575,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MT,1999-10-01,1999,10,110521126,119190292,12035003,14858339,39573707,12435516,29996456,20583508.44,15400.61,,1.1513268509106718,2375549,53.56485593716718,57.76642938010685,5.832850471487007,7.20120050170854,19.179680763971447,6.02696196783534,14.537997416580557,9.975944909121402,0.007464016028885702,50.2771509517803,54.6107765658085,5.88402032127344,6.329003291404,18.411642438879,6.00868425261292,12.2174042069095,10.2379176155376,0.00613394533878404,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MT,1999-11-01,1999,11,117676947,122902767,11367948,22881994,35082439,13120981,33377694,19558108.96,11516.4,,1.140492308861433,2375549,56.49626801374944,59.005164911895626,5.457709885814483,10.985560882311187,16.842949505819657,6.299334560228812,16.02450772201727,9.389775940110635,0.005528981143210183,54.1609674035182,58.0769364090182,5.66504192517052,10.8042126559725,16.4507212023821,6.38376712287478,14.6849742012742,9.53346751215249,0.00630689489026938,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
MT,1999-12-01,1999,12,123376935,126888698,13241767,22345038,40179390,12825342,32628465,21495204.86,9784.4,,1.1336934078662437,2375549,58.8797022887097,60.55563596260511,6.3194250913792,10.663818039165141,19.174982109435284,6.120692807864652,15.5714218815501,10.258248535608589,0.004669451053178223,58.9420675528734,61.7087244456768,6.23618589400163,10.8834042528175,18.7204224337444,6.08383532476832,15.0074549683497,9.96255165003113,0.00499387926682741,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
